node_key,label,node_type,source_type,example_mention,canonicalization_source,mention_count,source
CANONICAL_ENTITY:CHARLES_DE_GAULLE,CHARLES DE GAULLE,CanonicalEntity,Person,Charles de Gaulle,normalized_label,1.0,
CANONICAL_ENTITY:CHEN_YI,CHEN YI,CanonicalEntity,Person,Chen Yi,normalized_label,13.0,
CANONICAL_ENTITY:CHE_GUEVARA,CHE GUEVARA,CanonicalEntity,Person,Che Guevara,normalized_label,1.0,
CANONICAL_ENTITY:CHIANG_CHING_KUO,CHIANG CHING-KUO,CanonicalEntity,Person,Chiang Ching-kuo,normalized_label,3.0,
CANONICAL_ENTITY:CHIANG_KAI_SHEK,CHIANG KAI-SHEK,CanonicalEntity,Person,Chiang Kai-shek,normalized_label,7.0,
CANONICAL_ENTITY:CHIEF_LUTHULI,CHIEF LUTHULI,CanonicalEntity,Person,Chief Luthuli,normalized_label,1.0,
CANONICAL_ENTITY:CHIEF_OF_NAVAL_OPERATIONS_UNITED_STATES_NAVY,"CHIEF OF NAVAL OPERATIONS, UNITED STATES NAVY",CanonicalEntity,Person,"Chief of Naval Operations, United States Navy",normalized_label,20.0,
CANONICAL_ENTITY:CHIEF_OF_STAFF_UNITED_STATES_AIR_FORCE,"CHIEF OF STAFF, UNITED STATES AIR FORCE",CanonicalEntity,Person,"Chief of Staff, United States Air Force",normalized_label,20.0,
CANONICAL_ENTITY:CHIEF_OF_STAFF_UNITED_STATES_ARMY,"CHIEF OF STAFF, UNITED STATES ARMY",CanonicalEntity,Person,"Chief of Staff, United States Army",normalized_label,20.0,
CANONICAL_ENTITY:CHILE,CHILE,CanonicalEntity,Country,Chile,normalized_label,5.0,
CANONICAL_ENTITY:CHIN,CHIN,CanonicalEntity,Other,Chin,normalized_label,1.0,
CANONICAL_ENTITY:CHINESE_COMMUNISTS,CHINESE COMMUNISTS,CanonicalEntity,PoliticalGroup,Chinese Communists,normalized_label,3.0,
CANONICAL_ENTITY:CHINESE_COMMUNIST_FORCES,CHINESE COMMUNIST FORCES,CanonicalEntity,Military,Chinese Communist forces,normalized_label,1.0,
CANONICAL_ENTITY:CHINESE_COMMUNIST_GOVERNMENT,CHINESE COMMUNIST GOVERNMENT,CanonicalEntity,Government,Chinese Communist Government,normalized_label,1.0,
CANONICAL_ENTITY:CHINESE_COMMUNIST_NAVY,CHINESE COMMUNIST NAVY,CanonicalEntity,Military,Chinese Communist Navy,normalized_label,1.0,
CANONICAL_ENTITY:CHINESE_COMMUNIST_PARTY,CHINESE COMMUNIST PARTY,CanonicalEntity,PoliticalGroup,Chinese Communist Party,normalized_label,1.0,
CANONICAL_ENTITY:CHINESE_COMMUNIST_TROOPS,CHINESE COMMUNIST TROOPS,CanonicalEntity,Military,Chinese Communist troops,normalized_label,1.0,
CANONICAL_ENTITY:CHINESE_NATIONALISTS,CHINESE NATIONALISTS,CanonicalEntity,PoliticalGroup,Chinese Nationalists,normalized_label,1.0,
CANONICAL_ENTITY:CHINESE_NATIONALIST_AIR_FORCE,CHINESE NATIONALIST AIR FORCE,CanonicalEntity,Military,Chinese Nationalist Air Force,normalized_label,1.0,
CANONICAL_ENTITY:CHINESE_NATIONALIST_IRREGULARS,CHINESE NATIONALIST IRREGULARS,CanonicalEntity,Military,Chinese Nationalist irregulars,dictionary; normalized_label,7.0,
CANONICAL_ENTITY:CHINESE_NATIONALIST_OFFICIALS,CHINESE NATIONALIST OFFICIALS,CanonicalEntity,PoliticalGroup,Chinese Nationalist officials,normalized_label,1.0,
CANONICAL_ENTITY:CHINESE_NATIONALIST_TROOPS,CHINESE NATIONALIST TROOPS,CanonicalEntity,Military,Chinese Nationalist troops,normalized_label,1.0,
CANONICAL_ENTITY:CHOSEN_SOREN,CHOSEN SOREN,CanonicalEntity,PoliticalGroup,Chosen Soren,normalized_label,1.0,
CANONICAL_ENTITY:CHOU,CHOU,CanonicalEntity,Person,Chou,normalized_label,1.0,
CANONICAL_ENTITY:CHOU_EN_LAI,CHOU EN-LAI,CanonicalEntity,Person,Chou En-lai,normalized_label,4.0,
CANONICAL_ENTITY:CHRISTIAN_DEMOCRATIC_PARTY,CHRISTIAN DEMOCRATIC PARTY,CanonicalEntity,PoliticalGroup,Christian Democratic Party,normalized_label,3.0,
CANONICAL_ENTITY:CHRISTIAN_DEMOCRATIC_UNION,CHRISTIAN DEMOCRATIC UNION,CanonicalEntity,PoliticalGroup,Christian Democratic Union,normalized_label,1.0,
CANONICAL_ENTITY:CIUDAD_TRUJILLO,CIUDAD TRUJILLO,CanonicalEntity,Location,Ciudad Trujillo,normalized_label,1.0,
CANONICAL_ENTITY:CIVIL_MILITARY_JUNTA,CIVIL-MILITARY JUNTA,CanonicalEntity,Government,civil-military junta,normalized_label,1.0,
CANONICAL_ENTITY:COLOMBIA,COLOMBIA,CanonicalEntity,Country,Colombia,normalized_label,4.0,
CANONICAL_ENTITY:COLOMBIAN_COMMUNIST_PARTY,COLOMBIAN COMMUNIST PARTY,CanonicalEntity,PoliticalGroup,Colombian Communist party,normalized_label,1.0,
CANONICAL_ENTITY:COLOMBIAN_FOREIGN_MINISTER_TURBAY,COLOMBIAN FOREIGN MINISTER TURBAY,CanonicalEntity,Person,Colombian Foreign Minister Turbay,normalized_label,1.0,
CANONICAL_ENTITY:COLOMBIAN_GOVERNMENT,COLOMBIAN GOVERNMENT,CanonicalEntity,Government,Colombian Government,normalized_label,1.0,
CANONICAL_ENTITY:COLOMBO,COLOMBO,CanonicalEntity,Location,Colombo,normalized_label,2.0,
CANONICAL_ENTITY:COLONEL_ANIBAL_PORTILLO,COLONEL ANIBAL PORTILLO,CanonicalEntity,Person,Colonel Portillo,dictionary; normalized_label,5.0,
CANONICAL_ENTITY:COLONEL_CASTILLO_NAVARETTE,COLONEL CASTILLO NAVARETTE,CanonicalEntity,Person,Colonel Castillo Navarette,normalized_label,1.0,
CANONICAL_ENTITY:COLONEL_KHAMOUANE,COLONEL KHAMOUANE,CanonicalEntity,Person,Colonel Khamouane,normalized_label,1.0,
CANONICAL_ENTITY:COLONEL_LOPEZ,COLONEL LOPEZ,CanonicalEntity,Person,Colonel Lopez,normalized_label,1.0,
CANONICAL_ENTITY:COLONEL_ROGER_TRINQUIER,COLONEL ROGER TRINQUIER,CanonicalEntity,Person,Colonel Roger Trinquier,normalized_label,1.0,
CANONICAL_ENTITY:COLONEL_YANEZ,COLONEL YANEZ,CanonicalEntity,Person,Colonel Yanez,normalized_label,1.0,
CANONICAL_ENTITY:COLONIAL_OFFICE,COLONIAL OFFICE,CanonicalEntity,Organization,Colonial Office,normalized_label,2.0,
CANONICAL_ENTITY:COL_CASTILLO_NAVARRETE,COL. CASTILLO NAVARRETE,CanonicalEntity,Person,Castillo Navarrete,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:COMMANDANT_UNITED_STATES_MARINE_CORPS,"COMMANDANT, UNITED STATES MARINE CORPS",CanonicalEntity,Person,"Commandant, United States Marine Corps",normalized_label,20.0,
CANONICAL_ENTITY:COMMANDER_IN_CHIEF_PACIFIC,"COMMANDER IN CHIEF, PACIFIC",CanonicalEntity,Military; Person,"Commander in Chief, Pacific",normalized_label,20.0,
CANONICAL_ENTITY:COMMITTEE_OF_NATIONAL_UNION,COMMITTEE OF NATIONAL UNION,CanonicalEntity,PoliticalGroup,Committee of National Union,dictionary; normalized_label,6.0,
CANONICAL_ENTITY:COMMONWEALTH,COMMONWEALTH,CanonicalEntity,Organization,Commonwealth,normalized_label,1.0,
CANONICAL_ENTITY:COMMONWEALTH_PRIME_MINISTERS_CONFERENCE,COMMONWEALTH PRIME MINISTERS CONFERENCE,CanonicalEntity,Other,Commonwealth Prime Ministers’ Conference,normalized_label,1.0,
CANONICAL_ENTITY:COMMONWEALTH_RELATIONS_OFFICE,COMMONWEALTH RELATIONS OFFICE,CanonicalEntity,Organization,Commonwealth Relations Office,normalized_label,1.0,
CANONICAL_ENTITY:COMMON_MARKET,COMMON MARKET,CanonicalEntity,Organization,European Common Market (EEC),dictionary; normalized_label,5.0,
CANONICAL_ENTITY:COMMUNIST,COMMUNIST,CanonicalEntity,PoliticalGroup,Communist,normalized_label,1.0,
CANONICAL_ENTITY:COMMUNISTS,COMMUNISTS,CanonicalEntity,PoliticalGroup,Communists,normalized_label,6.0,
CANONICAL_ENTITY:COMMUNIST_CHINA,COMMUNIST CHINA,CanonicalEntity,Country; Government,China,dictionary; normalized_label,63.0,
CANONICAL_ENTITY:COMMUNIST_ELEMENTS,COMMUNIST ELEMENTS,CanonicalEntity,PoliticalGroup,Communist elements,normalized_label,1.0,
CANONICAL_ENTITY:COMMUNIST_PARTIES,COMMUNIST PARTIES,CanonicalEntity,PoliticalGroup,Communist parties,normalized_label,1.0,
CANONICAL_ENTITY:COMMUNIST_PARTY,COMMUNIST PARTY,CanonicalEntity,PoliticalGroup,Communist Party,normalized_label,4.0,
CANONICAL_ENTITY:CONFEDERATION_OF_COLOMBIAN_WORKERS,CONFEDERATION OF COLOMBIAN WORKERS,CanonicalEntity,Organization,Confederation of Colombian Workers,normalized_label,1.0,
CANONICAL_ENTITY:CONFERENCE_OF_THE_PEOPLES_OF_THE_PORTUGUESE_COLONIES,CONFERENCE OF THE PEOPLES OF THE PORTUGUESE COLONIES,CanonicalEntity,Document,Conference of the Peoples of the Portuguese Colonies,normalized_label,1.0,
CANONICAL_ENTITY:CONGO,CONGO,CanonicalEntity,Country; Location,Congo,normalized_label,52.0,
CANONICAL_ENTITY:CONGOLESE_FACTIONS,CONGOLESE FACTIONS,CanonicalEntity,PoliticalGroup,Congolese factions,normalized_label,1.0,
CANONICAL_ENTITY:CONGOLESE_PARLIAMENT,CONGOLESE PARLIAMENT,CanonicalEntity,Government,Congolese parliament,normalized_label,1.0,
CANONICAL_ENTITY:CONGRESS_PARTY,CONGRESS PARTY,CanonicalEntity,PoliticalGroup,Congress party,normalized_label,3.0,
CANONICAL_ENTITY:CONSERVATIVE_NATIONALIST_PARTY,CONSERVATIVE NATIONALIST PARTY,CanonicalEntity,PoliticalGroup,Conservative Nationalist party,normalized_label,1.0,
CANONICAL_ENTITY:CONSERVATIVE_PARTY,CONSERVATIVE PARTY,CanonicalEntity,PoliticalGroup,Conservative party,normalized_label,1.0,
CANONICAL_ENTITY:COUVE_DE_MURVILLE,COUVE DE MURVILLE,CanonicalEntity,Person,Couve de Murville,normalized_label,1.0,
CANONICAL_ENTITY:CROWN_PRINCE_BADR,CROWN PRINCE BADR,CanonicalEntity,Person,Crown Prince Badr,normalized_label,1.0,
CANONICAL_ENTITY:CROWN_PRINCE_FAYSAL,CROWN PRINCE FAYSAL,CanonicalEntity,Person,Crown Prince Faysal,normalized_label,1.0,
CANONICAL_ENTITY:CROWN_PRINCE_MOULAY_HASSAN,CROWN PRINCE MOULAY HASSAN,CanonicalEntity,Person,Crown Prince Moulay Hassan,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:CUBA,CUBA,CanonicalEntity,Country,Cuba,normalized_label,23.0,
CANONICAL_ENTITY:CUBAN_COMMUNISTS,CUBAN COMMUNISTS,CanonicalEntity,PoliticalGroup,Cuban Communists,normalized_label,1.0,
CANONICAL_ENTITY:CUBAN_COMMUNISTS_POPULAR_SOCIALIST_PARTY,CUBAN COMMUNISTS POPULAR SOCIALIST PARTY,CanonicalEntity,PoliticalGroup,Popular Socialist party,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:CUBAN_EMBASSY,CUBAN EMBASSY,CanonicalEntity,Organization,Cuban Embassy,normalized_label,1.0,
CANONICAL_ENTITY:CUBAN_GOVERNMENT,CUBAN GOVERNMENT,CanonicalEntity,Government,Cuban government,normalized_label,1.0,
CANONICAL_ENTITY:CUBAN_NATIONAL_DAY,CUBAN NATIONAL DAY,CanonicalEntity,Other,Cuban National Day,normalized_label,1.0,
CANONICAL_ENTITY:CUBAN_REVOLUTIONARY_COUNCIL,CUBAN REVOLUTIONARY COUNCIL,CanonicalEntity,PoliticalGroup,Cuban Revolutionary Council,normalized_label,1.0,
CANONICAL_ENTITY:CYPRUS,CYPRUS,CanonicalEntity,Country; Location,Cyprus,normalized_label,2.0,
CANONICAL_ENTITY:CYPRUS_GOVERNMENT,CYPRUS GOVERNMENT,CanonicalEntity,Government,Cyprus government,normalized_label,1.0,
CANONICAL_ENTITY:CYRANKIEWICZ,CYRANKIEWICZ,CanonicalEntity,Person,Cyrankiewicz,normalized_label,1.0,
CANONICAL_ENTITY:CYRILLE_ADOULA,CYRILLE ADOULA,CanonicalEntity,Person,Cyrille Adoula,normalized_label,1.0,
CANONICAL_ENTITY:CZECH,CZECH,CanonicalEntity,Country,Czech,normalized_label,2.0,
CANONICAL_ENTITY:CZECHOSLOVAKIA,CZECHOSLOVAKIA,CanonicalEntity,Country,Czechoslovakia,normalized_label,10.0,
CANONICAL_ENTITY:CZECHOSLOVAK_AIRLINES,CZECHOSLOVAK AIRLINES,CanonicalEntity,Organization,Czechoslovak Airlines,normalized_label,1.0,
CANONICAL_ENTITY:CZECH_OFFICIAL,CZECH OFFICIAL,CanonicalEntity,Person,Czech official,normalized_label,1.0,
CANONICAL_ENTITY:C_47,C-47,CanonicalEntity,Other,C-47,normalized_label,1.0,
CANONICAL_ENTITY:DAGABUR,DAGABUR,CanonicalEntity,Location,Dagabur,normalized_label,1.0,
CANONICAL_ENTITY:DAIREN,DAIREN,CanonicalEntity,Location,Dairen,normalized_label,2.0,
CANONICAL_ENTITY:DAI_VIET_PARTY,DAI VIET PARTY,CanonicalEntity,PoliticalGroup,Dai Viet party,normalized_label,1.0,
CANONICAL_ENTITY:DAR_ES_SALAAM,DAR ES SALAAM,CanonicalEntity,Location,Dar es Salaam,normalized_label,4.0,
CANONICAL_ENTITY:DAUD,DAUD,CanonicalEntity,Person,Daud,normalized_label,1.0,
CANONICAL_ENTITY:DAYAL,DAYAL,CanonicalEntity,Person,Dayal,normalized_label,3.0,
CANONICAL_ENTITY:DEAN_ACHESON,DEAN ACHESON,CanonicalEntity,Person,Dean Acheson,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_LOAN_FUND,DEFENSE LOAN FUND,CanonicalEntity,Organization,Defense Loan Fund,normalized_label,1.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_BOTELHO_MONIZ,DEFENSE MINISTER BOTELHO MONIZ,CanonicalEntity,Person,Minister of Defense Moniz,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:DEFENSE_MINISTER_CASTILLO,DEFENSE MINISTER CASTILLO,CanonicalEntity,Person,Defense Minister Castillo,normalized_label,1.0,
CANONICAL_ENTITY:DELVAUX,DELVAUX,CanonicalEntity,Person,Delvaux,normalized_label,3.0,
CANONICAL_ENTITY:DEMOCRATIC_PARTY,DEMOCRATIC PARTY,CanonicalEntity,PoliticalGroup,Democratic Party,normalized_label,2.0,
CANONICAL_ENTITY:DEPARTMENT_OF_COMMERCE,DEPARTMENT OF COMMERCE,CanonicalEntity,Government; Organization,Department of Commerce,normalized_label,9.0,
CANONICAL_ENTITY:DEPARTMENT_OF_DEFENSE,DEPARTMENT OF DEFENSE,CanonicalEntity,Government; Organization,Department of Defense,normalized_label,44.0,
CANONICAL_ENTITY:DEPARTMENT_OF_JUSTICE,DEPARTMENT OF JUSTICE,CanonicalEntity,Government; Organization,Department of Justice,normalized_label,26.0,
CANONICAL_ENTITY:DEPARTMENT_OF_STATE,DEPARTMENT OF STATE,CanonicalEntity,Government; Organization,Department of State,normalized_label,25.0,
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_HAJEK,DEPUTY FOREIGN MINISTER HAJEK,CanonicalEntity,Person,Deputy Foreign Minister Hajek,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_PUSHKIN,DEPUTY FOREIGN MINISTER PUSHKIN,CanonicalEntity,Person,Deputy Foreign Minister Pushkin,normalized_label,1.0,
CANONICAL_ENTITY:DEPUTY_SECRETARY_OF_DEFENSE,DEPUTY SECRETARY OF DEFENSE,CanonicalEntity,Person,Deputy Secretary of Defense,normalized_label,20.0,
CANONICAL_ENTITY:DE_GAULLE,DE GAULLE,CanonicalEntity,Person,De Gaulle,normalized_label,24.0,
CANONICAL_ENTITY:DIEM_GOVERNMENT,DIEM GOVERNMENT,CanonicalEntity,Government,Diem government,normalized_label,3.0,
CANONICAL_ENTITY:DIEM_REGIME,DIEM REGIME,CanonicalEntity,Government,Diem regime,normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR,DIRECTOR,CanonicalEntity,Person,Director,normalized_label,46.0,
CANONICAL_ENTITY:DIRECTOR_FEDERAL_BUREAU_OF_INVESTIGATION,"DIRECTOR, FEDERAL BUREAU OF INVESTIGATION",CanonicalEntity,Person,"Director, Federal Bureau of Investigation",normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR_FOR_INTELLIGENCE_THE_JOINT_STAFF,"DIRECTOR FOR INTELLIGENCE, THE JOINT STAFF",CanonicalEntity,Person,"Director for Intelligence, The Joint Staff",normalized_label,20.0,
CANONICAL_ENTITY:DIRECTOR_INTERNATIONAL_COOPERATION_ADMINISTRATION,"DIRECTOR, INTERNATIONAL COOPERATION ADMINISTRATION",CanonicalEntity,Person,"Director, International Cooperation Administration",normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR_NATIONAL_INDICATIONS_CENTER,"DIRECTOR, NATIONAL INDICATIONS CENTER",CanonicalEntity,Person,"Director, National Indications Center",normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR_NATIONAL_SECURITY_AGENCY,"DIRECTOR, NATIONAL SECURITY AGENCY",CanonicalEntity,Person,"Director, National Security Agency",normalized_label,1.0,
CANONICAL_ENTITY:DIRECTOR_OF_NAVAL_INTELLIGENCE_DEPARTMENT_OF_NAVY,"DIRECTOR OF NAVAL INTELLIGENCE, DEPARTMENT OF NAVY",CanonicalEntity,Person,"Director of Naval Intelligence, Department of Navy",normalized_label,20.0,
CANONICAL_ENTITY:DIRECTOR_THE_JOINT_STAFF,"DIRECTOR, THE JOINT STAFF",CanonicalEntity,Person,"Director, The Joint Staff",normalized_label,20.0,
CANONICAL_ENTITY:DIRECTOR_UNITED_STATES_INFORMATION_AGENCY,"DIRECTOR, UNITED STATES INFORMATION AGENCY",CanonicalEntity,Person,"Director, United States Information Agency",normalized_label,1.0,
CANONICAL_ENTITY:DJAKARTA,DJAKARTA,CanonicalEntity,Location,Djakarta,normalized_label,3.0,
CANONICAL_ENTITY:DMITRY_POLYANSKY,DMITRY POLYANSKY,CanonicalEntity,Person,Dmitry Polyansky,normalized_label,2.0,
CANONICAL_ENTITY:DNEPROGES,DNEPROGES,CanonicalEntity,Other,Dneproges,normalized_label,1.0,
CANONICAL_ENTITY:DOCTOR_MATTHEWS,DOCTOR MATTHEWS,CanonicalEntity,Person,Doctor Matthews,normalized_label,1.0,
CANONICAL_ENTITY:DOCTOR_ZUMA,DOCTOR ZUMA,CanonicalEntity,Person,Doctor Zuma,normalized_label,1.0,
CANONICAL_ENTITY:DOLINSK,DOLINSK,CanonicalEntity,Military,Dolinsk,normalized_label,1.0,
CANONICAL_ENTITY:DOMINICAN_DICTATOR_TRUJILLO,DOMINICAN DICTATOR TRUJILLO,CanonicalEntity,Person,Dominican dictator Trujillo,normalized_label,1.0,
CANONICAL_ENTITY:DOMINICAN_MILITARY_INTELLIGENCE_SERVICE_SIM,DOMINICAN MILITARY INTELLIGENCE SERVICE (SIM),CanonicalEntity,Organization,Dominican Military Intelligence Service (SIM),normalized_label,1.0,
CANONICAL_ENTITY:DOMINICAN_REPUBLIC,DOMINICAN REPUBLIC,CanonicalEntity,Country,Dominican Republic,normalized_label,10.0,
CANONICAL_ENTITY:DOMINION_PARTY,DOMINION PARTY,CanonicalEntity,PoliticalGroup,Dominion party,normalized_label,1.0,
CANONICAL_ENTITY:DRV,DRV,CanonicalEntity,Country,DRV,normalized_label,1.0,
CANONICAL_ENTITY:DR_FABIO_CASTILLO,DR. FABIO CASTILLO,CanonicalEntity,Person,Dr. Fabio Castillo,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:DR_ISRAEL_BAER,DR. ISRAEL BAER,CanonicalEntity,Person,Dr. Israel Baer,normalized_label,1.0,
CANONICAL_ENTITY:DR_JOSE_ANTONIO_RODRIGUEZ_PORTH,DR. JOSE ANTONIO RODRIGUEZ PORTH,CanonicalEntity,Person,Dr. Jose Antonio Rodriguez Porth,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:DUTCH,DUTCH,CanonicalEntity,Country,Dutch,normalized_label,1.0,
CANONICAL_ENTITY:DUTT,DUTT,CanonicalEntity,Person,Dutt,normalized_label,2.0,
CANONICAL_ENTITY:EAST_BERLIN,EAST BERLIN,CanonicalEntity,Location,East Berlin,normalized_label,1.0,
CANONICAL_ENTITY:EAST_GERMANY,EAST GERMANY,CanonicalEntity,Country; Government; Location,East Germany,normalized_label,21.0,
CANONICAL_ENTITY:ECUADOR,ECUADOR,CanonicalEntity,Country,Ecuador,normalized_label,4.0,
CANONICAL_ENTITY:ECUADOREAN_GOVERNMENT,ECUADOREAN GOVERNMENT,CanonicalEntity,Government,Ecuadorean Government,normalized_label,1.0,
CANONICAL_ENTITY:EEC,EEC,CanonicalEntity,Organization,EEC,normalized_label,4.0,
CANONICAL_ENTITY:EFTA,EFTA,CanonicalEntity,Organization,EFTA,normalized_label,1.0,
CANONICAL_ENTITY:EGYPT,EGYPT,CanonicalEntity,Country,Egypt,normalized_label,3.0,
CANONICAL_ENTITY:EGYPTIAN_NATIONAL_BANK,EGYPTIAN NATIONAL BANK,CanonicalEntity,Organization,Egyptian National Bank,normalized_label,2.0,
CANONICAL_ENTITY:EIB,EIB,CanonicalEntity,Organization,EIB,normalized_label,1.0,
CANONICAL_ENTITY:EISAKU_SATO,EISAKU SATO,CanonicalEntity,Person,Eisaku Sato,normalized_label,1.0,
CANONICAL_ENTITY:ELBRICK,ELBRICK,CanonicalEntity,Person,Elbrick,normalized_label,2.0,
CANONICAL_ENTITY:ELISABETHVILLE,ELISABETHVILLE,CanonicalEntity,Location,Elisabethville,normalized_label,8.0,
CANONICAL_ENTITY:ELISABETHVILLE_AIRPORT,ELISABETHVILLE AIRPORT,CanonicalEntity,Location,Elisabethville airport,normalized_label,1.0,
CANONICAL_ENTITY:EL_SALVADOR,EL SALVADOR,CanonicalEntity,Country,El Salvador,normalized_label,14.0,
CANONICAL_ENTITY:EMPEROR,EMPEROR,CanonicalEntity,Person,Emperor,normalized_label,1.0,
CANONICAL_ENTITY:ENVER_HOXHA,ENVER HOXHA,CanonicalEntity,Person,Hoxha,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:EOKA,EOKA,CanonicalEntity,Organization,EOKA,normalized_label,1.0,
CANONICAL_ENTITY:EQUATEUR_PROVINCE,EQUATEUR PROVINCE,CanonicalEntity,Location,Equateur Province,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:ETHIOPIA,ETHIOPIA,CanonicalEntity,Country,Ethiopia,normalized_label,4.0,
CANONICAL_ENTITY:ETHIOPIAN_TROOPS,ETHIOPIAN TROOPS,CanonicalEntity,Military,Ethiopian troops,normalized_label,1.0,
CANONICAL_ENTITY:EUROPEAN_COMMON_MARKET,EUROPEAN COMMON MARKET,CanonicalEntity,Organization,European Common Market,normalized_label,1.0,
CANONICAL_ENTITY:EVANGELICAL_CHURCH,EVANGELICAL CHURCH,CanonicalEntity,ReligiousGroup,Evangelical Church,normalized_label,1.0,
CANONICAL_ENTITY:EXECUTIVE_OFFICES_OF_THE_WHITE_HOUSE,EXECUTIVE OFFICES OF THE WHITE HOUSE,CanonicalEntity,Organization,Executive Offices of the White House,normalized_label,11.0,
CANONICAL_ENTITY:EYSKENS_GOVERNMENT,EYSKENS GOVERNMENT,CanonicalEntity,Government,Eyskens government,normalized_label,1.0,
CANONICAL_ENTITY:EYSKENS_SOCIAL_CHRISTIAN_LIBERAL_GOVERNMENT,EYSKENS SOCIAL CHRISTIAN - LIBERAL GOVERNMENT,CanonicalEntity,Government,Eyskens' Social Christian - Liberal government,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:FANFANI,FANFANI,CanonicalEntity,Person,Premier Fanfani,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:FANFANI_CABINET,FANFANI CABINET,CanonicalEntity,Government,Fanfani cabinet,normalized_label,1.0,
CANONICAL_ENTITY:FAYSAL,FAYSAL,CanonicalEntity,Person,Faysal,normalized_label,1.0,
CANONICAL_ENTITY:FAZIL_KUCHUK,FAZIL KUCHUK,CanonicalEntity,Person,Fazil Kuchuk,normalized_label,1.0,
CANONICAL_ENTITY:FEDERAL_BUREAU_OF_INVESTIGATION,FEDERAL BUREAU OF INVESTIGATION,CanonicalEntity,Organization,Federal Bureau of Investigation,normalized_label,41.0,
CANONICAL_ENTITY:FEDERATION_OF_RHODESIA_AND_NYASALAND,FEDERATION OF RHODESIA AND NYASALAND,CanonicalEntity,PoliticalGroup,Federation of Rhodesia and Nyasaland,normalized_label,2.0,
CANONICAL_ENTITY:FELICIANO_AVELAR,FELICIANO AVELAR,CanonicalEntity,Person,Feliciano Avelar,normalized_label,1.0,
CANONICAL_ENTITY:FERHAT_ABBAS,FERHAT ABBAS,CanonicalEntity,Person,Ferhat Abbas,normalized_label,5.0,
CANONICAL_ENTITY:FERNANDO_POO_ISLAND,FERNANDO POO ISLAND,CanonicalEntity,Location,Fernando Poo Island,normalized_label,1.0,
CANONICAL_ENTITY:FEYZIOGLU,FEYZIOGLU,CanonicalEntity,Person,Feyzioglu,normalized_label,1.0,
CANONICAL_ENTITY:FIDEL_CASTRO,FIDEL CASTRO,CanonicalEntity,Person,Fidel Castro,dictionary; normalized_label,6.0,
CANONICAL_ENTITY:FINANCE_MINISTER_MIZUTA,FINANCE MINISTER MIZUTA,CanonicalEntity,Person,Finance Minister Mizuta,normalized_label,1.0,
CANONICAL_ENTITY:FINANCE_MINISTER_SHAHA,FINANCE MINISTER SHAHA,CanonicalEntity,Person,Finance Minister Shaha,normalized_label,1.0,
CANONICAL_ENTITY:FLN,FLN,CanonicalEntity,PoliticalGroup,FLN,normalized_label,1.0,
CANONICAL_ENTITY:FOREIGN_MINISTER_WIGNY,FOREIGN MINISTER WIGNY,CanonicalEntity,Person,Foreign Minister Wigny,normalized_label,1.0,
CANONICAL_ENTITY:FRANCE,FRANCE,CanonicalEntity,Country; Location,France,normalized_label,28.0,
CANONICAL_ENTITY:FRANCISCO_CARLOS_DE_CASTRO_NEVES,FRANCISCO CARLOS DE CASTRO NEVES,CanonicalEntity,Person,Francisco Carlos de Castro Neves,normalized_label,1.0,
CANONICAL_ENTITY:FRANCOIS_DUVALIER,FRANCOIS DUVALIER,CanonicalEntity,Person,Francois Duvalier,normalized_label,1.0,
CANONICAL_ENTITY:FRANKFURT_PAPER,FRANKFURT PAPER,CanonicalEntity,Document,Frankfurt paper,normalized_label,1.0,
CANONICAL_ENTITY:FRENCH_AIR_FORCE,FRENCH AIR FORCE,CanonicalEntity,Military,French Air Force,normalized_label,1.0,
CANONICAL_ENTITY:FRENCH_AMBASSADOR_FALAIZE,FRENCH AMBASSADOR FALAIZE,CanonicalEntity,Person,French Ambassador Falaize,normalized_label,2.0,
CANONICAL_ENTITY:FRENCH_EMBASSY,FRENCH EMBASSY,CanonicalEntity,Organization,French Embassy,normalized_label,2.0,
CANONICAL_ENTITY:FRENCH_FOREIGN_MINISTER_COUVE_DE_MURVILLE,FRENCH FOREIGN MINISTER COUVE DE MURVILLE,CanonicalEntity,Person,French Foreign Minister Couve de Murville,normalized_label,1.0,
CANONICAL_ENTITY:FRENCH_FOREIGN_MINISTRY,FRENCH FOREIGN MINISTRY,CanonicalEntity,Organization,French Foreign Ministry,normalized_label,3.0,
