node_key,label,node_type,source_type,example_mention,canonicalization_source,mention_count,source
CANONICAL_ENTITY:ADOLPH_GALLAND,ADOLPH GALLAND,CanonicalEntity,Person,Adolph Galland,normalized_label,1.0,
CANONICAL_ENTITY:ADOULA,ADOULA,CanonicalEntity,Person,Adoula,normalized_label,1.0,
CANONICAL_ENTITY:ADRIANO_MOREIRA,ADRIANO MOREIRA,CanonicalEntity,Person,Adriano Moreira,normalized_label,1.0,
CANONICAL_ENTITY:ADRIEN_OMARI,ADRIEN OMARI,CanonicalEntity,Person,Adrien Omari,normalized_label,1.0,
CANONICAL_ENTITY:ADU,ADU,CanonicalEntity,Person,Adu,normalized_label,1.0,
CANONICAL_ENTITY:ADVISORY_COMMITTEE,ADVISORY COMMITTEE,CanonicalEntity,Organization,Advisory Committee,normalized_label,1.0,
CANONICAL_ENTITY:AEGEAN_SEA,AEGEAN SEA,CanonicalEntity,Location,Aegean Sea,normalized_label,1.0,
CANONICAL_ENTITY:AEROFLOT,AEROFLOT,CanonicalEntity,Organization,Aeroflot,normalized_label,3.0,
CANONICAL_ENTITY:AFGHANISTAN,AFGHANISTAN,CanonicalEntity,Country,Afghanistan,normalized_label,211.0,
CANONICAL_ENTITY:AFGHAN_AIR_FORCE,AFGHAN AIR FORCE,CanonicalEntity,Military,Afghan Air Force,normalized_label,1.0,
CANONICAL_ENTITY:AFGHAN_AMBASSADOR_TO_INDIA,AFGHAN AMBASSADOR TO INDIA,CanonicalEntity,Person,Afghan Ambassador to India,normalized_label,1.0,
CANONICAL_ENTITY:AFGHAN_ARMY,AFGHAN ARMY,CanonicalEntity,Military,Afghan Army,normalized_label,4.0,
CANONICAL_ENTITY:AFGHAN_ARMY_UNIFORM_FACTORY,AFGHAN ARMY UNIFORM FACTORY,CanonicalEntity,Organization,Afghan army uniform factory,normalized_label,2.0,
CANONICAL_ENTITY:AFGHAN_DEFENSE_MINISTER,AFGHAN DEFENSE MINISTER,CanonicalEntity,Government,Afghan Defense Minister,normalized_label,1.0,
CANONICAL_ENTITY:AFGHAN_EMBASSY,AFGHAN EMBASSY,CanonicalEntity,Location; Organization,Afghan embassy,normalized_label,2.0,
CANONICAL_ENTITY:AFGHAN_FOREIGN_MINISTRY,AFGHAN FOREIGN MINISTRY,CanonicalEntity,Government; Organization,Afghan Foreign Ministry,normalized_label,2.0,
CANONICAL_ENTITY:AFGHAN_GOVERNMENT,AFGHAN GOVERNMENT,CanonicalEntity,Government,Afghan Government,normalized_label,25.0,
CANONICAL_ENTITY:AFGHAN_MINISTRY_OF_DEFENSE,AFGHAN MINISTRY OF DEFENSE,CanonicalEntity,Organization,Afghan Defense Ministry,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:AFGHAN_OFFICIALS,AFGHAN OFFICIALS,CanonicalEntity,Government,Afghan officials,normalized_label,1.0,
CANONICAL_ENTITY:AFGHAN_PARLIAMENT,AFGHAN PARLIAMENT,CanonicalEntity,Organization,Afghan parliament,normalized_label,1.0,
CANONICAL_ENTITY:AFGHAN_PRESS,AFGHAN PRESS,CanonicalEntity,Organization,Afghan Press,normalized_label,1.0,
CANONICAL_ENTITY:AFGHAN_UZBEKS,AFGHAN UZBEKS,CanonicalEntity,PoliticalGroup,Afghan Uzbeks,normalized_label,1.0,
CANONICAL_ENTITY:AFL_CIO,AFL/CIO,CanonicalEntity,Organization,AFL/CIO,normalized_label,2.0,
CANONICAL_ENTITY:AFRICA,AFRICA,CanonicalEntity,Location,Africa,normalized_label,2.0,
CANONICAL_ENTITY:AFRICANS,AFRICANS,CanonicalEntity,Other,Africans,normalized_label,1.0,
CANONICAL_ENTITY:AFRICAN_DEMOCRATIC_RALLY,AFRICAN DEMOCRATIC RALLY,CanonicalEntity,PoliticalGroup,African Democratic Rally,normalized_label,2.0,
CANONICAL_ENTITY:AFRICAN_EXILE_GROUPS,AFRICAN EXILE GROUPS,CanonicalEntity,PoliticalGroup,African exile groups,normalized_label,1.0,
CANONICAL_ENTITY:AFRICAN_LABOR_CONFERENCE,AFRICAN LABOR CONFERENCE,CanonicalEntity,Document,African Labor Conference,normalized_label,2.0,
CANONICAL_ENTITY:AFRICAN_MEMBERS_OF_THE_COMMUNITY,AFRICAN MEMBERS OF THE COMMUNITY,CanonicalEntity,PoliticalGroup,African members of the Community,normalized_label,1.0,
CANONICAL_ENTITY:AFRICAN_NATIONALISTS,AFRICAN NATIONALISTS,CanonicalEntity,PoliticalGroup,African nationalists,normalized_label,2.0,
CANONICAL_ENTITY:AFRICAN_NATIONAL_CONGRESS,AFRICAN NATIONAL CONGRESS,CanonicalEntity,PoliticalGroup,African National Congress,dictionary; normalized_label,9.0,
CANONICAL_ENTITY:AFRICAN_POLITICAL_PARTY,AFRICAN POLITICAL PARTY,CanonicalEntity,PoliticalGroup,African political party,normalized_label,1.0,
CANONICAL_ENTITY:AFRICAN_REGROUPMENT_PARTY,AFRICAN REGROUPMENT PARTY,CanonicalEntity,PoliticalGroup,African Regroupment party,normalized_label,1.0,
CANONICAL_ENTITY:AFRICAN_REVOLUTIONARY_FRONT_FOR_THE_NATIONAL_INDEPENDENCE_OF_PORTUGUESE_COLONIES,AFRICAN REVOLUTIONARY FRONT FOR THE NATIONAL INDEPENDENCE OF PORTUGUESE COLONIES,CanonicalEntity,Organization; PoliticalGroup,African Revolutionary Front for the Independence of Portuguese Colonies in Africa,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:AFRICAN_REVOLUTIONARY_FRONT_FOR_THE_NATIONAL_INDEPENDENCE_OF_PORTUGUESE_COLONIES_FRAIN,AFRICAN REVOLUTIONARY FRONT FOR THE NATIONAL INDEPENDENCE OF PORTUGUESE COLONIES (FRAIN),CanonicalEntity,PoliticalGroup,African Revolutionary Front for the National Independence of Portuguese Colonies (FRAIN),normalized_label,1.0,
CANONICAL_ENTITY:AFRICAN_SOLIDARITY_PARTY,AFRICAN SOLIDARITY PARTY,CanonicalEntity,PoliticalGroup,African Solidarity party,normalized_label,2.0,
CANONICAL_ENTITY:AFRICA_FREEDOM_DAY,AFRICA FREEDOM DAY,CanonicalEntity,Other,Africa Freedom Day,normalized_label,1.0,
CANONICAL_ENTITY:AFRIKANER,AFRIKANER,CanonicalEntity,PoliticalGroup,Afrikaner,normalized_label,1.0,
CANONICAL_ENTITY:AFRO_ASIAN_BLOC,AFRO-ASIAN BLOC,CanonicalEntity,PoliticalGroup,Afro-Asian bloc,dictionary; normalized_label,9.0,
CANONICAL_ENTITY:AFRO_ASIAN_CONFERENCE,AFRO-ASIAN CONFERENCE,CanonicalEntity,Document; Other,Afro-Asian conference,normalized_label,10.0,
CANONICAL_ENTITY:AFRO_ASIAN_COUNTRIES,AFRO-ASIAN COUNTRIES,CanonicalEntity,PoliticalGroup,Afro-Asian countries,normalized_label,1.0,
CANONICAL_ENTITY:AFRO_ASIAN_ECONOMIC_CONFERENCE,AFRO-ASIAN ECONOMIC CONFERENCE,CanonicalEntity,Organization,Afro-Asian Economic Conference,normalized_label,4.0,
CANONICAL_ENTITY:AFRO_ASIAN_PEOPLES_SOLIDARITY_CONFERENCE,AFRO-ASIAN PEOPLES SOLIDARITY CONFERENCE,CanonicalEntity,Document; Organization; Other,Afro-Asian People's Solidarity Conference,normalized_label,3.0,
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_COMMITTEE,AFRO-ASIAN SOLIDARITY COMMITTEE,CanonicalEntity,Organization; PoliticalGroup,Afro-Asian Solidarity Committee,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_CONFERENCE,AFRO-ASIAN SOLIDARITY CONFERENCE,CanonicalEntity,Organization; Other,Afro-Asian Solidarity Conference,normalized_label,5.0,
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_COUNCIL,AFRO-ASIAN SOLIDARITY COUNCIL,CanonicalEntity,Organization,Afro-Asian Solidarity Council,normalized_label,1.0,
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_ORGANIZATION,AFRO-ASIAN SOLIDARITY ORGANIZATION,CanonicalEntity,Organization,Afro-Asian Solidarity Organization,normalized_label,1.0,
CANONICAL_ENTITY:AFRO_SHIRAZI_PARTY,AFRO-SHIRAZI PARTY,CanonicalEntity,PoliticalGroup,Afro-Shirazi party,normalized_label,1.0,
CANONICAL_ENTITY:AFRO_SHIRAZI_PARTY_ASP,AFRO-SHIRAZI PARTY (ASP),CanonicalEntity,PoliticalGroup,Afro-Shirazi Party (ASP),normalized_label,1.0,
CANONICAL_ENTITY:AFSHAN,AFSHAN,CanonicalEntity,Person,Afshan,normalized_label,1.0,
CANONICAL_ENTITY:AF_OF_L,AF OF L,CanonicalEntity,Organization,AF of L,normalized_label,1.0,
CANONICAL_ENTITY:AGADIR_PROVINCE,AGADIR PROVINCE,CanonicalEntity,Location,Agadir Province,normalized_label,1.0,
CANONICAL_ENTITY:AGENCE_FRANCE_PRESSE,AGENCE FRANCE PRESSE,CanonicalEntity,Organization,Agence France Presse,normalized_label,2.0,
CANONICAL_ENTITY:AGFA_FILM_FACTORY,AGFA FILM FACTORY,CanonicalEntity,Other,Agfa Film Factory,normalized_label,1.0,
CANONICAL_ENTITY:AGRARIANS,AGRARIANS,CanonicalEntity,PoliticalGroup,Agrarians,normalized_label,2.0,
CANONICAL_ENTITY:AGRARIAN_GOVERNMENT,AGRARIAN GOVERNMENT,CanonicalEntity,PoliticalGroup,Agrarian government,normalized_label,1.0,
CANONICAL_ENTITY:AGRARIAN_INSTITUTE,AGRARIAN INSTITUTE,CanonicalEntity,Organization,Agrarian Institute,normalized_label,1.0,
CANONICAL_ENTITY:AGRARIAN_LABOR_PARTY,AGRARIAN LABOR PARTY,CanonicalEntity,PoliticalGroup,Agrarian Labor Party,normalized_label,1.0,
CANONICAL_ENTITY:AGRARIAN_PARTY,AGRARIAN PARTY,CanonicalEntity,PoliticalGroup,Agrarian Party,normalized_label,4.0,
CANONICAL_ENTITY:AGRARIAN_SOCIAL_DEMOCRATIC_CABINET,AGRARIAN-SOCIAL DEMOCRATIC CABINET,CanonicalEntity,Government,Agrarian-Social Democratic cabinet,normalized_label,1.0,
CANONICAL_ENTITY:AGRICULTURAL_BANK,AGRICULTURAL BANK,CanonicalEntity,Organization,Agricultural Bank,normalized_label,1.0,
CANONICAL_ENTITY:AGUDAT,AGUDAT,CanonicalEntity,ReligiousGroup,Agudat,normalized_label,1.0,
CANONICAL_ENTITY:AHADAN,AHADAN,CanonicalEntity,Location,Ahadan,normalized_label,1.0,
CANONICAL_ENTITY:AHIDJO,AHIDJO,CanonicalEntity,Person,Ahidjo,dictionary; normalized_label,10.0,
CANONICAL_ENTITY:AHIDJO_GOVERNMENT,AHIDJO GOVERNMENT,CanonicalEntity,Government,Ahidjo government,normalized_label,2.0,
CANONICAL_ENTITY:AHIDJO_REGIME,AHIDJO REGIME,CanonicalEntity,PoliticalGroup,Ahidjo regime,normalized_label,1.0,
CANONICAL_ENTITY:AHMADIYA,AHMADIYA,CanonicalEntity,ReligiousGroup,Ahmadiya,normalized_label,1.0,
CANONICAL_ENTITY:AHMAD_HUSAIN,AHMAD HUSAIN,CanonicalEntity,Person,Ahmad Husain,normalized_label,1.0,
CANONICAL_ENTITY:AHMAD_HUSAYN,AHMAD HUSAYN,CanonicalEntity,Person,Ahmad Husayn,normalized_label,1.0,
CANONICAL_ENTITY:AHMAD_HUSSEIN,AHMAD HUSSEIN,CanonicalEntity,Person,Ahmad Hussein,normalized_label,1.0,
CANONICAL_ENTITY:AHMAD_MURTADA_AL_MARAGHI_BEY,AHMAD MURTADA AL-MARAGHI BEY,CanonicalEntity,Person,Ahmad Murtada al-Maraghi Bey,normalized_label,1.0,
CANONICAL_ENTITY:AHMAD_QAVAM,AHMAD QAVAM,CanonicalEntity,Person,Ahmad Qavam,normalized_label,3.0,
CANONICAL_ENTITY:AHMAD_SHUQAYRI,AHMAD SHUQAYRI,CanonicalEntity,Person,Shuqayri,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:AHMEDABAD,AHMEDABAD,CanonicalEntity,Location,Ahmedabad,normalized_label,2.0,
CANONICAL_ENTITY:AHMED_BALAFREJ,AHMED BALAFREJ,CanonicalEntity,Person,Ahmed Balafrej,normalized_label,2.0,
CANONICAL_ENTITY:AHMED_FRANCIS,AHMED FRANCIS,CanonicalEntity,Person,Ahmed Francis,normalized_label,1.0,
CANONICAL_ENTITY:AHMED_HUSSEIN_PASHA,AHMED HUSSEIN PASHA,CanonicalEntity,Person,Ahmed Hussein Pasha,normalized_label,1.0,
CANONICAL_ENTITY:AHMED_KORUR,AHMED KORUR,CanonicalEntity,Person,Ahmed Korur,normalized_label,1.0,
CANONICAL_ENTITY:AHMED_NAGIB_HILALI_PASHA,AHMED NAGIB HILALI PASHA,CanonicalEntity,Person,Ahmed Nagib Hilali Pasha,normalized_label,1.0,
CANONICAL_ENTITY:AHMED_REDA_GUEDIRA,AHMED REDA GUEDIRA,CanonicalEntity,Person,Ahmed Reda Guedira,dictionary; normalized_label,5.0,
CANONICAL_ENTITY:AHMED_SHUQUAIRE,AHMED SHUQUAIRE,CanonicalEntity,Person,Ahmed Shuquaire,normalized_label,1.0,
CANONICAL_ENTITY:AIDIT,AIDIT,CanonicalEntity,Person,Aidit,dictionary; normalized_label,7.0,
CANONICAL_ENTITY:AIKEN,AIKEN,CanonicalEntity,Person,Aiken,normalized_label,1.0,
CANONICAL_ENTITY:AIR_CEYLON,AIR CEYLON,CanonicalEntity,Organization,Air Ceylon,normalized_label,1.0,
CANONICAL_ENTITY:AIR_CHIEF_MARSHAL_CHALERMKIAT,AIR CHIEF MARSHAL CHALERMKIAT,CanonicalEntity,Person,Air Chief Marshal Chalermkiat,normalized_label,1.0,
CANONICAL_ENTITY:AIR_FORCE_COMMANDER,AIR FORCE COMMANDER,CanonicalEntity,Person,air force commander,normalized_label,1.0,
CANONICAL_ENTITY:AIR_FRANCE,AIR FRANCE,CanonicalEntity,Organization,Air France,normalized_label,1.0,
CANONICAL_ENTITY:AIR_FRANCES_CARAVELLE,AIR FRANCES CARAVELLE,CanonicalEntity,Location,Air France’s Caravelle,normalized_label,1.0,
CANONICAL_ENTITY:AIR_INDIA_INTERNATIONAL,AIR INDIA INTERNATIONAL,CanonicalEntity,Organization,Air India International,normalized_label,3.0,
CANONICAL_ENTITY:AIR_MARSHAL_MUKERJEE,AIR MARSHAL MUKERJEE,CanonicalEntity,Person,Air Marshal Mukerjee,normalized_label,1.0,
CANONICAL_ENTITY:AIR_MARSHAL_SURYADARMA,AIR MARSHAL SURYADARMA,CanonicalEntity,Person,Air Marshal Suryadarma,normalized_label,1.0,
CANONICAL_ENTITY:AIR_MINISTER_FLEUISS,AIR MINISTER FLEUISS,CanonicalEntity,Person,Air Minister Fleuiss,normalized_label,1.0,
CANONICAL_ENTITY:AIR_MINISTER_KRAUSE,AIR MINISTER KRAUSE,CanonicalEntity,Person,Air Minister Krause,normalized_label,1.0,
CANONICAL_ENTITY:AIX_LES_BAINS,AIX-LES-BAINS,CanonicalEntity,Location,Aix-Les-Bains,normalized_label,1.0,
CANONICAL_ENTITY:AJLUNI,AJLUNI,CanonicalEntity,Person,Ajluni,normalized_label,1.0,
CANONICAL_ENTITY:AJOY_GHOSH,AJOY GHOSH,CanonicalEntity,Person,Ajoy Ghosh,dictionary; normalized_label,16.0,
CANONICAL_ENTITY:AKAGI,AKAGI,CanonicalEntity,Person,Akagi,normalized_label,4.0,
CANONICAL_ENTITY:AKAHATA,AKAHATA,CanonicalEntity,Document,Akahata,normalized_label,1.0,
CANONICAL_ENTITY:AKASH_ZABIN,AKASH ZABIN,CanonicalEntity,Person,Akash Zabin,normalized_label,1.0,
CANONICAL_ENTITY:AKEL,AKEL,CanonicalEntity,PoliticalGroup,AKEL,normalized_label,3.0,
CANONICAL_ENTITY:AKHAVI,AKHAVI,CanonicalEntity,Person,Akhavi,normalized_label,1.0,
CANONICAL_ENTITY:AKHBAR_AL_YAWM,AKHBAR AL-YAWM,CanonicalEntity,Organization,Akhbar al-Yawm,normalized_label,1.0,
CANONICAL_ENTITY:AKIF_FAYIZ,AKIF FAYIZ,CanonicalEntity,Person,Akif Fayiz,normalized_label,3.0,
CANONICAL_ENTITY:AKIRA_IWAI,AKIRA IWAI,CanonicalEntity,Person,Akira Iwai,normalized_label,1.0,
CANONICAL_ENTITY:AKO_ADJEI,AKO ADJEI,CanonicalEntity,Person,Ako Adjei,normalized_label,1.0,
CANONICAL_ENTITY:AKRAM_AL_HAWRANI,AKRAM AL-HAWRANI,CanonicalEntity,Person,Al-Hawrani,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:AKRAM_HAWRANI,AKRAM HAWRANI,CanonicalEntity,Person,Akram Hawrani,dictionary; normalized_label,30.0,
CANONICAL_ENTITY:AKSEL_LARSEN,AKSEL LARSEN,CanonicalEntity,Person,Aksel Larsen,normalized_label,2.0,
CANONICAL_ENTITY:ALA,ALA,CanonicalEntity,Person,Ala,normalized_label,15.0,
CANONICAL_ENTITY:ALAIN_SAVARY,ALAIN SAVARY,CanonicalEntity,Person,Alain Savary,normalized_label,1.0,
CANONICAL_ENTITY:ALAM,ALAM,CanonicalEntity,Person,Alam,normalized_label,1.0,
CANONICAL_ENTITY:ALAN_WINNINGTON,ALAN WINNINGTON,CanonicalEntity,Person,Alan Winnington,normalized_label,1.0,
CANONICAL_ENTITY:ALA_GOVERNMENT,ALA GOVERNMENT,CanonicalEntity,Government,Ala government,normalized_label,1.0,
CANONICAL_ENTITY:ALA_SOHEILI,ALA SOHEILI,CanonicalEntity,Person,Ala Soheili,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIA,ALBANIA,CanonicalEntity,Country; Location,Albania,normalized_label,93.0,
CANONICAL_ENTITY:ALBANIAN_COUNCIL_OF_MINISTERS,ALBANIAN COUNCIL OF MINISTERS,CanonicalEntity,Government,Albanian Council of Ministers,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_COURTS,ALBANIAN COURTS,CanonicalEntity,Organization,Albanian courts,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_DELEGATION,ALBANIAN DELEGATION,CanonicalEntity,PoliticalGroup,Albanian delegation,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_EXILES,ALBANIAN EXILES,CanonicalEntity,Other,Albanian exiles,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_EXILE_GROUP,ALBANIAN EXILE GROUP,CanonicalEntity,PoliticalGroup,Albanian exile group,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_FOURTH_PARTY_CONGRESS,ALBANIAN FOURTH PARTY CONGRESS,CanonicalEntity,Other,Albanian fourth party congress,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_GOVERNMENT,ALBANIAN GOVERNMENT,CanonicalEntity,Government,Albanian Government,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_NATIONAL_ASSEMBLY,ALBANIAN NATIONAL ASSEMBLY,CanonicalEntity,Organization,Albanian National Assembly,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_NATIONAL_COMMITTEE,ALBANIAN NATIONAL COMMITTEE,CanonicalEntity,PoliticalGroup,Albanian National Committee,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_OFFICIALS,ALBANIAN OFFICIALS,CanonicalEntity,Government,Albanian officials,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_PARTY,ALBANIAN PARTY,CanonicalEntity,PoliticalGroup,Albanian party,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_PARTY_CONGRESS,ALBANIAN PARTY CONGRESS,CanonicalEntity,Document,Albanian party congress,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_PEOPLES_ASSEMBLY,ALBANIAN PEOPLES ASSEMBLY,CanonicalEntity,Government,Albanian People's Assembly,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_POLICE,ALBANIAN POLICE,CanonicalEntity,Organization,Albanian police,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_REAR_ADMIRAL_SEJKO,ALBANIAN REAR ADMIRAL SEJKO,CanonicalEntity,Person,Albanian Rear Admiral Sejko,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_REFUGEES,ALBANIAN REFUGEES,CanonicalEntity,Other,Albanian refugees,normalized_label,2.0,
CANONICAL_ENTITY:ALBANIAN_REFUGEE_COMMITTEE,ALBANIAN REFUGEE COMMITTEE,CanonicalEntity,Other,Albanian refugee committee,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_REFUGEE_ORGANIZATION,ALBANIAN REFUGEE ORGANIZATION,CanonicalEntity,Other,Albanian refugee organization,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_RESISTANCE_LEADERS,ALBANIAN RESISTANCE LEADERS,CanonicalEntity,PoliticalGroup,Albanian resistance leaders,normalized_label,1.0,
CANONICAL_ENTITY:ALBANIAN_WORKERS_COMMUNIST_PARTY,ALBANIAN WORKERS (COMMUNIST) PARTY,CanonicalEntity,PoliticalGroup,Albanian Communist Party,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:ALBERTO_ESCAMILLA,ALBERTO ESCAMILLA,CanonicalEntity,Person,Alberto Escamilla,normalized_label,1.0,
CANONICAL_ENTITY:ALBERTO_FRANCO_NOGUEIRA,ALBERTO FRANCO NOGUEIRA,CanonicalEntity,Person,Alberto Franco Nogueira,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:ALBERTO_LLERAS_CAMARGO,ALBERTO LLERAS CAMARGO,CanonicalEntity,Person,Alberto Lleras Camargo,normalized_label,1.0,
CANONICAL_ENTITY:ALBERTO_ROSSI_LONGHI,ALBERTO ROSSI LONGHI,CanonicalEntity,Person,Alberto Rossi Longhi,normalized_label,1.0,
CANONICAL_ENTITY:ALBERT_DECONINCK,ALBERT DECONINCK,CanonicalEntity,Person,Albert Deconinck,normalized_label,1.0,
CANONICAL_ENTITY:ALBERT_DELVAUX,ALBERT DELVAUX,CanonicalEntity,Person,Albert Delvaux,normalized_label,1.0,
CANONICAL_ENTITY:ALBERT_HERTZOG,ALBERT HERTZOG,CanonicalEntity,Person,Albert Hertzog,normalized_label,1.0,
CANONICAL_ENTITY:ALBERT_LUTHULI,ALBERT LUTHULI,CanonicalEntity,Person,Albert Luthuli,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:ALCIBIADES_AROSEMENA,ALCIBIADES AROSEMENA,CanonicalEntity,Person,Alcibiades Arosemena,normalized_label,1.0,
CANONICAL_ENTITY:ALCIDE_DE_GASPERI,ALCIDE DE GASPERI,CanonicalEntity,Person,Alcide de Gasperi,normalized_label,2.0,
CANONICAL_ENTITY:ALDO_MORO,ALDO MORO,CanonicalEntity,Person,Aldo Moro,normalized_label,1.0,
CANONICAL_ENTITY:ALEJANDRO_REMON,ALEJANDRO REMON,CanonicalEntity,Person,Alejandro Remon,normalized_label,2.0,
CANONICAL_ENTITY:ALEKSANDAR_RANKOVIC,ALEKSANDAR RANKOVIC,CanonicalEntity,Person,Aleksandar Rankovic,normalized_label,1.0,
CANONICAL_ENTITY:ALEKSANDR_DOMRACHEV,ALEKSANDR DOMRACHEV,CanonicalEntity,Person,Aleksandr Domrachev,normalized_label,1.0,
CANONICAL_ENTITY:ALEKSANDR_SHELEPIN,ALEKSANDR SHELEPIN,CanonicalEntity,Person,Aleksandr Shelepin,normalized_label,2.0,
CANONICAL_ENTITY:ALEKSEY_KIRICHENKO,ALEKSEY KIRICHENKO,CanonicalEntity,Person,Kirichenko,dictionary; normalized_label,8.0,
CANONICAL_ENTITY:ALEPPO,ALEPPO,CanonicalEntity,Location,Aleppo,normalized_label,6.0,
CANONICAL_ENTITY:ALERT_POLICE,ALERT POLICE,CanonicalEntity,Military,Alert Police,normalized_label,1.0,
CANONICAL_ENTITY:ALESSANDRI_GOVERNMENT,ALESSANDRI GOVERNMENT,CanonicalEntity,Government,Alessandri government,normalized_label,3.0,
CANONICAL_ENTITY:ALEXANDER_ABUSCH,ALEXANDER ABUSCH,CanonicalEntity,Person,Alexander Abusch,normalized_label,1.0,
CANONICAL_ENTITY:ALEXANDER_BOGOMOLOV,ALEXANDER BOGOMOLOV,CanonicalEntity,Person,Bogomolov,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:ALEXANDER_GORKIN,ALEXANDER GORKIN,CanonicalEntity,Person,Alexander Gorkin,normalized_label,1.0,
CANONICAL_ENTITY:ALEXANDER_LAVRISHCHEV,ALEXANDER LAVRISHCHEV,CanonicalEntity,Person,Alexander Lavrishchev,normalized_label,1.0,
CANONICAL_ENTITY:ALEXANDER_NEVSKY,ALEXANDER NEVSKY,CanonicalEntity,Other,Alexander Nevsky,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:ALEXANDER_P_VOLKOV,ALEXANDER P. VOLKOV,CanonicalEntity,Person,Alexander P. Volkov,normalized_label,1.0,
CANONICAL_ENTITY:ALEXANDRETTA,ALEXANDRETTA,CanonicalEntity,Location,Alexandretta,normalized_label,1.0,
CANONICAL_ENTITY:ALEXANDRE_PARODI,ALEXANDRE PARODI,CanonicalEntity,Person,Alexandre Parodi,normalized_label,1.0,
CANONICAL_ENTITY:ALEXANDRIA,ALEXANDRIA,CanonicalEntity,Location,Alexandria,normalized_label,34.0,
CANONICAL_ENTITY:ALEXANDRIA_UNIVERSITY,ALEXANDRIA UNIVERSITY,CanonicalEntity,Organization,Alexandria University,normalized_label,1.0,
CANONICAL_ENTITY:ALEXEI_KIRICHENKO,ALEXEI KIRICHENKO,CanonicalEntity,Person,A. I. Kirichenko,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:ALEXEJ_CEPICKA,ALEXEJ CEPICKA,CanonicalEntity,Person,Alexej Cepicka,normalized_label,2.0,
CANONICAL_ENTITY:ALEXIS_KYROU,ALEXIS KYROU,CanonicalEntity,Person,Alexis Kyrou,normalized_label,2.0,
CANONICAL_ENTITY:ALFONS_GORBACH,ALFONS GORBACH,CanonicalEntity,Person,Alfons Gorbach,normalized_label,2.0,
CANONICAL_ENTITY:ALFREDO_DUARTE_BLUM,ALFREDO DUARTE BLUM,CanonicalEntity,Person,Alfredo Duarte Blum,normalized_label,1.0,
CANONICAL_ENTITY:ALFREDO_RODRIGUES_DOS_SANTOS,ALFREDO RODRIGUES DOS SANTOS,CanonicalEntity,Person,Alfredo Rodrigues dos Santos,normalized_label,1.0,
CANONICAL_ENTITY:ALFRED_ROBENS,ALFRED ROBENS,CanonicalEntity,Person,Alfred Robens,normalized_label,1.0,
CANONICAL_ENTITY:ALFRIED_KRUPP,ALFRIED KRUPP,CanonicalEntity,Organization,Alfried Krupp,normalized_label,1.0,
CANONICAL_ENTITY:ALGER,ALGER,CanonicalEntity,Person,Alger,normalized_label,1.0,
CANONICAL_ENTITY:ALGERIA,ALGERIA,CanonicalEntity,Country; Location,Algeria,normalized_label,244.0,
CANONICAL_ENTITY:ALGERIANS,ALGERIANS,CanonicalEntity,Country; Other,Algerians,normalized_label,2.0,
CANONICAL_ENTITY:ALGERIAN_AID_COMMITTEE,ALGERIAN AID COMMITTEE,CanonicalEntity,Organization,Algerian Aid Committee,normalized_label,1.0,
CANONICAL_ENTITY:ALGERIAN_ARMY_OF_LIBERATION,ALGERIAN ARMY OF LIBERATION,CanonicalEntity,Military,Algerian Army of Liberation,normalized_label,2.0,
CANONICAL_ENTITY:ALGERIAN_ASSEMBLY,ALGERIAN ASSEMBLY,CanonicalEntity,Other; PoliticalGroup,Algerian Assembly,normalized_label,2.0,
