normalized_label,canonical_label_current,mention_count,unique_docs,source_types,example_mentions,in_alias_dictionary
JAPANESE GOVERNMENT,JAPANESE GOVERNMENT,39,39,Government,Japanese Government; Japanese government,False
SUEZ CANAL,SUEZ CANAL,39,39,Location; Other,Suez Canal,False
WARSAW,WARSAW,39,39,Location,Warsaw,False
MAJLIS,MAJLIS,39,37,Government; Organization; Other; PoliticalGroup,Majlis,False
SCHUMAN,SCHUMAN,39,35,Person,Schuman,False
BUDAPEST,BUDAPEST,39,34,Location,Budapest,False
INDONESIAN ARMY,INDONESIAN ARMY,39,34,Military,Indonesian Army; Indonesian army,False
XIENG KHOUANG,XIENG KHOUANG,39,34,Government; Location,Xieng Khouang,False
ZHUKOV,ZHUKOV,39,33,Person,Zhukov,False
CROWN PRINCE BADR,CROWN PRINCE BADR,39,31,Person,Crown Prince Badr,False
IMAM,IMAM,39,30,Person,Imam,False
FRENCH NATIONAL ASSEMBLY,FRENCH NATIONAL ASSEMBLY,38,37,Government; Organization; PoliticalGroup,French National Assembly,False
CUBAN GOVERNMENT,CUBAN GOVERNMENT,38,34,Government,Cuban government; Cuban Government,False
LAOTIAN ARMY,LAOTIAN ARMY,38,34,Military,Laotian army; Laotian Army,False
SHIGEMITSU,SHIGEMITSU,38,34,Person,Shigemitsu,False
MOROCCAN GOVERNMENT,MOROCCAN GOVERNMENT,38,28,Government,Moroccan Government; Moroccan government,False
BRITISH AMBASSADOR,BRITISH AMBASSADOR,37,36,Government; Person,British Ambassador; British ambassador,False
EAST GERMAN GOVERNMENT,EAST GERMAN GOVERNMENT,37,36,Government,East German Government; East German government,False
DE GASPERI,DE GASPERI,37,35,Person,De Gasperi; de Gasperi,False
GREEK GOVERNMENT,GREEK GOVERNMENT,37,35,Government,Greek Government; Greek government,False
HATOYAMA,HATOYAMA,37,35,Person,Hatoyama,False
KABUL,KABUL,37,32,Location,Kabul,False
DJUANDA,DJUANDA,37,31,Person,Djuanda,False
FRONDIZI,FRONDIZI,37,26,Person,Frondizi,False
DILLON,AMBASSADOR DILLON,36,36,Person,Dillon,True
CHOU,CHOU,36,33,Person,Chou,False
NORWAY,NORWAY,36,33,Country; Location,Norway,False
BA SWE,BA SWE,36,32,Person,Ba Swe,False
MACMILLAN,MACMILLAN,36,32,Person,Macmillan,False
PERON,PERON,36,31,Person,Peron,False
CAPTAIN KONG LE,KONG LE,36,30,Military; Person,Captain Kong Le,True
BATISTA,BATISTA,36,25,Person,Batista,False
ALLISON,ALLISON,35,35,Person,Allison,False
BANGKOK,BANGKOK,35,35,Location,Bangkok,False
FAWZI,FAWZI,35,35,Person,Fawzi,False
LIBERAL-DEMOCRATIC PARTY,LIBERAL-DEMOCRATIC PARTY,35,32,PoliticalGroup,Liberal-Democratic Party; Liberal-Democratic party,False
ARAB LEGION,ARAB LEGION,35,31,Military,Arab Legion,False
ULBRICHT,ULBRICHT,35,31,Person,Ulbricht,False
WAFD PARTY,WAFD PARTY,35,30,PoliticalGroup,Wafd Party; Wafd party,False
CONGRESS PARTY,CONGRESS PARTY,35,28,PoliticalGroup,Congress Party; Congress party,False
ALEXANDRIA,ALEXANDRIA,34,34,Location,Alexandria,False
STALIN,STALIN,34,34,Person,Stalin,False
GENERAL NAVARRE,GENERAL NAVARRE,34,33,Military; Person,General Navarre,False
MAGSAYSAY,MAGSAYSAY,34,33,Person,Magsaysay,False
AUSTRIAN GOVERNMENT,AUSTRIAN GOVERNMENT,34,32,Government,Austrian Government; Austrian government,False
BOUN OUM GOVERNMENT,BOUN OUM GOVERNMENT,34,31,Government; PoliticalGroup,Boun Oum government,False
GAZA STRIP,GAZA STRIP,34,31,Location,Gaza strip; Gaza Strip,False
CHIANG CHING-KUO,CHIANG CHING-KUO,34,23,Person,Chiang Ching-kuo,False
AMERICAN EMBASSY IN LONDON,AMERICAN EMBASSY,33,33,Organization,American Embassy in London; American embassy in London,True
ANKARA,ANKARA,33,33,Location,Ankara,False
US AMBASSADOR,AMERICAN AMBASSADOR,33,33,Person,US Ambassador; US ambassador,True
ARAB STATES,ARAB STATES,33,32,Country; Location; Other; PoliticalGroup,Arab states; Arab States,False
UN COMMAND,UN COMMAND,33,32,Organization,UN Command; UN command,False
QUWATLI,QUWATLI,33,31,Person,Quwatli,False
BUENOS AIRES,BUENOS AIRES,33,30,Location,Buenos Aires,False
KARACHI,KARACHI,33,26,Location,Karachi,False
TREASURY DEPARTMENT,TREASURY DEPARTMENT,32,32,Government; Organization,Treasury Department,False
EDC,EDC,32,30,Organization; Other; PoliticalGroup,EDC,False
AUSTRALIA,AUSTRALIA,32,29,Country,Australia,False
BINH XUYEN,BINH XUYEN,32,29,Location; Military; Organization; Other; PoliticalGroup,Binh Xuyen,False
GENERAL ELY,GENERAL ELY,32,28,Military; Person,General Ely,False
PRESIDENT DIEM,DIEM,32,28,Person,President Diem,True
SAVANNAKHET,SAVANNAKHET,32,27,Location,Savannakhet,False
GENERAL OUANE,GENERAL OUANE,32,25,Military; Person,General Ouane,False
AMBASSADOR CAFFERY,AMBASSADOR CAFFERY,31,31,Person,Ambassador Caffery,False
TEL AVIV,TEL AVIV,31,31,Location,Tel Aviv,False
BUCHAREST,BUCHAREST,31,30,Location,Bucharest,False
INTERNATIONAL MONETARY FUND,INTERNATIONAL MONETARY FUND,31,30,Organization,International Monetary Fund,False
PHAO,PHAO,31,30,Person,Phao,False
PRAGUE,PRAGUE,31,30,Location,Prague,False
TIBET,TIBET,31,30,Location,Tibet,False
BRITISH LABOR PARTY,BRITISH LABOR PARTY,31,29,PoliticalGroup,British Labor Party; British Labor party,False
PINAY,PINAY,31,29,Person,Pinay,False
CASTRO REGIME,CASTRO REGIME,31,28,Government; PoliticalGroup,Castro regime,False
MIRZA,MIRZA,31,28,Person,Mirza,False
GENERAL DE GAULLE,DE GAULLE,31,27,Person,General de Gaulle; General De Gaulle,True
IRAQ PETROLEUM COMPANY,IRAQ PETROLEUM COMPANY,31,27,Organization,Iraq Petroleum Company,False
ISTIQLAL PARTY,ISTIQLAL PARTY,31,27,PoliticalGroup,Istiqlal party; Istiqlal Party,False
NASUTION,GENERAL NASUTION,31,26,Military; Person,Nasution,True
HAILE SELASSIE,HAILE SELASSIE,31,23,Person,Haile Selassie,False
SALAZAR,SALAZAR,31,21,Person,Salazar,False
YDIGORAS,YDIGORAS,31,21,Person,Ydigoras,False
ASSISTANT SECRETARY OF DEFENSE (INTERNATIONAL SECURITY AFFAIRS),ASSISTANT SECRETARY OF DEFENSE FOR INTERNATIONAL SECURITY AFFAIRS,30,30,Person,Assistant Secretary of Defense (International Security Affairs),True
ASSISTANT TO SECRETARY OF DEFENSE (SPECIAL OPERATIONS),ASSISTANT TO SECRETARY OF DEFENSE FOR SPECIAL OPERATIONS,30,30,Person,Assistant to Secretary of Defense (Special Operations),True
AMBASSADOR BRIGGS,AMBASSADOR BRIGGS,30,29,Person,Ambassador Briggs,False
SECRETARY DULLES,SECRETARY DULLES,30,29,Person,Secretary Dulles,False
TRIPOLI,TRIPOLI,30,29,Location,Tripoli,False
SEOUL,SEOUL,30,27,Location,Seoul,False
SWEDEN,SWEDEN,30,27,Country,Sweden,False
PINEAU,PINEAU,30,26,Person,Pineau,False
SHEPILOV,SHEPILOV,30,26,Person,Shepilov,False
NACIONALISTA PARTY,NACIONALISTA PARTY,30,25,PoliticalGroup,Nacionalista Party; Nacionalista party,False
ARAMCO,ARAMCO,30,24,Organization,ARAMCO; Aramco,False
CAMEROUN,CAMEROUN,30,15,Country; Location,Cameroun,False
SOMALIA,SOMALIA,30,13,Country,Somalia,False
FRENCH FOREIGN OFFICE,FRENCH FOREIGN MINISTRY,29,29,Government; Organization,French Foreign Office,True
US EMBASSY IN PARIS,AMERICAN EMBASSY,29,28,Organization,US Embassy in Paris,True
BRUSSELS,BRUSSELS,29,27,Location,Brussels,False
KYAW NYEIN,KYAW NYEIN,29,27,Person,Kyaw Nyein,False
NAIM,NAIM,29,26,Person,Naim,False
PRIME MINISTER QASIM,PRIME MINISTER QASIM,29,25,Person,Prime Minister Qasim,False
BELGIAN CONGO,BELGIAN CONGO,29,20,Country; Location,Belgian Congo,False
BRITISH EMBASSY,BRITISH EMBASSY,28,28,Organization,British Embassy; British embassy,False
GENERAL BURNS,GENERAL BURNS,28,28,Person,General Burns,False
INTELLIGENCE ADVISORY COMMITTEE,INTELLIGENCE ADVISORY COMMITTEE,28,28,Organization,Intelligence Advisory Committee,False
NAHDLATUL ULAMA,NAHDLATUL ULAMA,28,28,PoliticalGroup; ReligiousGroup,Nahdlatul Ulama,False
WEST GERMAN GOVERNMENT,WEST GERMAN GOVERNMENT,28,28,Government,West German Government; West German government,False
COCOM,COCOM,28,27,Organization; Other,COCOM,False
SHARETT,SHARETT,28,27,Person,Sharett,False
US GOVERNMENT,US GOVERNMENT,28,27,Government; Organization,US Government; US government,False
PAPAGOS,PAPAGOS,28,26,Person,Papagos,False
LIBERIA,LIBERIA,28,24,Country,Liberia,False
NAGIB,GENERAL NAGIB,28,24,Person,Nagib,True
ZORIN,ZORIN,28,24,Person,Zorin,False
DAYAL,DAYAL,28,22,Person,Dayal,False
KING HUSSAYN,KING HUSAYN,28,22,Person,King Hussayn,True
PRESIDENT FRONDIZI,FRONDIZI,28,21,Person,President Frondizi,True
IKEDA,IKEDA,28,19,Person,Ikeda,False
EUROPEAN DEFENSE COMMUNITY,EUROPEAN DEFENSE COMMUNITY,27,27,Organization; Other; PoliticalGroup,European Defense Community,False
PRIME MINISTER NEHRU,PRIME MINISTER NEHRU,27,27,Person,Prime Minister Nehru,False
CZECH REPUBLIC,CZECH REPUBLIC,27,26,Country,Czech Republic,False
PRIME MINISTER MOSSADEQ,PRIME MINISTER MOSSADEQ,27,26,Person,Prime Minister Mossadeq,False
EAST BERLIN,EAST BERLIN,27,25,Location,East Berlin,False
LLOYD,LLOYD,27,25,Person,Lloyd,False
MOLLET,MOLLET,27,25,Person,Mollet,False
BURMESE ARMY,BURMESE ARMY,27,24,Military,Burmese Army; Burmese army,False
PHOUI SANANIKONE,PHOUI SANANIKONE,27,24,Person,Phoui Sananikone,False
QUEMOY,QUEMOY,27,24,Location,Quemoy,False
NGO DINH DIEM,DIEM,27,23,Person,Ngo Dinh Diem,True
BETANCOURT,BETANCOURT,27,21,Person,Betancourt,False
CHE GUEVARA,CHE GUEVARA,27,19,Person,Che Guevara,False
PARAGUAY,PARAGUAY,27,18,Country,Paraguay,False
KENYA,KENYA,27,17,Country,Kenya,False
CZECH,CZECH,26,26,Country; Government; Organization; Other,Czech,False
TYURA TAM,TYURA TAM,26,26,Location; Other,Tyura Tam,False
GUY MOLLET,GUY MOLLET,26,25,Person,Guy Mollet,False
MARSHAL TITO,TITO,26,25,Person,Marshal Tito,True
IMRE NAGY,IMRE NAGY,26,24,Person,Imre Nagy,False
TUNIS,TUNIS,26,24,Location,Tunis,False
PRESIDENT CHAMOUN,PRESIDENT CHAMOUN,26,23,Person,President Chamoun,False
RAKOSI,RAKOSI,26,22,Person,Rakosi,False
SOMOZA,SOMOZA,26,22,Military; Person,Somoza,False
AMBASSADOR ALLEN,AMBASSADOR ALLEN,25,25,Person,Ambassador Allen,False
FEDERAL REPUBLIC,FEDERAL REPUBLIC,25,25,Country; Government,Federal Republic,False
GENEVA CONFERENCE,GENEVA CONFERENCE,25,25,Document; Other,Geneva conference; Geneva Conference,False
OFFICE OF CURRENT INTELLIGENCE,OFFICE OF CURRENT INTELLIGENCE,25,25,Organization,Office of Current Intelligence,False
VIENNA,VIENNA,25,25,Location,Vienna,False
CHRISTIAN DEMOCRATIC UNION,CHRISTIAN DEMOCRATIC UNION,25,24,PoliticalGroup,Christian Democratic Union,False
KASHMIR,KASHMIR,25,24,Location; Other,Kashmir,False
AFGHAN GOVERNMENT,AFGHAN GOVERNMENT,25,23,Government,Afghan Government; Afghan government,False
CASTILLO ARMAS,CASTILLO ARMAS,25,22,Person,Castillo Armas,False
MAKARIOS,ARCHBISHOP MAKARIOS,25,22,Person,Makarios,True
SWITZERLAND,SWITZERLAND,25,21,Country; Location,Switzerland,False
FERHAT ABBAS,FERHAT ABBAS,25,18,Person,Ferhat Abbas,False
SARRAJ,SARRAJ,25,18,Person,Sarraj,False
FAR EAST COMMAND,FAR EAST COMMAND,24,24,Military; Organization,Far East Command,False
GULF OF AQABA,GULF OF AQABA,24,24,Location,Gulf of Aqaba,False
SYRIAN ARMY,SYRIAN ARMY,24,24,Military,Syrian Army; Syrian army,False
FREE DEMOCRATIC PARTY,FREE DEMOCRATIC PARTY,24,23,PoliticalGroup,Free Democratic Party; Free Democratic party,False
FRENCH AMBASSADOR,FRENCH AMBASSADOR,24,23,Person,French Ambassador; French ambassador,False
GRUBER,GRUBER,24,23,Person,Gruber,False
HAIPHONG,HAIPHONG,24,23,Location,Haiphong,False
PRIME MINISTER KISHI,PRIME MINISTER KISHI,24,23,Person,Prime Minister Kishi,False
SOVIET EMBASSY,SOVIET EMBASSY,24,22,Location; Organization,Soviet Embassy; Soviet embassy,False
THOMPSON,AMBASSADOR THOMPSON,24,22,Person,Thompson,True
ALI,ALI,24,21,Person,Ali,False
CHURCHILL,CHURCHILL,24,21,Person,Churchill,False
NEO LAO HAK SAT,NEO LAO HAK SAT,24,21,PoliticalGroup,Neo Lao Hak Sat,False
ADDIS ABABA,ADDIS ABABA,24,20,Location,Addis Ababa,False
EAST PAKISTAN,EAST PAKISTAN,24,20,Country; Location,East Pakistan,False
PEOPLES PARTY,PEOPLES PARTY,24,20,PoliticalGroup,People's Party; People’s Party; People's party,False
PRESIDENT BOURGUIBA,BOURGUIBA,24,20,Person,President Bourguiba,True
BRENTANO,BRENTANO,24,19,Person,Brentano,False
PADANG,PADANG,24,19,Location,Padang,False
PATRICE LUMUMBA,PATRICE LUMUMBA,24,17,Person,Patrice Lumumba,False
THE DIRECTOR,DIRECTOR,24,12,Other; Person,The Director,True
BONN GOVERNMENT,BONN GOVERNMENT,23,23,Government,Bonn Government; Bonn government,False
CAFFERY,AMBASSADOR CAFFERY,23,23,Person,Caffery,True
FOREIGN OFFICE,BRITISH FOREIGN OFFICE,23,23,Government; Organization,Foreign Office,True
"U.S. REP., MILITARY COMMITTEE AND STANDING GROUP, NATO","U.S. REP., MILITARY COMMITTEE AND STANDING GROUP, NATO",23,23,Person,"U.S. Rep., Military Committee and Standing Group, NATO",False
UNDER SECRETARY OF STATE,UNDER SECRETARY OF STATE,23,23,Other; Person,Under Secretary of State,False
ITALIAN COMMUNIST PARTY,ITALIAN COMMUNIST PARTY,23,22,PoliticalGroup,Italian Communist Party; Italian Communist party,False
LI MI,LI MI,23,22,Person,Li Mi,False
PROGRESSIVE PARTY,PROGRESSIVE PARTY,23,22,PoliticalGroup,Progressive Party; Progressive party,False
SAM NEUA,SAM NEUA,23,22,Location,Sam Neua,False
EQBAL,EQBAL,23,21,Person,Eqbal,False
KING IDRISS,KING IDRISS,23,21,Person,King Idriss,False
CHRISTIAN DEMOCRATIC UNION (CDU),CHRISTIAN DEMOCRATIC UNION,23,20,PoliticalGroup,Christian Democratic Union (CDU),True
KHARTOUM,KHARTOUM,23,20,Location,Khartoum,False
NENNI SOCIALISTS,NENNI SOCIALISTS,23,20,PoliticalGroup,Nenni Socialists,False
TUDEH PARTY,TUDEH,23,20,PoliticalGroup,Tudeh Party; Tudeh party,True
ALI MAHER,ALI MAHER,23,19,Person,Ali Maher,False
CONSERVATIVE PARTY,CONSERVATIVE PARTY,23,19,PoliticalGroup,Conservative Party; Conservative party,False
LIU SHAO-CHI,LIU SHAO-CHI,23,19,Person,Liu Shao-chi,False
PHOUI,PHOUI,23,19,Person,Phoui,False
SUEZ CANAL COMPANY,SUEZ CANAL COMPANY,23,19,Organization; Other,Suez Canal Company,False
PEOPLES ACTION PARTY,PEOPLES ACTION PARTY,23,18,PoliticalGroup,People's Action Party; People's Action party,False
AMBASSADOR BROWN,AMBASSADOR BROWN,22,22,Person,Ambassador Brown,False
NORTH ATLANTIC COUNCIL,NORTH ATLANTIC COUNCIL,22,22,Organization,North Atlantic Council,False
POPULAR REPUBLICANS,POPULAR REPUBLICANS,22,22,PoliticalGroup,Popular Republicans,False
SAAR,SAAR,22,22,Location,Saar,False
VYSHINSKY,VYSHINSKY,22,22,Person,Vyshinsky,False
ATHENS,ATHENS,22,21,Location,Athens,False
COLONEL NASR,NASR,22,21,Military; Person,Colonel Nasr,True
NATIONALIST PARTY,NATIONALIST PARTY,22,21,PoliticalGroup,Nationalist Party; Nationalist party,False
NUWAR,NUWAR,22,21,Person,Nuwar,False
YI KI-PUNG,YI KI-PUNG,22,21,Person,Yi Ki-pung,False
BELGIAN GOVERNMENT,BELGIAN GOVERNMENT,22,20,Government,Belgian Government; Belgian government,False
GENERAL SALAN,GENERAL SALAN,22,20,Military; Person,General Salan,False
NATIONALIST REVOLUTIONARY MOVEMENT,NATIONALIST REVOLUTIONARY MOVEMENT,22,20,PoliticalGroup,Nationalist Revolutionary Movement,False
SUPREME SOVIET,SUPREME SOVIET,22,20,Government; Organization,Supreme Soviet,False
CHAMOUN,PRESIDENT CHAMOUN,22,19,Person; PoliticalGroup,Chamoun,True
NU,PREMIER NU,22,19,Person; PoliticalGroup; ReligiousGroup,Nu; NU,True
SUHRAWARDY,SUHRAWARDY,22,19,Person,Suhrawardy,False
BIZERTE,BIZERTE,22,18,Location,Bizerte,False
NEW ZEALAND,NEW ZEALAND,22,18,Country,New Zealand,False
AVEROFF,AVEROFF,22,17,Person,Averoff,False
PRESIDENT BETANCOURT,BETANCOURT,22,17,Person,President Betancourt,True
CATHOLIC CHURCH,CATHOLIC CHURCH,22,16,ReligiousGroup,Catholic Church; Catholic church,False
GENERAL SHIHAB,GENERAL SHIHAB,22,15,Military; Person,General Shihab,False
SOMALI REPUBLIC,SOMALI REPUBLIC,22,13,Country,Somali Republic,False
AMERICAN ARMY ATTACHÉ,AMERICAN ARMY ATTACHÉ,21,21,Military; Organization; Other; Person,American army attaché,False
AMERICAN LEGATION IN BUDAPEST,AMERICAN LEGATION IN BUDAPEST,21,21,Organization,American Legation in Budapest; American legation in Budapest,False
"DIRECTOR OF NAVAL INTELLIGENCE, DEPARTMENT OF THE NAVY","DIRECTOR OF NAVAL INTELLIGENCE, DEPARTMENT OF NAVY",21,21,Person,"Director of Naval Intelligence, Department of the Navy",True
KISHI GOVERNMENT,KISHI GOVERNMENT,21,21,Government,Kishi government; Kishi Government,False
THE DEPARTMENT OF THE INTERIOR,THE DEPARTMENT OF THE INTERIOR,21,21,Government; Organization,The Department of the Interior,False
CARACAS,CARACAS,21,20,Location,Caracas,False
FRENCH UNION,FRENCH UNION,21,20,Military; Organization; Other; PoliticalGroup,French Union,False
GUATEMALAN GOVERNMENT,GUATEMALAN GOVERNMENT,21,20,Government,Guatemalan Government; Guatemalan government,False
KONG LE - PATHET LAO,KONG LE - PATHET LAO,21,20,Military; Other; PoliticalGroup,Kong Le - Pathet Lao,False
LETOURNEAU,LETOURNEAU,21,20,Person,Letourneau,False
PREMIER LANIEL,PREMIER LANIEL,21,20,Person,Premier Laniel,False
SHUQAYR,SHUQAYR,21,20,Person,Shuqayr,False
BEN HALIM,BEN HALIM,21,19,Person,Ben Halim,False
FAROUK,KING FAROUK,21,19,Person,Farouk,True
CENTRAL SUMATRA,CENTRAL SUMATRA,21,18,Location,Central Sumatra,False
JAMALI,JAMALI,21,18,Person,Jamali,False
AMINI,AMINI,21,16,Person,Amini,False
IBANEZ,IBANEZ,21,14,Person,Ibanez,False
KING MAHENDRA,KING MAHENDRA,21,14,Person,King Mahendra,False
AMBASSADOR ALLISON,ALLISON,20,20,Person,Ambassador Allison,True
BURMESE,BURMESE,20,20,Country; Government; Other; PoliticalGroup,Burmese,False
DULLES,SECRETARY DULLES,20,20,Person,Dulles,True
EGYPTIAN ARMY,EGYPTIAN ARMY,20,20,Military,Egyptian Army; Egyptian army,False
HAVANA,HAVANA,20,20,Location,Havana,False
HENDERSON,AMBASSADOR HENDERSON,20,20,Person,Henderson,True
PLEVEN,PLEVEN,20,20,Person,Pleven,False
ROME,ROME,20,20,Location,Rome,False
JERUSALEM,JERUSALEM,20,19,Location,Jerusalem,False
LANIEL,PREMIER LANIEL,20,19,Person,Laniel,True
NETHERLANDS NEW GUINEA,NETHERLANDS NEW GUINEA,20,19,Location,Netherlands New Guinea,False
QUINIM PHOLSENA,QUINIM PHOLSENA,20,19,Person,Quinim Pholsena,False
REVOLUTIONARY COMMAND COUNCIL,REVOLUTIONARY COMMAND COUNCIL,20,19,Government; Organization; PoliticalGroup,Revolutionary Command Council,False
ACCRA,ACCRA,20,17,Location,Accra,False
VELASCO,VELASCO,20,16,Person,Velasco,False
SUSLOV,SUSLOV,20,15,Person,Suslov,False
IRAQI COMMUNIST PARTY,IRAQI COMMUNIST PARTY,20,14,PoliticalGroup,Iraqi Communist Party; Iraqi Communist party,False
SEKOU TOURÉ,SEKOU TOURÉ,20,14,Person,Sekou Touré,False
AMBASSADOR LODGE,AMBASSADOR LODGE,19,19,Person,Ambassador Lodge,False
AMERICAN ARMY ATTACHE,AMERICAN ARMY ATTACHÉ,19,19,Military; Organization; Other; Person,American Army Attache; American army attache; American Army attache,True
AMERICAN EMBASSY IN MOSCOW,AMERICAN EMBASSY,19,19,Organization,American Embassy in Moscow; American embassy in Moscow,True
DARUL ISLAM,DARUL ISLAM,19,19,Organization; Other; PoliticalGroup; ReligiousGroup,Darul Islam,False
DEPARTMENT OF THE INTERIOR,DEPARTMENT OF THE INTERIOR,19,19,Government; Organization,Department of the Interior,False
DUTCH,DUTCH,19,19,Country; Government; Other; PoliticalGroup,Dutch,False
ELISABETHVILLE,ELISABETHVILLE,19,19,Location,Elisabethville,False
GENERAL HINH,GENERAL HINH,19,19,Military; Person,General Hinh,False
HUSSEIN,HUSSEIN,19,19,Person,Hussein,False
ISTANBUL,ISTANBUL,19,19,Location,Istanbul,False
NURI,NURI SAID,19,19,Person,Nuri,True
PRIME MINISTER ZAHEDI,PRIME MINISTER ZAHEDI,19,19,Person,Prime Minister Zahedi,False
SOCIALIST UNITY PARTY,SOCIALIST UNITY PARTY,19,19,PoliticalGroup,Socialist Unity Party,False
BEIRUT,BEIRUT,19,18,Location,Beirut,False
NASR REGIME,NASR REGIME,19,18,Government; PoliticalGroup,Nasr regime,False
VIETNAMESE ARMY,VIETNAMESE ARMY,19,18,Military,Vietnamese Army; Vietnamese army,False
RIFAI,RIFAI,19,17,Person,Rifai,False
WORLD PEACE COUNCIL,WORLD PEACE COUNCIL,19,17,Organization; Other,World Peace Council,False
KEKKONEN,KEKKONEN,19,16,Person,Kekkonen,False
MEDAN,MEDAN,19,16,Location,Medan,False
REPUBLICAN PEOPLES PARTY,REPUBLICAN PEOPLES PARTY,19,16,PoliticalGroup,Republican Peoples party; Republican People's Party; Republican People's party,False
BHUTAN,BHUTAN,19,13,Country; Location,Bhutan,False
INDIAN COMMUNIST PARTY,INDIAN COMMUNIST PARTY,19,12,PoliticalGroup,Indian Communist Party; Indian Communist party,False
AMERICAN EMBASSY IN TOKYO,AMERICAN EMBASSY,18,18,Organization,American Embassy in Tokyo; American embassy in Tokyo,True
AMMAN,AMMAN,18,18,Location,Amman,False
CHINESE NATIONALIST GOVERNMENT,CHINESE NATIONALIST,18,18,Government; PoliticalGroup,Chinese Nationalist Government; Chinese Nationalist government,True
FUKIEN PROVINCE,FUKIEN PROVINCE,18,18,Location,Fukien Province; Fukien province,False
ISRAELI GOVERNMENT,ISRAELI GOVERNMENT,18,18,Government,Israeli Government; Israeli government,False
LAWSON,LAWSON,18,18,Person,Lawson,False
MOHAMMAD ALI,MOHAMMAD ALI,18,18,Person,Mohammad Ali,False
RABAT,RABAT,18,18,Location,Rabat,False
TONKIN,TONKIN,18,18,Location,Tonkin,False
VOROSHILOV,VOROSHILOV,18,18,Person,Voroshilov,False
WARSAW PACT,WARSAW PACT,18,18,Military; Organization; Other; PoliticalGroup,Warsaw Pact; Warsaw pact,False
AKRAM HAWRANI,AKRAM HAWRANI,18,17,Person,Akram Hawrani,False
FIGUERES,FIGUERES,18,17,Person,Figueres,False
FOOCHOW,FOOCHOW,18,17,Location,Foochow,False
