normalized_label,canonical_label_current,mention_count,unique_docs,unique_paragraphs,source_types,primary_type,example_mentions,example_descriptions,top_co_mentions,context_text,in_alias_dictionary
USSR,USSR,103,41,102,Country; Government,Country,USSR,"Former country, now Russia and other states; Soviet Union, involved in international relations and party congress.; The country with which the Dominican Republic desires to re-establish diplomatic relations.; Gained prestige for pro-Lumumba position; Country with which Nigeria sought to establish diplomatic relations; Accused of carrying military personnel to Pathet Lao forces.; Country involved in airlift support; Country endorsing a proposal for a conference on Laos.",LAOS; COMMUNIST CHINA; PEIPING; KHRUSHCHEV; CONGO; PATHET LAO; SOUVANNA PHOUMA; UAR; NORTH VIETNAM; CUBA; EAST GERMANY; UNITED STATES,"USSR || Country Government || LAOS COMMUNIST CHINA PEIPING KHRUSHCHEV CONGO PATHET LAO SOUVANNA PHOUMA UAR NORTH VIETNAM CUBA || Former country, now Russia and other states Soviet Union, involved in international relations and party congress. The country with which the Dominican Republic desires to re-establish diplomatic relations. Gained prestige for pro-Lumumba position Country with which Nigeria sought to establish diplomatic relations Accused of carrying military personnel to Pathet Lao forces.",False
KASAVUBU,KASAVUBU,28,19,28,Person,Person,Kasavubu,Proposed a Congo round-table conference.; High official in the Congo; Political figure in Congo who demanded Dayal's recall.; Individual who made a formal demand regarding Dayal.; Congolese leader who requested the conference.; Political figure who called for a conference of Congolese leaders.; Political figure in Congo; Leader receiving potential military assistance from France.,GIZENGA; HAMMARSKJOLD; CONGO; LUMUMBA; MOBUTU; UN; TSHOMBE; TSHOMBÉ; LEOPOLDVILLE; BOMBOKO; FRANCE; LAOS,KASAVUBU || Person || GIZENGA HAMMARSKJOLD CONGO LUMUMBA MOBUTU UN TSHOMBE TSHOMBÉ LEOPOLDVILLE BOMBOKO || Proposed a Congo round-table conference. High official in the Congo Political figure in Congo who demanded Dayal's recall. Individual who made a formal demand regarding Dayal. Congolese leader who requested the conference. Political figure who called for a conference of Congolese leaders.,False
LUMUMBA,LUMUMBA,28,19,28,Person,Person,Lumumba,Former Prime Minister of Congo.; Congolese leader viewed as the legitimate premier; Leader whose forces are involved in the conflict in Katanga Province.; Deposed premier being transferred and possibly used in negotiations.; Leader whose transfer is being protested.; Pro-Lumumba elements being supported in the Congo.; Leader whose supporters are pressuring Sudan.; Congolese leader whose supporters boycotted the conference.,GIZENGA; CONGO; TSHOMBE; KASAVUBU; UAR; UN; MOBUTU; GHANA; HAMMARSKJOLD; BELGIUM; KATANGA; LAOS,LUMUMBA || Person || GIZENGA CONGO TSHOMBE KASAVUBU UAR UN MOBUTU GHANA HAMMARSKJOLD BELGIUM || Former Prime Minister of Congo. Congolese leader viewed as the legitimate premier Leader whose forces are involved in the conflict in Katanga Province. Deposed premier being transferred and possibly used in negotiations. Leader whose transfer is being protested. Pro-Lumumba elements being supported in the Congo.,False
FRANCE,FRANCE,28,18,27,Country; Location,Country,France,Country involved in the Algerian conflict.; Country with which Nigeria severed diplomatic relations.; The country with which Nigeria severed diplomatic ties.; Country providing aid to Mobutu's government; Country conducting reconnaissance overflights over Libya.; Country conducting reconnaissance flights over Libya.; Country allowing military advisers to Tshombé's forces.; Country allowing military advisers to serve in Katanga.,LAOS; CONGO; USSR; ALGERIA; UN; BELGIUM; KASAVUBU; LUMUMBA; SOUVANNA PHOUMA; UAR; DE GAULLE; UNITED STATES,FRANCE || Country Location || LAOS CONGO USSR ALGERIA UN BELGIUM KASAVUBU LUMUMBA SOUVANNA PHOUMA UAR || Country involved in the Algerian conflict. Country with which Nigeria severed diplomatic relations. The country with which Nigeria severed diplomatic ties. Country providing aid to Mobutu's government Country conducting reconnaissance overflights over Libya. Country conducting reconnaissance flights over Libya.,False
GENERAL PHOUMI,GENERAL PHOUMI,27,21,27,Person,Person,General Phoumi,A general involved in the Laotian conflict.; Leader of the government forces in Laos.; The government commander planning an offensive against the Plaine des Jarres.; General involved in the military situation in Laos.; Military leader planning an offensive in Laos.; A general likely involved in military operations in Laos.; General whose forces may receive support from the Chinese Nationalist irregulars.; Announced King Savang's willingness to receive the Indian chairman of the International Control Commission.,LAOS; PATHET LAO; NORTH VIETNAM; COMMUNIST CHINA; SOVIET UNION; USSR; KING SAVANG; PEIPING; LUANG PRABANG; SOUVANNA PHOUMA; THA THOM; AMBASSADOR BROWN,GENERAL PHOUMI || Person || LAOS PATHET LAO NORTH VIETNAM COMMUNIST CHINA SOVIET UNION USSR KING SAVANG PEIPING LUANG PRABANG SOUVANNA PHOUMA || A general involved in the Laotian conflict. Leader of the government forces in Laos. The government commander planning an offensive against the Plaine des Jarres. General involved in the military situation in Laos. Military leader planning an offensive in Laos. A general likely involved in military operations in Laos.,False
DEPARTMENT OF JUSTICE,DEPARTMENT OF JUSTICE,26,26,26,Government; Organization,Organization,Department of Justice,U.S. government department responsible for law enforcement.; The federal executive department responsible for the enforcement of the law.; The federal executive department responsible for the enforcement of the law and administration of justice.; The Department of Justice is listed among U.S. government entities.; U.S. government department responsible for law enforcement; The U.S. government department responsible for the enforcement of the law.; U.S. federal executive department responsible for enforcing the law; The U.S. federal executive department responsible for the enforcement of the law.,"DEPARTMENT OF DEFENSE; NATIONAL SECURITY AGENCY; ATOMIC ENERGY COMMISSION; NATIONAL INDICATIONS CENTER; UNITED STATES INFORMATION AGENCY; FEDERAL BUREAU OF INVESTIGATION; ATTORNEY GENERAL; SECRETARY OF DEFENSE; DEPARTMENT OF STATE; ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE, DEPARTMENT OF ARMY; ASSISTANT CHIEF OF STAFF, INTELLIGENCE, DEPARTMENT OF THE AIR FORCE; ASSISTANT SECRETARY OF DEFENSE (INTERNATIONAL SECURITY AFFAIRS)","DEPARTMENT OF JUSTICE || Government Organization || DEPARTMENT OF DEFENSE NATIONAL SECURITY AGENCY ATOMIC ENERGY COMMISSION NATIONAL INDICATIONS CENTER UNITED STATES INFORMATION AGENCY FEDERAL BUREAU OF INVESTIGATION ATTORNEY GENERAL SECRETARY OF DEFENSE DEPARTMENT OF STATE ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE, DEPARTMENT OF ARMY || U.S. government department responsible for law enforcement. The federal executive department responsible for the enforcement of the law. The federal executive department responsible for the enforcement of the law and administration of justice. The Department of Justice is listed among U.S. government entities. U.S. government department responsible for law enforcement The U.S. government department responsible for the enforcement of the law.",False
DEPARTMENT OF STATE,DEPARTMENT OF STATE,25,25,25,Government; Organization,Organization,Department of State,U.S. government department responsible for foreign affairs.; The federal executive department responsible for international relations.; U.S. government department involved in foreign affairs.; The U.S. federal executive department responsible for international relations.; U.S. government department mentioned in the context of national security; U.S. government department responsible for foreign affairs; The Department of State is listed among U.S. government entities.; U.S. government department involved in foreign affairs,DEPARTMENT OF DEFENSE; NATIONAL SECURITY AGENCY; ATOMIC ENERGY COMMISSION; NATIONAL INDICATIONS CENTER; FEDERAL BUREAU OF INVESTIGATION; DEPARTMENT OF JUSTICE; UNITED STATES INFORMATION AGENCY; EXECUTIVE OFFICES OF THE WHITE HOUSE; CENTRAL INTELLIGENCE BULLETIN; THE PRESIDENT; THE VICE PRESIDENT; SECRETARY OF DEFENSE,DEPARTMENT OF STATE || Government Organization || DEPARTMENT OF DEFENSE NATIONAL SECURITY AGENCY ATOMIC ENERGY COMMISSION NATIONAL INDICATIONS CENTER FEDERAL BUREAU OF INVESTIGATION DEPARTMENT OF JUSTICE UNITED STATES INFORMATION AGENCY EXECUTIVE OFFICES OF THE WHITE HOUSE CENTRAL INTELLIGENCE BULLETIN THE PRESIDENT || U.S. government department responsible for foreign affairs. The federal executive department responsible for international relations. U.S. government department involved in foreign affairs. The U.S. federal executive department responsible for international relations. U.S. government department mentioned in the context of national security U.S. government department responsible for foreign affairs,False
MOBUTU,MOBUTU,25,23,25,Person,Person,Mobutu,"Leader of the Congo Army, negotiating for military support.; Leader in the Congo; Leader in Congo cooperating with Tshombe.; Proposed a military conference.; Leader of the regime receiving aid from Belgium.; Potential adversary of Gizenga; Leader of the army receiving Belgian assistance.; The local military commander and provincial government supporter during the conflict.",GIZENGA; CONGO; TSHOMBE; KASAVUBU; LUMUMBA; BELGIUM; HAMMARSKJOLD; NASIR; UAR; COMMUNIST CHINA; TSHOMBÉ; LAOS,"MOBUTU || Person || GIZENGA CONGO TSHOMBE KASAVUBU LUMUMBA BELGIUM HAMMARSKJOLD NASIR UAR COMMUNIST CHINA || Leader of the Congo Army, negotiating for military support. Leader in the Congo Leader in Congo cooperating with Tshombe. Proposed a military conference. Leader of the regime receiving aid from Belgium. Potential adversary of Gizenga",False
TSHOMBÉ,TSHOMBÉ,25,16,25,Person,Person,Tshombé,Facing security problems in Katanga.; Leader associated with Katanga's militia; Leader of forces in Katanga Province receiving military advisers.; President of Katanga requesting military advisers.; Leader of a rival faction in Congo mentioned in the context of military actions.; President of Katanga; President of Katanga opposing disarmament.; Leader reportedly recruiting pilots and soldiers in South Africa.,GIZENGA; KATANGA; LEOPOLDVILLE; KASAVUBU; LAOS; CONGO; LUMUMBA; UN; HAMMARSKJOLD; NORTH VIETNAM; BELGIUM; MOBUTU,TSHOMBÉ || Person || GIZENGA KATANGA LEOPOLDVILLE KASAVUBU LAOS CONGO LUMUMBA UN HAMMARSKJOLD NORTH VIETNAM || Facing security problems in Katanga. Leader associated with Katanga's militia Leader of forces in Katanga Province receiving military advisers. President of Katanga requesting military advisers. Leader of a rival faction in Congo mentioned in the context of military actions. President of Katanga,False
UNITED STATES INFORMATION AGENCY,UNITED STATES INFORMATION AGENCY,24,24,24,Organization,Organization,United States Information Agency,A former agency of the U.S. government responsible for public diplomacy.; The agency responsible for public diplomacy and international information.; U.S. government agency responsible for public diplomacy.; The agency responsible for public diplomacy and international information programs.; The USIA is listed among U.S. government entities.; The agency responsible for public diplomacy and international broadcasting.; U.S. government agency responsible for public diplomacy; A former U.S. government agency responsible for public diplomacy.,"NATIONAL SECURITY AGENCY; ATOMIC ENERGY COMMISSION; DEPARTMENT OF DEFENSE; DEPARTMENT OF JUSTICE; NATIONAL INDICATIONS CENTER; FEDERAL BUREAU OF INVESTIGATION; ATTORNEY GENERAL; SECRETARY OF DEFENSE; DEPARTMENT OF STATE; ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE, DEPARTMENT OF ARMY; ASSISTANT CHIEF OF STAFF, INTELLIGENCE, DEPARTMENT OF THE AIR FORCE; ASSISTANT SECRETARY OF DEFENSE (INTERNATIONAL SECURITY AFFAIRS)","UNITED STATES INFORMATION AGENCY || Organization || NATIONAL SECURITY AGENCY ATOMIC ENERGY COMMISSION DEPARTMENT OF DEFENSE DEPARTMENT OF JUSTICE NATIONAL INDICATIONS CENTER FEDERAL BUREAU OF INVESTIGATION ATTORNEY GENERAL SECRETARY OF DEFENSE DEPARTMENT OF STATE ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE, DEPARTMENT OF ARMY || A former agency of the U.S. government responsible for public diplomacy. The agency responsible for public diplomacy and international information. U.S. government agency responsible for public diplomacy. The agency responsible for public diplomacy and international information programs. The USIA is listed among U.S. government entities. The agency responsible for public diplomacy and international broadcasting.",False
BELGIUM,BELGIUM,24,17,24,Country,Country,Belgium,Country accused of aggression against the Congo.; Country experiencing strikes led by Socialists.; Country in Western Europe; The country where the events are taking place; Country in Western Europe experiencing strikes.; Country involved in discussions for restoring diplomatic relations with Congo.; Country providing aid to Mobutu's government; Country involved in aiding Mobutu and Tshombe's regimes.,GIZENGA; MOBUTU; LUMUMBA; UAR; CONGO; FRANCE; TSHOMBE; GHANA; TSHOMBÉ; NORTH VIETNAM; DE GAULLE; KASAVUBU,BELGIUM || Country || GIZENGA MOBUTU LUMUMBA UAR CONGO FRANCE TSHOMBE GHANA TSHOMBÉ NORTH VIETNAM || Country accused of aggression against the Congo. Country experiencing strikes led by Socialists. Country in Western Europe The country where the events are taking place Country in Western Europe experiencing strikes. Country involved in discussions for restoring diplomatic relations with Congo.,False
DE GAULLE,DE GAULLE,24,13,24,Person,Person,De Gaulle,French leader involved in Algerian policy.; French leader considering referendum vote as a mandate for Algerian problem.; French leader involved in preliminary negotiations for a meeting.; French leader involved in negotiations with Algerian rebels.; French leader reportedly disturbed by Challe's resignation.; French President during the time of Challe's resignation.; French leader who referred to a future Algerian republic; French leader proposing a European confederation.,USSR; ALGERIA; ADENAUER; FRANCE; BELGIUM; FERHAT ABBAS; BOURGUIBA; CUBA; EL SALVADOR; IRAN; UNITED STATES; PORTUGAL,DE GAULLE || Person || USSR ALGERIA ADENAUER FRANCE BELGIUM FERHAT ABBAS BOURGUIBA CUBA EL SALVADOR IRAN || French leader involved in Algerian policy. French leader considering referendum vote as a mandate for Algerian problem. French leader involved in preliminary negotiations for a meeting. French leader involved in negotiations with Algerian rebels. French leader reportedly disturbed by Challe's resignation. French President during the time of Challe's resignation.,False
PORTUGAL,PORTUGAL,23,15,23,Country,Country,Portugal,Country under the Salazar regime.; Country warning about US-Portuguese relations; Country facing internal political challenges regarding Premier Salazar.; Country involved in the Santa Maria affair and UN resolution.; Country involved in the disturbances in Angola.; Country facing criticism due to riots in Angola.; Country facing political unrest and needing changes in African policy.; Country facing political maneuvering and unrest.,SALAZAR; ANGOLA; USSR; MONIZ; FRANCE; UNITED STATES; HAMMARSKJOLD; INDIA; CONGO; DE GAULLE; TSHOMBÉ; COMMUNIST CHINA,PORTUGAL || Country || SALAZAR ANGOLA USSR MONIZ FRANCE UNITED STATES HAMMARSKJOLD INDIA CONGO DE GAULLE || Country under the Salazar regime. Country warning about US-Portuguese relations Country facing internal political challenges regarding Premier Salazar. Country involved in the Santa Maria affair and UN resolution. Country involved in the disturbances in Angola. Country facing criticism due to riots in Angola.,False
CUBA,CUBA,23,14,23,Country,Country,Cuba,"The country whose government is led by Fidel Castro.; Country involved in the discussed operation plan.; Country involved in tensions with the US and other Latin American countries.; Receiving aid from Poland, which is being minimized.; Country receiving aid and involved in diplomatic relations with Poland.; Mentioned as a pro-Soviet 'national democracy'.; Country in the Caribbean with a regime led by Fidel Castro.; Country providing support to Communist-led groups",USSR; COMMUNIST CHINA; BRAZIL; POLAND; US; CONGO; GIZENGA; OAS; DE GAULLE; LAOS; PEIPING; MOROCCO,"CUBA || Country || USSR COMMUNIST CHINA BRAZIL POLAND US CONGO GIZENGA OAS DE GAULLE LAOS || The country whose government is led by Fidel Castro. Country involved in the discussed operation plan. Country involved in tensions with the US and other Latin American countries. Receiving aid from Poland, which is being minimized. Country receiving aid and involved in diplomatic relations with Poland. Mentioned as a pro-Soviet 'national democracy'.",False
