original_normalized_label,canonical_label,canonical_key,method,confidence,mention_count,doc_count,entity_type,surface_forms,sample_context
GUATEMALA,GUATEMALA (1952 COUNTRY BULLETIN),CANONICAL_ENTITY:GUATEMALA_1952_COUNTRY_BULLETIN,a3_single_cluster_self,1.0,159,108,Country,Guatemala,Country where serious illness of President Arbenz may lead to revolution. || Country involved in the dispute with the United Fruit Company || The country of interest to Czechoslovakia.
CAMBODIA,CAMBODIA (1952 COUNTRY BULLETIN),CANONICAL_ENTITY:CAMBODIA_1952_COUNTRY_BULLETIN,a3_single_cluster_self,1.0,158,120,Location,Cambodia,A country experiencing a deteriorating political and security situation. || Country where the political events are taking place. || Southeast Asian country experiencing political changes.
AUSTRIA,AUSTRIA (COUNTRY BULLETIN DONNELLY),CANONICAL_ENTITY:AUSTRIA_COUNTRY_BULLETIN_DONNELLY,a3_single_cluster_self,1.0,155,119,Country,Austria,The country where the investigation is taking place. || Country taking steps to reduce Communist police strength. || Country where police officials were dismissed but remain in office.
COMMUNISTS,COMMUNISTS,CANONICAL_ENTITY:COMMUNISTS,multi_sense_label,1.0,154,147,PoliticalGroup,Communists; the Communists,Political party expected to gain from the electoral apathy. || Political party gaining seats in Finnish Diet elections || Group attempting to attract youth to the festival and create a non-partisan appearance.
SUDAN,SUDAN (BULLETIN EGYPT FRANCE),CANONICAL_ENTITY:SUDAN_BULLETIN_EGYPT_FRANCE,a3_single_cluster_self,1.0,153,125,Country,Sudan; the Sudan,The region involved in the Anglo-Egyptian responsibility. || Country in North-East Africa undergoing political changes. || Location involved in the Anglo-Egyptian dispute.
COMMUNIST PARTY,COMMUNIST PARTY,CANONICAL_ENTITY:COMMUNIST_PARTY,multi_sense_label,1.0,150,139,PoliticalGroup,Communist Party; Communist party,Political party in France favored by the current electoral law. || Group possibly involved in unrest in Pakistan and Thailand || The political group that is expanding activities in Burma and conducting propaganda.
CHAIRMAN,CHAIRMAN (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:CHAIRMAN_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,148,148,Person,Chairman; The Chairman,The head of the Atomic Energy Commission. || Head of the Atomic Energy Commission. || The title held by the head of the Atomic Energy Commission.
BONN,BONN,CANONICAL_ENTITY:BONN,multi_sense_label,1.0,148,126,Location,Bonn,"Capital city of West Germany || City in Germany, noted as the location of US officials. || A city in West Germany where a demonstration occurred."
GENERAL PHOUMI,GENERAL PHOUMI (INTERESTS CDNI LAOS),CANONICAL_ENTITY:GENERAL_PHOUMI_INTERESTS_CDNI_LAOS,a3_single_cluster_self,1.0,148,109,Person,General Phoumi,Leader of the Committee for Defense of National Interests in Laos. || one of the CDNI's most influential leaders || Minister of Defense and important leader of CDNI.
TREASURY DEPARTMENT,TREASURY DEPARTMENT,CANONICAL_ENTITY:TREASURY_DEPARTMENT,multi_sense_label,1.0,143,143,Organization,The Treasury Department; Treasury Department,U.S. government department responsible for financial and economic policy. || The department responsible for financial and economic matters || U.S. government department responsible for financial and economic matters.
LIBYA,LIBYA (COUNTRY BULLETIN INDEPENDENCE),CANONICAL_ENTITY:LIBYA_COUNTRY_BULLETIN_INDEPENDENCE,a3_single_cluster_self,1.0,143,114,Country,Libya,Country facing political troubles that threaten independence plans. || Country considered for early independence. || Country in North Africa seeking independence.
BRITISH FOREIGN OFFICE,BRITISH FOREIGN OFFICE,CANONICAL_ENTITY:BRITISH_FOREIGN_OFFICE,multi_sense_label,1.0,140,130,Organization,British Foreign Office,UK government department involved in foreign affairs || The British government department approached regarding Trieste elections. || Government department responsible for foreign affairs in the United Kingdom.
COMMANDER IN CHIEF PACIFIC,COMMANDER IN CHIEF PACIFIC,CANONICAL_ENTITY:COMMANDER_IN_CHIEF_PACIFIC,multi_sense_label,1.0,138,138,Person,"Commander-in-Chief, Pacific; Commander in Chief, Pacific",The commander of United States military forces in the Pacific region. || The senior military officer in charge of U.S. forces in the Pacific region. || The highest-ranking officer in the Pacific region.
SUPREME ALLIED COMMANDER EUROPE,SUPREME ALLIED COMMANDER EUROPE (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:SUPREME_ALLIED_COMMANDER_EUROPE_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,138,138,Person,"Supreme Allied Commander, Europe",The commander of NATO forces in Europe. || The senior military officer in charge of NATO forces in Europe. || The highest-ranking NATO officer in Europe.
ASSISTANT CHIEF OF STAFF INTELLIGENCE DEPARTMENT OF THE AIR FORCE,ASSISTANT CHIEF OF STAFF INTELLIGENCE DEPARTMENT OF THE AIR FORCE (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:ASSISTANT_CHIEF_OF_STAFF_INTELLIGENCE_DEPARTMENT_OF_THE_AIR_FORCE_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,137,137,Person,"Assistant Chief of Staff, Intelligence, Department of the Air Force",An assistant chief of staff role focused on intelligence within the Department of the Air Force. || An assistant chief of staff role focused on intelligence in the Air Force. || An intelligence role within the Department of the Air Force.
CHAIRMAN THE JOINT CHIEFS OF STAFF,CHAIRMAN THE JOINT CHIEFS OF STAFF (COMMANDANT MARINE STATES),CANONICAL_ENTITY:CHAIRMAN_THE_JOINT_CHIEFS_OF_STAFF_COMMANDANT_MARINE_STATES,a3_single_cluster_self,1.0,137,137,Person,"Chairman, The Joint Chiefs of Staff",The highest-ranking military officer in the United States Armed Forces. || The highest-ranking military officer in the U.S. Armed Forces. || Highest-ranking military officer in the U.S. Armed Forces.
CHIEF OF NAVAL OPERATIONS UNITED STATES NAVY,CHIEF OF NAVAL OPERATIONS UNITED STATES NAVY (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:CHIEF_OF_NAVAL_OPERATIONS_UNITED_STATES_NAVY_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,137,137,Person,"Chief of Naval Operations, United States Navy",The senior officer in the United States Navy. || The senior officer in the U.S. Navy. || The highest-ranking officer in the United States Navy.
CHIEF OF STAFF UNITED STATES AIR FORCE,CHIEF OF STAFF UNITED STATES AIR FORCE (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:CHIEF_OF_STAFF_UNITED_STATES_AIR_FORCE_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,137,137,Person,"Chief of Staff, United States Air Force",The senior officer in the United States Air Force. || The senior officer in the U.S. Air Force. || The highest-ranking officer in the United States Air Force.
CHIEF OF STAFF UNITED STATES ARMY,CHIEF OF STAFF UNITED STATES ARMY (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:CHIEF_OF_STAFF_UNITED_STATES_ARMY_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,137,137,Person,"Chief of Staff, United States Army",The senior officer in the United States Army. || The senior officer in the U.S. Army. || The highest-ranking officer in the United States Army.
COMMANDANT UNITED STATES MARINE CORPS,COMMANDANT UNITED STATES MARINE CORPS (JOINT STAFF NAVY),CANONICAL_ENTITY:COMMANDANT_UNITED_STATES_MARINE_CORPS_JOINT_STAFF_NAVY,a3_single_cluster_self,1.0,137,137,Person,"Commandant, United States Marine Corps",The highest-ranking officer in the United States Marine Corps. || The head of the United States Marine Corps. || The highest-ranking officer in the U.S. Marine Corps.
DEPUTY SECRETARY OF DEFENSE,DEPUTY SECRETARY OF DEFENSE (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:DEPUTY_SECRETARY_OF_DEFENSE_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,137,137,Person,Deputy Secretary of Defense,The second-highest official in the Department of Defense. || An official assisting the Secretary of Defense. || Official assisting the Secretary of Defense.
DIRECTOR THE JOINT STAFF,DIRECTOR THE JOINT STAFF (COMMANDANT MARINE STATES),CANONICAL_ENTITY:DIRECTOR_THE_JOINT_STAFF_COMMANDANT_MARINE_STATES,a3_single_cluster_self,1.0,137,137,Person,"Director, The Joint Staff",The officer responsible for the Joint Staff. || The director of the Joint Staff of the United States Armed Forces. || The director of the Joint Staff in the Department of Defense.
SECRETARY OF THE AIR FORCE,SECRETARY OF THE AIR FORCE (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:SECRETARY_OF_THE_AIR_FORCE_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,137,137,Person,Secretary of the Air Force,The head of the Department of the Air Force. || The head of the United States Air Force. || The head of the U.S. Air Force.
SECRETARY OF THE ARMY,SECRETARY OF THE ARMY (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:SECRETARY_OF_THE_ARMY_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,137,137,Person,Secretary of the Army,The head of the Department of the Army. || The head of the United States Army. || The head of the U.S. Army.
SECRETARY OF THE NAVY,SECRETARY OF THE NAVY (COMMANDANT JOINT MARINE),CANONICAL_ENTITY:SECRETARY_OF_THE_NAVY_COMMANDANT_JOINT_MARINE,a3_single_cluster_self,1.0,137,137,Person,Secretary of the Navy,The head of the Department of the Navy. || The head of the United States Navy. || The head of the U.S. Navy.
GUINEA,GUINEA (COUNTRY BULLETIN IS),CANONICAL_ENTITY:GUINEA_COUNTRY_BULLETIN_IS,a3_single_cluster_self,1.0,137,89,Country,Guinea,French West African territory likely to reject the new French constitution. || Country recognized by Communist China on 7 October. || Country whose recognition by France is postponed.
LUMUMBA,LUMUMBA (BULLETIN CONGO INTELLIGENCE),CANONICAL_ENTITY:LUMUMBA_BULLETIN_CONGO_INTELLIGENCE,a3_single_cluster_self,1.0,137,89,Person,Lumumba,Congolese leader likely to attend Brussels talks || African leader demanding to be appointed premier in Congo. || Potential premier-designate of the Congo.
YEMEN,YEMEN (COUNTRY BULLETIN EGYPT),CANONICAL_ENTITY:YEMEN_COUNTRY_BULLETIN_EGYPT,a3_single_cluster_self,1.0,134,98,Country,Yemen,Country seeking closer understanding with the USSR. || Country supporting Egypt against Iraq's proposed pact. || A country seeking to establish diplomatic relations with the Soviet Union.
GIZENGA,GIZENGA (LUMUMBA BULLETIN UN),CANONICAL_ENTITY:GIZENGA_LUMUMBA_BULLETIN_UN,a3_single_cluster_self,1.0,133,81,Person,Gizenga,"Congolese Vice Premier who made claims about arms and support from bloc countries. || Vice Premier in the Congo, leading supporters in Stanleyville. || Vice Premier supporting Lumumba in Stanleyville."
BRITISH GOVERNMENT,BRITISH GOVERNMENT,CANONICAL_ENTITY:BRITISH_GOVERNMENT,multi_sense_label,1.0,132,125,Government,British Government; British government,"Government of the United Kingdom, concerned about Chinese Nationalist troops in Burma. || The government of the United Kingdom expressing its views on NATO membership. || The government that suggested a security guarantee to Greece and Turkey."
HANOI,HANOI (VIET BULLETIN MINH),CANONICAL_ENTITY:HANOI_VIET_BULLETIN_MINH,a3_single_cluster_self,1.0,131,117,Location,Hanoi,City where French preparations for action are noted. || Location where the US Consul reported on French and Viet Minh losses. || City in Vietnam where French intelligence is based.
RHEE,RHEE (BULLETIN ROK INTELLIGENCE),CANONICAL_ENTITY:RHEE_BULLETIN_ROK_INTELLIGENCE,a3_single_cluster_self,1.0,128,114,Person,Rhee,President of South Korea || Aging autocratic President of South Korea. || President of South Korea expressing refusal to accept armistice
DIRECTOR FOR INTELLIGENCE THE JOINT STAFF,DIRECTOR FOR INTELLIGENCE THE JOINT STAFF (CHIEFS CHAIRMAN DEFENSE),CANONICAL_ENTITY:DIRECTOR_FOR_INTELLIGENCE_THE_JOINT_STAFF_CHIEFS_CHAIRMAN_DEFENSE,a3_single_cluster_self,1.0,127,127,Person,"Director for Intelligence, The Joint Staff",An official responsible for intelligence within the Joint Staff. || Official responsible for intelligence within the Joint Staff. || Official responsible for intelligence in the Joint Staff.
DOMINICAN REPUBLIC,DOMINICAN REPUBLIC (RICA COUNTRY BULLETIN),CANONICAL_ENTITY:DOMINICAN_REPUBLIC_RICA_COUNTRY_BULLETIN,a3_single_cluster_self,1.0,127,70,Country,Dominican Republic,Country in the Caribbean || Country where Trujillo is a dictator. || Mentioned as a neighboring regime that might provide support.
CHINESE NATIONALISTS,CHINESE NATIONALISTS,CANONICAL_ENTITY:CHINESE_NATIONALISTS,multi_sense_label,1.0,124,115,PoliticalGroup,Chinese Nationalists,"Group associated with the tanker Yung Hao before it was taken over by a Communist crew. || Political group in China, reportedly hoping to use their troops in Indochina. || A group reported to have entered South China."
SECRETARY OF COMMERCE,SECRETARY OF COMMERCE (JOINT CHIEFS CHAIRMAN),CANONICAL_ENTITY:SECRETARY_OF_COMMERCE_JOINT_CHIEFS_CHAIRMAN,a3_single_cluster_self,1.0,123,123,Person,Secretary of Commerce; The Secretary of Commerce,The head of the Department of Commerce. || Head of the Department of Commerce. || Head of the Department of Commerce
CENTRAL INTELLIGENCE BULLETIN,CENTRAL INTELLIGENCE BULLETIN (DOCUMENT STATES STAFF),CANONICAL_ENTITY:CENTRAL_INTELLIGENCE_BULLETIN_DOCUMENT_STATES_STAFF,a3_single_cluster_self,1.0,120,119,Document,CENTRAL INTELLIGENCE BULLETIN; Central Intelligence Bulletin; The Central Intelligence Bulletin,A publication by the Central Intelligence Agency providing intelligence updates. || A publication by the CIA providing intelligence updates. || A publication by the Central Intelligence Agency.
CYPRUS,CYPRUS (SITUATION BULLETIN INTELLIGENCE),CANONICAL_ENTITY:CYPRUS_SITUATION_BULLETIN_INTELLIGENCE,a3_single_cluster_self,1.0,120,101,Location,Cyprus,The location where the US Consul reports on British air transport alerts. || An island where increased Communist activity is reported. || Proposed location for the establishment of the Middle East Command nucleus.
GROMYKO,GROMYKO,CANONICAL_ENTITY:GROMYKO,accept_rule,1.0,119,86,Person,Gromyko,Soviet Deputy who proposed the agenda for the Council of Foreign Ministers. || Chief of the Soviet delegation mentioned in the context of the conference || Soviet diplomat suggested to be approached regarding Korean settlement
BRITISH,BRITISH (BULLETIN PRESENT INTELLIGENCE),CANONICAL_ENTITY:BRITISH_BULLETIN_PRESENT_INTELLIGENCE,a3_single_cluster_self,1.0,117,113,Government,British,"Refers to the British government || Country that exchanged uranium metal with American concurrence for Dutch oxide || Government of the United Kingdom, mentioned in relation to troop landings."
ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE DEPARTMENT OF ARMY,ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE DEPARTMENT OF ARMY (BULLETIN SPECIAL AFFAIRS),CANONICAL_ENTITY:ASSISTANT_CHIEF_OF_STAFF_FOR_INTELLIGENCE_DEPARTMENT_OF_ARMY_BULLETIN_SPECIAL_AFFAIRS,a3_single_cluster_self,1.0,116,116,Other,"Assistant Chief of Staff for Intelligence, Department of Army",An official responsible for intelligence in the Department of Army. || An official responsible for intelligence in the Department of the Army. || Official responsible for intelligence in the Department of Army.
DIRECTOR OF NAVAL INTELLIGENCE DEPARTMENT OF NAVY,DIRECTOR OF NAVAL INTELLIGENCE DEPARTMENT OF NAVY (ASSISTANT BULLETIN SPECIAL),CANONICAL_ENTITY:DIRECTOR_OF_NAVAL_INTELLIGENCE_DEPARTMENT_OF_NAVY_ASSISTANT_BULLETIN_SPECIAL,a3_single_cluster_self,1.0,116,116,Other,"Director of Naval Intelligence, Department of Navy",An official responsible for naval intelligence. || An official responsible for naval intelligence in the Department of the Navy. || Official responsible for naval intelligence.
