normalized_label,mention_count,unique_docs,source_types,primary_type,label_ambiguity,looks_like_acronym,family,rule_candidate_labels,needs_sense_clustering
SINO SOVIET BLOC,49,45,Organization; Other; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
UN GENERAL ASSEMBLY,47,47,Organization; Other,Organization,0.44,False,organization,,True
XIENG KHOUANG,39,34,Government; Location,Location,0.44,False,government,,True
FRENCH NATIONAL ASSEMBLY,38,37,Government; Organization; PoliticalGroup,Organization,0.44,False,government,,True
BOUN OUM GOVERNMENT,34,31,Government; PoliticalGroup,Government,0.44,False,government,,True
FRENCH FOREIGN OFFICE,29,29,Government; Organization,Organization,0.44,False,government,,True
NAHDLATUL ULAMA,28,28,PoliticalGroup; ReligiousGroup,PoliticalGroup,0.44,False,political_group,,True
EUROPEAN DEFENSE COMMUNITY,27,27,Organization; Other; PoliticalGroup,Organization,0.44,False,political_group,,True
FOREIGN OFFICE,23,23,Government; Organization,Organization,0.44,False,government,,True
SUEZ CANAL COMPANY,23,19,Organization; Other,Organization,0.44,False,organization,,True
SUPREME SOVIET,22,20,Government; Organization,Government,0.44,False,government,,True
REVOLUTIONARY COMMAND COUNCIL,20,19,Government; Organization; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
DARUL ISLAM,19,19,Organization; Other; PoliticalGroup; ReligiousGroup,PoliticalGroup,0.44,False,political_group,,True
MACMILLAN GOVERNMENT,19,15,Government; PoliticalGroup,Government,0.44,False,government,,True
NASR REGIME,19,18,Government; PoliticalGroup,Government,0.44,False,government,,True
WORLD PEACE COUNCIL,19,17,Organization; Other,Organization,0.44,False,organization,,True
CHINESE NATIONALIST GOVERNMENT,18,18,Government; PoliticalGroup,Government,0.44,False,government,,True
QASIM REGIME,18,16,Government; PoliticalGroup,Government,0.44,False,government,,True
BRITISH OFFICIALS,17,17,Government; Organization; Other; PoliticalGroup,Organization,0.44,False,government,,True
INTERNATIONAL CONTROL COMMISSION ICC,17,17,Organization; Other,Organization,0.44,False,organization,,True
INTERNATIONAL COURT OF JUSTICE,17,15,Organization; Other,Organization,0.44,False,organization,,True
PEIPING REGIME,17,17,Government; Organization; PoliticalGroup,Government,0.44,False,government,,True
COMMON MARKET,16,15,Organization; Other; PoliticalGroup,Organization,0.44,False,political_group,,True
RHEE GOVERNMENT,16,13,Government; PoliticalGroup,Government,0.44,False,government,,True
SOVIET COMMUNIST PARTY,16,16,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
HATOYAMA GOVERNMENT,14,13,Government; PoliticalGroup,Government,0.44,False,government,,True
ADENAUER GOVERNMENT,13,12,Government; PoliticalGroup,Government,0.44,False,government,,True
BRITISH CABINET,13,12,Government; Organization,Government,0.44,False,government,,True
BALKAN PACT,11,11,Organization; Other; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
COUNCIL OF MINISTERS,11,11,Government; Organization,Government,0.44,False,government,,True
FRENCH ASSEMBLY,11,11,Government; Organization; PoliticalGroup,Organization,0.44,False,government,,True
INDIAN MINISTRY OF EXTERNAL AFFAIRS,11,11,Government; Organization,Organization,0.44,False,government,,True
KADAR REGIME,11,11,Government; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
NAHDLATUL ULAMA NU,11,11,PoliticalGroup; ReligiousGroup,PoliticalGroup,0.44,False,political_group,,True
NATIONAL PEOPLES CONGRESS,11,10,Organization; PoliticalGroup,Organization,0.44,False,political_group,,True
SUPREME COUNCIL FOR NATIONAL RECONSTRUCTION,11,8,Government; Organization; PoliticalGroup,Organization,0.44,False,government,,True
TRUJILLO REGIME,11,8,Government; PoliticalGroup,Government,0.44,False,government,,True
CHANG MYON GOVERNMENT,10,7,Government; PoliticalGroup,Government,0.44,False,government,,True
UK FOREIGN OFFICE,10,10,Government; Organization,Organization,0.44,False,government,,True
DIEM REGIME,9,8,Government; PoliticalGroup,Government,0.44,False,government,,True
GIZENGA REGIME,9,8,Government; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
NAGIB REGIME,9,9,Government; Other; PoliticalGroup,Government,0.44,False,government,,True
SOUTH KOREAN NATIONAL ASSEMBLY,9,8,Government; Organization; PoliticalGroup,Organization,0.44,False,government,,True
SULTAN OF MUSCAT,9,9,Government; Person,Government,0.44,False,government,,True
TRUJILLO DICTATORSHIP,9,8,Government; PoliticalGroup,Government,0.44,False,government,,True
ALGERIAN REBEL GOVERNMENT,8,8,Government; Other; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
SOVIET ORBIT,8,8,Other; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
ALI CABINET,7,7,Government; Organization; Other; PoliticalGroup,Government,0.44,False,government,,True
ARAB UNION,7,4,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
AUSTRIAN FOREIGN MINISTRY,7,7,Government; Organization,Organization,0.44,False,government,,True
GRAND NATIONAL ASSEMBLY,7,7,Government; Organization,Government,0.44,False,government,,True
IBRAHIM GOVERNMENT,7,5,Government; Other,Government,0.44,False,government,,True
SOVIET AUTHORITIES,7,7,Government; Organization,Government,0.44,False,government,,True
SOVIET OFFICIALS,7,7,Government; Organization; Other,Government,0.44,False,government,,True
TRANSPORT AND GENERAL WORKERS UNION,7,6,Organization; PoliticalGroup,Organization,0.44,False,political_group,,True
US DEPARTMENT OF STATE,7,7,Government; Organization,Organization,0.44,False,government,,True
BURMESE CABINET,6,6,Government; PoliticalGroup,Government,0.44,False,government,,True
COLOMBO POWERS,6,6,Other; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
COUNCIL OF THE REPUBLIC,6,6,Government; Organization; Other,Government,0.44,False,government,,True
DUTCH FOREIGN MINISTRY,6,6,Government; Organization,Organization,0.44,False,government,,True
GOMULKA REGIME,6,5,Government; PoliticalGroup,Government,0.44,False,government,,True
IRANIAN FOREIGN MINISTRY,6,6,Government; Organization,Organization,0.44,False,government,,True
JAPANESE FOREIGN MINISTRY,6,6,Government; Organization,Organization,0.44,False,government,,True
MENDERES REGIME,6,6,Government; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
MINISTRY OF DEFENSE,6,6,Government; Organization,Government,0.44,False,government,,True
WEST INDIES FEDERATION,6,4,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
ANGOLAN PEOPLES UNION UPA,5,5,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
ARBENZ REGIME,5,5,Government; PoliticalGroup,Government,0.44,False,government,,True
BATISTA REGIME,5,4,Government; PoliticalGroup,Government,0.44,False,government,,True
BRITISH FIRMS,5,5,Organization; Other,Organization,0.44,False,organization,,True
CENTRAL COMMITTEE,5,5,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
CHOSEN SOREN,5,4,Organization; PoliticalGroup,Organization,0.44,False,political_group,,True
FORCE OUVRIERE,5,5,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
FRENCH COUNCIL OF THE REPUBLIC,5,5,Government; Organization,Government,0.44,False,government,,True
INDONESIAN FOREIGN MINISTER,5,5,Government; Person,Person,0.44,False,government,,True
ITALIAN FOREIGN OFFICE,5,5,Government; Organization,Organization,0.44,False,government,,True
MIXED ARMISTICE COMMISSION,5,5,Organization; Other,Organization,0.44,False,organization,,True
PUSHTOON TRIBES,5,4,Other; PoliticalGroup,Other,0.44,False,political_group,,True
SOMOZA REGIME,5,4,Government; PoliticalGroup,Government,0.44,False,government,,True
SUPREME MILITARY COUNCIL,5,4,Government; Military; Organization,Government,0.44,False,government,,True
UN EMERGENCY FORCE,5,5,Organization; Other,Organization,0.44,False,organization,,True
US CONSUL GENERAL IN HONG KONG,5,5,Organization; Person,Person,0.44,False,organization,,True
USSR SUPREME SOVIET,5,4,Government; Organization,Government,0.44,False,government,,True
WHITE HOUSE,5,5,Government; Organization,Organization,0.44,False,government,,True
ALLIED MILITARY GOVERNMENT,4,4,Government; Military; Organization,Government,0.44,False,government,,True
AMERICAN GOVERNMENT,4,4,Government; Organization,Government,0.44,False,government,,True
BURMESE FOREIGN OFFICE,4,4,Government; Organization,Organization,0.44,False,government,,True
BURMESE WAR OFFICE,4,3,Government; Organization,Organization,0.44,False,government,,True
CHINESE NATIONALIST DEFENSE MINISTRY,4,3,Government; Organization,Organization,0.44,False,government,,True
DUVALIER REGIME,4,3,Government; PoliticalGroup,Government,0.44,False,government,,True
FRENCH PARLIAMENT,4,4,Government; Organization; PoliticalGroup,Organization,0.44,False,government,,True
HOXHA REGIME,4,4,Government; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
IRANIAN MAJLIS,4,3,Government; Organization; PoliticalGroup,Government,0.44,False,government,,True
IRANIAN PARLIAMENT,4,3,Government; PoliticalGroup,Government,0.44,False,government,,True
IRANIAN SENATE,4,3,Government; PoliticalGroup,Government,0.44,False,government,,True
ITALIAN PARLIAMENT,4,4,Government; Organization; PoliticalGroup,Government,0.44,False,government,,True
JAPANESE DIET,4,4,Government; Organization; Other; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
MILITARY REVOLUTIONARY COMMITTEE,4,4,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
MOROCCAN LABOR UNION UMT,4,4,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
SOVIET PARTY CENTRAL COMMITTEE,4,4,Organization; PoliticalGroup,Organization,0.44,False,political_group,,True
YOSHIDA CABINET,4,4,Government; PoliticalGroup,Government,0.44,False,government,,True
ARAB COLLECTIVE SECURITY PACT,3,3,Other; PoliticalGroup,Other,0.44,False,political_group,,True
ASALI CABINET,3,3,Government; PoliticalGroup,Government,0.44,False,government,,True
BRAZILIAN CONGRESS,3,3,Government; Organization,Government,0.44,False,government,,True
BRAZILIAN FOREIGN MINISTRY,3,3,Government; Organization,Government,0.44,False,government,,True
CHINA COMMITTEE,3,3,Organization; Other,Other,0.44,False,organization,,True
COMMITTEE FOR NEUTRALITY AND NATIONAL UNITY,3,2,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
CZECH DELEGATION,3,3,Organization; Other,Other,0.44,False,organization,,True
DUTCH FOREIGN OFFICE,3,3,Government; Organization,Organization,0.44,False,government,,True
EAST GERMAN POLICE,3,3,Government; Organization,Organization,0.44,False,government,,True
EGYPTIAN MOSLEM BROTHERHOOD,3,2,PoliticalGroup; ReligiousGroup,PoliticalGroup,0.44,False,political_group,,True
FIFTH REPUBLIC,3,2,Government; PoliticalGroup,Government,0.44,False,government,,True
HUNGARIAN SECURITY POLICE,3,3,Government; Military,Government,0.44,False,government,,True
IRAQI KURDS,3,3,Other; PoliticalGroup,Other,0.44,False,political_group,,True
ITTIHAD AL SHAAB,3,2,Organization; Other,Organization,0.44,False,organization,,True
KASHMIR CONSTITUENT ASSEMBLY,3,3,Other; PoliticalGroup,Other,0.44,False,political_group,,True
LABOR GOVERNMENT,3,3,Government; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
LEMUS REGIME,3,2,Government; Other,Other,0.44,False,government,,True
NAGY REGIME,3,3,Government; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
QASHQAI TRIBES,3,2,Other; PoliticalGroup,Other,0.44,False,political_group,,True
QUADROS ADMINISTRATION,3,3,Government; PoliticalGroup,Government,0.44,False,government,,True
REVOLUTIONARY MILITARY COUNCIL,3,2,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
SOVIET MISSION,3,3,Organization; Other,Organization,0.44,False,organization,,True
STATE DEPARTMENT,3,3,Government; Organization,Government,0.44,False,government,,True
VIENTIANE GOVERNMENT,3,3,Government; PoliticalGroup,Government,0.44,False,government,,True
WEST GERMAN DELEGATION,3,3,Organization; PoliticalGroup,Organization,0.44,False,political_group,,True
WEST GERMAN PARLIAMENT,3,3,Government; Organization; PoliticalGroup,Government,0.44,False,government,,True
WEST IRIAN LIBERATION COMMITTEE,3,3,Organization; PoliticalGroup,Organization,0.44,False,political_group,,True
ALGERIAN REVOLUTIONARY COUNCIL,2,2,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
ALLIED OFFICIALS,2,2,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
AMERICAN CULTURAL CENTER,2,1,Organization; Other,Organization,0.44,False,organization,,True
BAYAR MENDERES REGIME,2,2,Other; PoliticalGroup,Other,0.44,False,political_group,,True
BOARD OF TRADE,2,2,Government; Organization,Government,0.44,False,government,,True
BUU LOC GOVERNMENT,2,2,Government; PoliticalGroup,Government,0.44,False,government,,True
CANADIAN GOVERNMENT,2,2,Government; Organization,Organization,0.44,False,government,,True
COUNCIL OF FOREIGN MINISTERS,2,2,Organization; Other,Other,0.44,False,organization,,True
DUTCH DEFENSE MINISTRY,2,2,Government; Organization,Government,0.44,False,government,,True
EGYPTIAN FOREIGN MINISTRY,2,2,Government; Organization,Government,0.44,False,government,,True
FEDERAL CONSTITUTIONAL COURT,2,1,Government; Organization,Organization,0.44,False,government,,True
FINNISH DIET,2,2,Other; PoliticalGroup,Other,0.44,False,political_group,,True
FRENCH PROTECTORATE,2,2,Government; Location,Location,0.44,False,government,,True
FRENCH SECURITY OFFICIALS,2,2,Organization; Other,Other,0.44,False,organization,,True
GERMAN NATO MEMBERSHIP,2,2,Other; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
HADASSAH HOSPITAL,2,2,Organization; Other,Other,0.44,False,organization,,True
HEBREW UNIVERSITY,2,2,Organization; Other,Other,0.44,False,organization,,True
HINDU COMMUNAL ORGANIZATIONS,2,2,PoliticalGroup; ReligiousGroup,PoliticalGroup,0.44,False,political_group,,True
INDIAN OFFICIALS,2,2,Other; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
IRANIAN COUNCIL OF MINISTERS,2,2,Government; Organization,Government,0.44,False,government,,True
JAPANESE CABINET,2,2,Government; Organization,Government,0.44,False,government,,True
KOIRALA GOVERNMENT,2,2,Government; PoliticalGroup,Government,0.44,False,government,,True
KOREAN NATIONAL ASSEMBLY,2,2,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
MAYER GOVERNMENT,2,2,Government; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
MENDERES ADMINISTRATION,2,1,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
MIDDLE EAST DEFENSE ORGANIZATION,2,2,Organization; Other,Organization,0.44,False,organization,,True
MOROCCAN FOREIGN MINISTRY,2,2,Government; Organization,Government,0.44,False,government,,True
NABULSI CABINET,2,2,Government; PoliticalGroup,Government,0.44,False,government,,True
NABULSI GOVERNMENT,2,2,Government; PoliticalGroup,PoliticalGroup,0.44,False,government,,True
ORGANIZED LABOR,2,2,Other; PoliticalGroup,Other,0.44,False,political_group,,True
PEOPLES COURT,2,2,Organization; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
ROJAS DICTATORSHIP,2,1,Government; Other,Other,0.44,False,government,,True
SOUTH KOREAN ASSEMBLY,2,2,Organization; Other,Organization,0.44,False,organization,,True
TRUJILLO FAMILY,2,2,Other; PoliticalGroup,PoliticalGroup,0.44,False,political_group,,True
TUNISIAN GRAND COUNCIL,2,2,Government; PoliticalGroup,Government,0.44,False,government,,True
UKRAINIAN REPUBLIC,2,2,Government; Location,Government,0.44,False,government,,True
UNITED NATIONS GENERAL ASSEMBLY,2,2,Organization; Other,Other,0.44,False,organization,,True
US CONSULATE,2,2,Organization; Other,Other,0.44,False,organization,,True
US OFFICIALS,2,2,Government; Organization,Government,0.44,False,government,,True
WESTERN HIGH COMMISSIONERS,2,2,Organization; PoliticalGroup,Organization,0.44,False,political_group,,True
SOCIALISTS,79,72,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
MASJUMI,68,64,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
ARAMCO,30,24,Organization,Organization,0.42,False,organization,,True
AIOC,18,16,Organization,Organization,0.42,False,organization,,True
GAULLISTS,18,17,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
KUOMINTANG,18,14,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
NATIONALISTS,13,13,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
CALTEX,10,7,Organization,Organization,0.42,False,organization,,True
MAPAI,10,9,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
PERONISTA,10,9,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
CONSERVATIVES,9,9,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
USIB,9,8,Organization,Organization,0.42,False,organization,,True
GOVERNMENT,8,8,Government,Government,0.42,False,government,,True
PROGRESSIVES,8,5,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
USIS,7,6,Organization,Organization,0.42,False,organization,,True
ABAKO,6,4,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
DEMOCRATS,6,6,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
MAAG,6,6,Organization,Organization,0.42,False,organization,,True
MAPAM,6,6,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
MONARCHISTS,5,5,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
QASHQAI,5,5,Other,Other,0.42,False,other,,True
CEMA,4,4,Organization,Organization,0.42,False,organization,,True
CONAKAT,4,4,PoliticalGroup,PoliticalGroup,0.42,False,political_group,,True
