community_id,node_key,label,analyst_label,size,top_labels,top_types,analyst_summary
287,COMMUNITY:287,Indonesian Military Leadership Dynamics,Military Influence and Regional Security,52,COLONEL SIMBOLON | LT COL HUSSEIN | LT COL GINTING | BENTENG GROUP | COLONEL GINTING | DEFENSE SECRETARY GOSNJAK | Yugoslav defense budget approval | Arms shipment to Algeria,"{""CanonicalEntity"": 26, ""EventCluster"": 26}",This community explores the interactions and influence of Indonesian military leaders on regional security and defense strategies.
317,COMMUNITY:317,Medan Regional Conflicts and Events,Southeast Asian Geopolitical Dynamics,52,MEDAN | STANVAC [4DC3] | NAINGGOLAN | CALTEX [9129] | SIANTAR | LT COL BARLIAN | Seizure of Medan | Attack on Padang,"{""EventCluster"": 34, ""CanonicalEntity"": 18}",This community encompasses significant events and entities related to conflicts in the Medan region.
465,COMMUNITY:465,Adenauer's Cold War Governance,Cold War Diplomacy and Governance,52,CHANCELLOR ADENAUER | ALLIED HIGH COMMISSIONERS | FEDERAL REPUBLIC | Chancellor Adenauer's suggestion | SOVIET AMBASSADOR SMIRNOV | WEST GERMAN COALITION PARTIES | SOCIALIST REICH PARTY SRP | ARAB NATIONS [ARGENTINA / ADENAUER],"{""CanonicalEntity"": 28, ""EventCluster"": 24}",This community explores the interactions and policies of West German leaders and Allied officials during the early Cold War period.
474,COMMUNITY:474,German Political Movements Post-War,Cold War Political Movements in Germany,52,ERICH OLLENHAUER | WEST GERMAN SOCIAL DEMOCRATIC PARTY SPD | Discussion on German national army | Soviet-Finnish trade negotiations | Court decision on EDC treaty | KURT SCHUMACHER | Bavarian Communists go underground | Establishment of air warning center,"{""CanonicalEntity"": 27, ""EventCluster"": 25}","This community explores the political landscape and key figures in post-war Germany, focusing on social democracy and military discussions."
582,COMMUNITY:582,Soviet Diplomatic Strategies and Insights,Cold War Foreign Policy Dynamics,52,BOHLEN [86F4] | Soviet official hints at tactics | Comment on Soviet statement | DEPUTY FOREIGN MINISTER PUSHKIN | ARAB ASIAN BLOC [MOLOTOV / BOHLEN] | HUKS [BOHLEN / MALENKOV] | USSR [MOLOTOV / BOHLEN] [98F0] | Personnel shifts meeting,"{""EventCluster"": 30, ""CanonicalEntity"": 22}",This community focuses on Soviet diplomatic tactics and insights during the Cold War era.
636,COMMUNITY:636,Cold War Diplomatic Engagements 2,Cold War Diplomacy and Negotiations,52,AMBASSADOR KENNAN | ZINCHENKO | ANDREI GROMYKO | Korean armistice negotiations | CHINESE DELEGATES | SUIHO HYDROELECTRIC POWER PLANT | Comments on Party Congress | Suiho power plant operational status,"{""EventCluster"": 32, ""CanonicalEntity"": 20}","This community focuses on key diplomatic figures and events during the Cold War, highlighting negotiations and foreign policy dynamics."
26,COMMUNITY:26,Geopolitical Dynamics in North Africa,International Relations and Security Issues,51,UN SECURITY COUNCIL | PRIME MINISTER BEN HALIM | PANNGIA | PORT SAID | AMERICAN ARMY ATTACHE [FRANCE / TAPPIN] | MALTA | GUATEMALAN EXILES [PANNGIA / HAIFA] | BUNDESTAG [FRANCE / TAPPIN],"{""EventCluster"": 33, ""CanonicalEntity"": 18}",This community explores the interplay of military and political factors in North African geopolitics.
96,COMMUNITY:96,Laotian Political Dynamics and Leadership,Southeast Asian Political Movements and Governance,51,SOUVANNA | TIAO SOMSANITH | LAOTIAN NATIONAL ASSEMBLY [2929] | NGO DINH DIEM GOVERNMENT | HARRIMAN | SUDANESE ARMY [TIAO / HONDURAS] | USSR [TIAO / HONDURAS] | ANDREAS ZIARTIDES,"{""EventCluster"": 32, ""CanonicalEntity"": 19}",This community focuses on key figures and events shaping Laotian political leadership and stability.
281,COMMUNITY:281,Indonesian Communist Movement in Sukarno Era,Cold War Political Dynamics in Southeast Asia,51,SUKARNO [BD7E] | INDONESIAN COMMUNIST PARTY [0440] | AIDIT | Indonesian Communist Party Congress | Anti-Dutch Demonstrations | Naval and air exercises | D N AIDIT | Communist Party Tactics in Indonesia,"{""CanonicalEntity"": 27, ""EventCluster"": 24}",This community focuses on the Indonesian Communist Party's activities and influence during Sukarno's leadership.
289,COMMUNITY:289,Indonesian Government and West Irian Dynamics,Geopolitical Relations in Southeast Asia,51,INDONESIAN GOVERNMENT [A63D] | NETHERLANDS NEW GUINEA | CHINESE COMMUNIST EMBASSY | ACTION COMMITTEE FOR THE LIBERATION OF WEST IRIAN | GREATER INDONESIAN ASSOCIATION | FINANCE MINISTER SUTIKNO SLAMET | Yugoslav ambassador's statement | Formation of action committee,"{""CanonicalEntity"": 29, ""EventCluster"": 22}",This community explores the interactions between the Indonesian government and issues surrounding West Irian's political status.
363,COMMUNITY:363,Tunisian Negotiations and Military Dynamics,Geopolitical Strategies in North Africa,51,TUNISIA | Negotiations with France | Potential Military Action | BAHI LADGHAM | HABIB BOURGHIBA | BARBOUR | French plans to seal the border | AMERICAN 7TH FLEET,"{""EventCluster"": 36, ""CanonicalEntity"": 15}",This community explores Tunisia's negotiations with France amid military considerations and regional stability.
408,COMMUNITY:408,Trieste's Political Turmoil and Governance,Post-War Governance and Political Dynamics,51,TRIESTE | HIGGS | Postponement of communal elections | DE CASTRO | ALLIED MILITARY GOVERNMENT [HIGGS / FASCISTS] | COMINFORM TITOIST COMMUNISTS | Danish examination of MIG-15 | Communication from Danish Foreign Ministry,"{""EventCluster"": 28, ""CanonicalEntity"": 23}",This community explores the complex political landscape and governance challenges in Trieste following World War II.
472,COMMUNITY:472,Political Dynamics in Post-War Germany,Political Movements and Governance in Germany,51,FREE DEMOCRATIC PARTY | REINHOLD MAIER | BADEN WUERTTEMBERG | BAVARIAN REFUGEE PARTY | BRITISH REPRESENTATIVES [WUERTTEMBERG / BADEN] | Treaty Ratification Discussion | Attempted coup in Bolivia | MAIER,"{""CanonicalEntity"": 28, ""EventCluster"": 23}","This community explores the interactions and influences of political parties in post-war Germany, focusing on the Free Democratic Party and regional dynamics."
601,COMMUNITY:601,Eisenhower and De Gasperi's Diplomatic Engagements,Cold War Military and Diplomatic Relations,51,EISENHOWER | ITALIAN PREMIER DE GASPERI | Discussion on European Army problems | GEORGY ZAROUBIN | MIKHAIL MENSHIKOV | Replacement of Ambassador | Speech to the Supreme Soviet | Demonstration outside American embassy,"{""EventCluster"": 31, ""CanonicalEntity"": 20}",This community focuses on the diplomatic interactions between Eisenhower and Italian Premier De Gasperi regarding military and political stability in Europe.
618,COMMUNITY:618,Hungarian Political Arrests and Diplomacy,International Political Events and Relations,51,DAUD | NAIM | SHAH WALI KHAN | GYULA DECSI | SHAH MAHMOUD | Arrest of Hungarian Minister | SHAH MAHMUD KHAN | HUNGARIAN MINISTER OF JUSTICE,"{""EventCluster"": 30, ""CanonicalEntity"": 21}",This community focuses on the intersection of Hungarian political arrests and broader diplomatic relations.
624,COMMUNITY:624,Soviet Influence in Afghanistan,Geopolitical Dynamics in Central Asia,51,AFGHANISTAN | USSR [AFGHANISTAN / MENDES] | USSR [CZECHOSLOVAKIA / AFGHANISTAN] | FRENCH DELEGATION [AFGHANISTAN / MENDES] | USSR [NAIM / AFGHANISTAN] | Military buildup | Negotiation consideration on Pushtoonistan | Premier's travel to Moscow,"{""EventCluster"": 37, ""CanonicalEntity"": 14}",This community explores the interactions and military strategies between the USSR and Afghanistan during a critical historical period.
896,COMMUNITY:896,Duvalier Era Political Network,Haitian Political Dynamics and Leadership,51,HAITI | DUVALIER | LOUIS DEJOIE | CLEMENT BARBOT | MAGLOIRE | DUVALIER REGIME [36A5] | CLEMENT JUMELLE | PIERRE LOUIS,"{""EventCluster"": 26, ""CanonicalEntity"": 25}",This community encompasses key figures and events from the Duvalier regime in Haiti.
1261,COMMUNITY:1261,Political Movements in Kenya's Independence Era,Kenyan Nationalism and Political Dynamics,51,KENYA | KENYA AFRICAN NATIONAL UNION | TOM MBOYA | KENYA AFRICAN DEMOCRATIC UNION | JOMO KENYATTA | Inauguration of KANU | MAU MAU [LYTTELTON / LANIEL] | KENYA GOVERNMENT,"{""CanonicalEntity"": 30, ""EventCluster"": 21}",This community focuses on key political movements and figures during Kenya's struggle for independence.
49,COMMUNITY:49,Jordanian Government and Military Dynamics,Middle Eastern Political and Military Interactions,50,DAYAN | JORDANIAN GOVERNMENT [YUGOSLAVIA / KHRUSHCHEV] | Israeli Attack Expectation | GENERAL BENNIKE | UN MIXED ARMISTICE COMMISSION | Drought in Jordan | IAC WATCH COMMITTEE | Israeli vote on UN resolution,"{""EventCluster"": 30, ""CanonicalEntity"": 20}",This community focuses on the interplay between Jordanian governance and military strategies during significant historical events.
191,COMMUNITY:191,Political Dynamics in Stanleyville,Geopolitical Tensions and Governance in Africa,50,STANLEYVILLE | UN COMMAND [9A3B] | ORIENTALE PROVINCE | Attack authorized by Souvanna Phouma | Government resignation in Austria | Political activity in Orientale Province | Political friction in Congo | Tension in Mali Government,"{""EventCluster"": 34, ""CanonicalEntity"": 16}",This community explores the political activities and tensions surrounding Stanleyville and its governance during a critical period.
193,COMMUNITY:193,Political Dynamics in Central Africa,Colonial and Post-Colonial Governance in Africa,50,FEDERATION OF RHODESIA AND NYASALAND | DR HASTINGS BANDA | NYASALAND | NORTHERN RHODESIA | AMERICAN CONSUL GENERAL IN SALISBURY | LI FU CHUN | MACLEOD | UAR SYRIA,"{""EventCluster"": 35, ""CanonicalEntity"": 15}",This community explores the political landscape and diplomatic interactions in the Federation of Rhodesia and Nyasaland.
292,COMMUNITY:292,Political Dynamics in Indonesia's Leadership,Leadership Changes and Political Stability in Indonesia,50,VICE PRESIDENT HATTA | Sukarno's reaction to Ali's resignation | Political crisis in Indonesia | SOUTH SUMATRA | PRIME MINISTER ALI | AMBASSADOR COCHRAN | Decision on military aid agreement | SUBARDJO,"{""CanonicalEntity"": 27, ""EventCluster"": 23}",This community explores the political crisis surrounding Vice President Hatta and Prime Minister Ali's resignation in Indonesia.
350,COMMUNITY:350,Support for Algerian Insurgency Efforts,Military and Political Dynamics in Algeria,50,ALGERIAN REBELS [IVORY / BOIGNY] | Support for Algerian Rebels | Consideration of military action | Rebel attacks preparation | Release of political exiles | Bourguiba's interview | Bourguiba's press interview | Loading of supplies in Odessa,"{""EventCluster"": 26, ""CanonicalEntity"": 24}",This community focuses on the support and actions related to the Algerian rebel movement during a critical period.
542,COMMUNITY:542,India's Economic Challenges and Political Dynamics,Economic and Political Trends in India,50,INDIA | Decline of foreign exchange reserves | RESERVE BANK OF INDIA | CONGRESS PARTY WORKING COMMITTEE | JAIN | TIBETAN DELEGATION | CONSERVATIVE GROUPS | Border dispute resolution announcement,"{""EventCluster"": 30, ""CanonicalEntity"": 20}","This community explores India's economic issues, including foreign exchange reserves and political responses from various groups."
735,COMMUNITY:735,MacArthur's Diplomatic and Military Engagements,U.S. Foreign Policy and Military Strategy,50,AMBASSADOR MACARTHUR | FUJIYAMA | CHONG KUK MO | Iranian note delivery | Iraqi Army operations | MacArthur's dismissal | Proposal to relax trade restrictions | NORTH KOREAN AGENTS,"{""EventCluster"": 29, ""CanonicalEntity"": 21}",This community focuses on key events and figures influencing U.S. military and diplomatic actions in Asia.
871,COMMUNITY:871,Dominican Republic Military Mobilization,Military Strategies and Regime Dynamics,50,DOMINICAN REPUBLIC | TRUJILLO | FARLAND | Mobilization of reserves in Dominican Republic | ADU | USSR [ADU / GHANA] | NATIONAL ARMY | Demonstration Preparation,"{""EventCluster"": 34, ""CanonicalEntity"": 16}",This community focuses on military mobilization efforts and their impact on regime stability in the Dominican Republic.
942,COMMUNITY:942,Chang Myon and Democratic Party Dynamics,Political Movements in South Korea,50,CHANG MYON | CHO PYONG OK | KIM TO YUN | YUN | SOUTH KOREAN DEMOCRATIC PARTY | DEMOCRATIC PARTY [PYONG / PUNG] | Publication of Pravda article | Bucharest congress,"{""EventCluster"": 30, ""CanonicalEntity"": 20}",This community focuses on the interactions and events surrounding the Chang Myon and Cho Pyong Ok within South Korean political movements.
1066,COMMUNITY:1066,Chinese and Burmese Nationalist Movements,Nationalist Movements in East Asia,50,CHINESE NATIONALISTS [PRAJA / DALAI] | BURMESE | Troop Withdrawal | JAPANESE GOVERNMENT [BODOSSAKIS / KARAMANLIS] | GEORGI TSANKOV | Campaign for Tibetan Autonomy | TODOR ZHIVKOV | Bangkok talks,"{""EventCluster"": 31, ""CanonicalEntity"": 19}",This community focuses on the interactions and political dynamics between Chinese and Burmese nationalist groups.
1197,COMMUNITY:1197,Cold War Dynamics in Romania,Geopolitical Strategies in Eastern Europe,50,RUMANIA | AMERICAN LEGATION [4B23] | USSR [RUMANIA / CZECHOSLOVAKIA] [91FC] | Soviet-Satellite Meeting | I LAVRENTIEV | FRENCH FOREIGN OFFICE [RUMANIA / CHENNAULT] | CHENNAULT INTERESTS | SWISS COMMERCE DEPARTMENT,"{""EventCluster"": 33, ""CanonicalEntity"": 17}",This community explores the interplay of Cold War politics and diplomatic relations in Romania.
85,COMMUNITY:85,Boun Oum Government and Military Dynamics,Political and Military Developments in Laos,49,BOUN OUM GOVERNMENT [VIETNAM / TEH] | Approval of Boun Oum Government | FRENCH MILITARY TRAINING MISSION | Meeting with UN Conciliation Commission | Threat to oust French military mission | Troop withdrawal notification | LAO ARMY [CONG / PRABANG] | STANLEYVILLE REGIME [CONG / PRABANG],"{""EventCluster"": 28, ""CanonicalEntity"": 21}",This community focuses on the Boun Oum government's military strategies and international relations during a turbulent period in Laos.
103,COMMUNITY:103,Laotian Royal Leadership Dynamics,Political Structures and Leadership in Laos,49,PRINCE PETSARATH | CROWN PRINCE SAVANG | DEPUTY PREMIER KATAY | SOBLSI | LT COL MACHMOUR | KING OF LAOS | EDGAR BONNET | NASR [MACHMOUR / SOUPHANNOUVONG],"{""EventCluster"": 30, ""CanonicalEntity"": 19}",This community focuses on key figures in Laotian governance and their influence on state decisions.
127,COMMUNITY:127,Vietnamese Political Leadership Dynamics,Government Leadership and Political Transitions,49,BAO DAI | TRAN VAN HUU | Bao Dai's opposition | NGUYEN VAN TAM | GUY LA CHAMBRE | Rumored replacement of Vietnamese premier | Appointment of Tam | HUU [CONSIGNEE / ROSEMARY],"{""EventCluster"": 25, ""CanonicalEntity"": 24}",This community focuses on the interactions and changes within Vietnamese political leadership during a pivotal historical period.
169,COMMUNITY:169,Cold War Military and Political Alliances,Geopolitical Dynamics of the Cold War Era,49,GENERAL NAVARRE | COMMISSIONER GENERAL DEJEAN | VIET MINH [SATAN / PRACA] | DE CASTRIES | COLONEL ABDUL GAMAL NASR | MOHAMMAD NAGIB | OPERATION CONDOR | Communist meeting in Stockholm,"{""EventCluster"": 33, ""CanonicalEntity"": 16}","This community explores key military and political figures and events during the Cold War, highlighting strategic alliances and conflicts."
202,COMMUNITY:202,Belgium's Military Restructuring Initiatives,European Defense and Security Strategies,49,BELGIUM | Belgium's planned reduction of forces | NATO [SHAPE / BELGIUM] | GILSON | BELGIAN CABINET | BELGIAN PRIME MINISTER | LAOTIAN ARMY [YUGOSLAVIA / BELGIUM] | Defense budget cuts in Belgium,"{""CanonicalEntity"": 26, ""EventCluster"": 23}",This community focuses on Belgium's strategic decisions regarding military force reductions and defense budget adjustments.
