alias,canonical_label,review_status,heuristic_reason,final_score,openai_decision,openai_confidence
AMERICAN EMBASSY IN TEL AVIV,AMERICAN EMBASSY,accept_openai,lexical_context_similarity,0.6803,merge,0.8
AMERICAN EMBASSY IN THE HAGUE,AMERICAN EMBASSY,accept_openai,lexical_context_similarity,0.6641,merge,0.8
AMERICAN EMBASSY IN TOKYO,AMERICAN EMBASSY,accept_openai,lexical_context_similarity,0.6824,merge,0.8
AMERICAN EMBASSY IN TUNIS,AMERICAN EMBASSY,accept_openai,lexical_context_similarity,0.7355,merge,0.8
AMERICAN EMBASSY IN VIENTIANE,AMERICAN EMBASSY,accept_openai,lexical_context_similarity,0.6997,merge,0.8
AMERICAN EMBASSY IN WARSAW,AMERICAN EMBASSY,accept_openai,lexical_context_similarity,0.7117,merge,0.85
AMERICAN EMBASSY IN WASHINGTON,AMERICAN EMBASSY,accept_openai,lexical_context_similarity,0.6125,merge,0.8
AMERICAN GOVERNMENT,US GOVERNMENT,accept_openai,lexical_context_similarity,0.6235,merge,0.85
AMERICAN HIGH COMMISSIONER,US HIGH COMMISSIONER,accept_openai,lexical_context_similarity,0.6497,merge,0.8
AMERICAN LEGATION IN BUCHAREST,AMERICAN LEGATION,accept_openai,lexical_context_similarity,0.6737,merge,0.8
AMERICAN LEGATION IN HELSINKI,US LEGATION IN HELSINKI,accept_openai,lexical_context_similarity,0.6629,merge,0.85
AMERICAN LEGATION IN REYKJAVIK,AMERICAN LEGATION,accept_openai,lexical_context_similarity,0.6566,merge,0.8
AMERICAN LEGATION IN TAIZ,AMERICAN LEGATION,accept_openai,lexical_context_similarity,0.691,merge,0.8
AMERICAN MILITARY AID AND ADVISORY GROUP,AMERICAN MILITARY ADVISORY GROUP,accept_openai,lexical_context_similarity,0.7989,merge,0.8
AMERICAN MILITARY ASSISTANCE ADVISORY GROUP,AMERICAN MILITARY ADVISORY GROUP,accept_openai,lexical_context_similarity,0.8397,merge,0.8
AMERICAN MILITARY ASSISTANCE AND ADVISORY GROUP,AMERICAN MILITARY ADVISORY GROUP,accept_openai,lexical_context_similarity,0.7615,merge,0.85
AMERICAN MILITARY ATTACHE,US MILITARY ATTACHE,accept_openai,lexical_context_similarity,0.6905,merge,0.85
AMERICAN MILITARY OFFICIALS,AMERICAN OFFICIALS,accept_openai,lexical_context_similarity,0.7319,merge,0.8
AMERICAN MILITARY PERSONNEL,US MILITARY PERSONNEL,accept_openai,lexical_context_similarity,0.623,merge,0.85
AMERICAN MINISTER HEATH,US MINISTER HEATH,accept_openai,lexical_context_similarity,0.6187,merge,0.85
AMERICAN MINISTER IN TRIPOLI,AMERICAN MINISTER,accept_openai,lexical_context_similarity,0.6482,merge,0.8
AMERICAN MINISTER TO SYRIA,AMERICAN MINISTER,accept_openai,lexical_context_similarity,0.7016,merge,0.8
AMERICAN MINISTER VILLARD,AMERICAN MINISTER,accept_openai,lexical_context_similarity,0.6774,merge,0.8
AMERICAN MINISTER YOST,AMERICAN MINISTER,accept_openai,lexical_context_similarity,0.7236,merge,0.8
AMERICAN OFFICIALS IN BONN,AMERICAN OFFICIALS,accept_openai,lexical_context_similarity,0.7406,merge,0.8
AMERICAN OFFICIALS IN SAIGON,AMERICAN OFFICIALS,accept_openai,lexical_context_similarity,0.7126,merge,0.8
AMERICAN OIL COMPANY,ARABIAN AMERICAN OIL COMPANY,accept_openai,lexical_context_similarity,0.7088,merge,0.8
AMERICAN SEVENTH FLEET,US SEVENTH FLEET,accept_openai,lexical_context_similarity,0.7397,merge,0.85
AMERICAN STATE DEPARTMENT,DEPARTMENT OF STATE,accept_openai,lexical_context_similarity,0.7393,merge,0.85
AMERICAN UN DELEGATION,AMERICAN DELEGATION,accept_openai,lexical_context_similarity,0.7979,merge,0.8
AMIR-AZIZI,GENERAL AMIR-AZIZI,accept_rule,person_title_variant,0.95,,
AMOEDO,JULIO AMOEDO,accept_openai,lexical_context_similarity,0.6517,merge,0.8
AMR,AMR PASHA,accept_openai,lexical_context_similarity,0.6064,merge,0.8
AN-12,SOVIET AN-12,accept_openai,lexical_context_similarity,0.6674,merge,0.8
ANACONDA COPPER,ANACONDA,accept_openai,lexical_context_similarity,0.7258,merge,0.8
ANASTAS I. MIKOYAN,ANASTAS MIKOYAN,accept_openai,lexical_context_similarity,0.8484,merge,0.9
ANASTASE MIKOYAN,ANASTAS MIKOYAN,accept_openai,lexical_context_similarity,0.6785,merge,0.9
"ANASTASIO SOMOZA, JR.",ANASTASIO SOMOZA,accept_openai,lexical_context_similarity,0.7611,merge,0.8
ANDHRA STATE,ANDHRA,accept_openai,lexical_context_similarity,0.7033,merge,0.8
ANDREI VYSHINSKY,VYSHINSKY,accept_openai,lexical_context_similarity,0.6718,merge,0.85
ANGLO-AMERICAN FORCES,ANGLO-AMERICAN OCCUPATION FORCES,accept_openai,lexical_context_similarity,0.6591,merge,0.8
ANGLO-EGYPTIAN TREATY,ANGLO-EGYPTIAN TREATY OF 1936,accept_openai,lexical_context_similarity,0.7263,merge,0.85
ANGLO-IRANIAN,ANGLO-IRANIAN OIL COMPANY,accept_openai,lexical_context_similarity,0.7033,merge,0.8
ANGLO-JORDANIAN DEFENSE TREATY,ANGLO-JORDANIAN TREATY,accept_openai,lexical_context_similarity,0.8559,merge,0.85
ANGOLA PEOPLES UNION,ANGOLAN PEOPLES UNION (UPA),accept_openai,lexical_context_similarity,0.6425,merge,0.85
ANGOLA PEOPLES UNION (UPA),ANGOLAN PEOPLES UNION (UPA),accept_openai,lexical_context_similarity,0.7714,merge,0.85
ANGOLAN PEOPLES UNION,ANGOLAN PEOPLES UNION (UPA),accept_openai,lexical_context_similarity,0.7386,merge,0.85
ANNA KETHELY,ANA KETHELY,accept_openai,lexical_context_similarity,0.6788,merge,0.85
ANSAR SECT,ANSAR RELIGIOUS SECT,accept_openai,lexical_context_similarity,0.623,merge,0.8
ANTI-COMMUNIST LEADERS,ANTI-COMMUNIST POLITICAL LEADERS,accept_openai,lexical_context_similarity,0.684,merge,0.85
ANTI-FASCIST PEOPLES FREEDOM LEAGUE (AFPFL),ANTI-FASCIST PEOPLES FREEDOM LEAGUE,accept_rule,parenthetical_base_match,0.91,,
ANTOINE GIZENGA,GIZENGA,accept_openai,lexical_context_similarity,0.7504,merge,0.85
ANTONIN ZAPOTOCKY,ZAPOTOCKY,accept_openai,lexical_context_similarity,0.6863,merge,0.8
ANTONIO KEBREAU,KEBREAU,accept_openai,lexical_context_similarity,0.641,merge,0.8
ANWAR AL-SADAT,ANWAR SADAT,accept_openai,lexical_context_similarity,0.7008,merge,0.85
APRA PARTY,APRA,accept_openai,lexical_context_similarity,0.7151,merge,0.85
APRIL AND MAY REVOLUTIONARY PARTY (PRAM),APRIL AND MAY REVOLUTIONARY PARTY,accept_rule,parenthetical_base_match,0.91,,
ARAB DELEGATES,ARAB UN DELEGATES,accept_openai,lexical_context_similarity,0.7628,merge,0.8
ARAB FEDAYEEN,FEDAYEEN,accept_openai,lexical_context_similarity,0.7055,merge,0.8
ARAB LEAGUE COLLECTIVE SECURITY PACT,ARAB COLLECTIVE SECURITY PACT,accept_openai,lexical_context_similarity,0.8193,merge,0.85
ARAB LEAGUE COUNCIL,ARAB LEAGUE,accept_openai,lexical_context_similarity,0.7282,merge,0.85
ARAB REFUGEES,PALESTINIAN ARAB REFUGEES,accept_openai,lexical_context_similarity,0.6751,merge,0.8
ARAB REPUBLIC,UNITED ARAB REPUBLIC,accept_openai,lexical_context_similarity,0.7886,merge,0.8
ARAB SOCIALIST RESURRECTION PARTY (ASRP),ARAB SOCIALIST RESURRECTION PARTY,accept_openai,lexical_context_similarity,0.6123,merge,0.8
ARAB SOCIALIST-RESURRECTIONIST PARTY,ARAB SOCIALIST RESURRECTION PARTY,accept_openai,lexical_context_similarity,0.694,merge,0.85
ARABIAN AMERICAN OIL COMPANY (ARAMCO),ARABIAN AMERICAN OIL COMPANY,accept_openai,lexical_context_similarity,0.7164,merge,0.85
ARABIAN-AMERICAN OIL COMPANY,ARABIAN AMERICAN OIL COMPANY,accept_rule,token_bag_match,0.94,,
ARABIAN-AMERICAN OIL COMPANY (ARAMCO),ARABIAN AMERICAN OIL COMPANY,accept_openai,lexical_context_similarity,0.7235,merge,0.8
ARAUJO,MANUEL ARAUJO,accept_openai,lexical_context_similarity,0.7164,merge,0.85
ARGENTINE PRESIDENT,ARGENTINE PRESIDENT FRONDIZI,accept_openai,lexical_context_similarity,0.6871,merge,0.8
ARGENTINE PRESIDENT ARAMBURU,ARAMBURU,accept_openai,lexical_context_similarity,0.727,merge,0.85
ARGENTINE PROVISIONAL GOVERNMENT,ARGENTINE GOVERNMENT,accept_openai,lexical_context_similarity,0.7141,merge,0.8
ARIAS,RICARDO ARIAS,accept_openai,lexical_context_similarity,0.6195,merge,0.85
ARKADY SOBOLEV,SOBOLEV,accept_openai,lexical_context_similarity,0.6294,merge,0.8
ARMY SECRETARY BRUCKER,SECRETARY OF THE ARMY,accept_openai,lexical_context_similarity,0.7286,merge,0.9
AROSEMENA,PRESIDENT AROSEMENA,accept_rule,person_title_variant,0.95,,
ARSHAD AL UMARI,ARSHAD AL-UMARI,accept_rule,person_title_variant,0.95,,
ARTAJO,MARTIN ARTAJO,accept_openai,lexical_context_similarity,0.6433,merge,0.8
ARTURO FRONDIZI,FRONDIZI,accept_openai,lexical_context_similarity,0.6883,merge,0.85
ASANUMA,INEJIRO ASANUMA,accept_openai,lexical_context_similarity,0.6219,merge,0.85
ASFA WOSSEN,CROWN PRINCE ASFA WOSSEN,accept_openai,lexical_context_similarity,0.6566,merge,0.8
ASSAM STATE,ASSAM,accept_openai,lexical_context_similarity,0.6936,merge,0.85
ASSEMBLY,FRENCH NATIONAL ASSEMBLY,accept_openai,lexical_context_similarity,0.7306,merge,0.8
ASSEMBLY SPEAKER YI KI-PUNG,YI KI-PUNG,accept_openai,lexical_context_similarity,0.6484,merge,0.85
"ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE, DEPARTMENT OF THE ARMY","ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE, DEPARTMENT OF ARMY",accept_rule,token_bag_match,1.0,,
"ASSISTANT CHIEF OF STAFF, INTELLIGENCE, DEPARTMENT OF THE ARMY","ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE, DEPARTMENT OF ARMY",accept_heuristic,lexical_context_similarity,1.0,,
ASSISTANT SECRETARY OF DEFENSE (INTERNATIONAL SECURITY AFFAIRS),ASSISTANT SECRETARY OF DEFENSE FOR INTERNATIONAL SECURITY AFFAIRS,accept_heuristic,lexical_context_similarity,0.9998,,
ASSISTANT TO SECRETARY OF DEFENSE (SPECIAL OPERATIONS),ASSISTANT TO SECRETARY OF DEFENSE FOR SPECIAL OPERATIONS,accept_heuristic,lexical_context_similarity,0.9731,,
ASWAN DAM,ASWAN HIGH DAM,accept_openai,lexical_context_similarity,0.838,merge,0.9
ASWAN DAM PROJECT,ASWAN HIGH DAM,accept_openai,lexical_context_similarity,0.7282,merge,0.8
ATATURK,KEMAL ATATURK,accept_openai,lexical_context_similarity,0.6195,merge,0.85
ATTOPEU PROVINCE,ATTOPEU,accept_openai,lexical_context_similarity,0.6851,merge,0.85
AUGUST DE SCHRIJVER,DE SCHRIJVER,accept_openai,lexical_context_similarity,0.6686,merge,0.8
AUGUSTE DE SCHRIJVER,DE SCHRIJVER,accept_openai,lexical_context_similarity,0.6863,merge,0.85
AUGUSTIN GUILLAUME,GENERAL AUGUSTIN GUILLAUME,accept_rule,person_title_variant,0.95,,
AUNG GYI,BRIGADIER AUNG GYI,accept_rule,person_title_variant,0.95,,
AUSTRALIAN MINISTER,AUSTRALIAN MINISTER QUINN,accept_openai,lexical_context_similarity,0.6636,merge,0.8
AUSTRIAN CHANCELLOR JULIUS RAAB,CHANCELLOR RAAB,accept_openai,lexical_context_similarity,0.6757,merge,0.85
AUSTRIAN CHANCELLOR RAAB,CHANCELLOR RAAB,accept_openai,lexical_context_similarity,0.7794,merge,0.85
AUSTRIAN FOREIGN MINISTER,FOREIGN MINISTER GRUBER,accept_openai,lexical_context_similarity,0.7388,merge,0.8
AUSTRIAN FOREIGN MINISTER FIGL,FOREIGN MINISTER FIGL,accept_openai,lexical_context_similarity,0.7766,merge,0.85
AUSTRIAN FOREIGN MINISTER GRUBER,FOREIGN MINISTER GRUBER,accept_openai,lexical_context_similarity,0.8021,merge,0.85
AUSTRIAN INTERIOR MINISTER HELMER,AUSTRIAN MINISTER OF INTERIOR HELMER,accept_openai,lexical_context_similarity,0.7625,merge,0.9
AUSTRIAN MINISTER,FOREIGN MINISTER GRUBER,accept_openai,lexical_context_similarity,0.7015,merge,0.8
AUSTRIAN PEOPLES PARTY,PEOPLES PARTY,accept_openai,lexical_context_similarity,0.7213,merge,0.85
AVERILL HARRIMAN,HARRIMAN,accept_openai,lexical_context_similarity,0.6188,merge,0.8
AYATOLLAH KASHANI,KASHANI,accept_openai,lexical_context_similarity,0.6407,merge,0.8
B. P. KOIRALA,KOIRALA,accept_openai,lexical_context_similarity,0.849,merge,0.85
B. T. RANADIVE,RANADIVE,accept_openai,lexical_context_similarity,0.6964,merge,0.8
BAATH,BAATH PARTY,accept_openai,lexical_context_similarity,0.7237,merge,0.85
BAATHIST PARTY,BAATH PARTY,accept_openai,lexical_context_similarity,0.6449,merge,0.8
BADEN-WUERTTEMBURG,BADEN-WUERTTEMBERG,accept_openai,lexical_context_similarity,0.6287,merge,0.9
BADR,CROWN PRINCE BADR,accept_openai,lexical_context_similarity,0.6497,merge,0.85
BAGHDAD PACT MEMBERS,BAGHDAD PACT,accept_openai,lexical_context_similarity,0.7077,merge,0.8
BAGHDAD RADIO,RADIO BAGHDAD,accept_rule,token_bag_match,0.94,,
BAGIROV,M. D. BAGIROV,accept_openai,lexical_context_similarity,0.731,merge,0.85
BAIBAKOV,N. K. BAIBAKOV,accept_openai,lexical_context_similarity,0.7404,merge,0.9
BAJAUR REGION,BAJAUR,accept_openai,lexical_context_similarity,0.6631,merge,0.8
BAKDASH,KHALID BAKDASH,accept_openai,lexical_context_similarity,0.7021,merge,0.85
BAKHTIAR,GENERAL BAKHTIAR,accept_rule,person_title_variant,0.95,,
BALLIVIAN,GENERAL BALLIVIAN,accept_rule,person_title_variant,0.95,,
BALUBAKAT,BALUBAKAT PARTY,accept_openai,lexical_context_similarity,0.6605,merge,0.85
BANAT YAACOV,BANAT YACOV,accept_openai,lexical_context_similarity,0.6317,merge,0.9
BANDA,DR. HASTINGS BANDA,accept_openai,lexical_context_similarity,0.6067,merge,0.8
BANDARANAIKE REGIME,BANDARANAIKE GOVERNMENT,accept_openai,lexical_context_similarity,0.646,merge,0.8
BANDARANAIKES GOVERNMENT,BANDARANAIKE GOVERNMENT,accept_openai,lexical_context_similarity,0.7029,merge,0.85
BANI SAKHIR,BANI SAKHIR BEDOUIN TRIBE,accept_openai,lexical_context_similarity,0.6891,merge,0.8
BANI SAKHIR TRIBE,BANI SAKHIR BEDOUIN TRIBE,accept_openai,lexical_context_similarity,0.7018,merge,0.8
BARLIAN,LT. COL. BARLIAN,accept_openai,lexical_context_similarity,0.6663,merge,0.85
BARROSO,GENERAL BARROSO,accept_rule,person_title_variant,0.95,,
BARZANI,MULLA MUSTAFA BARZANI,accept_openai,lexical_context_similarity,0.6583,merge,0.8
BASC,BERLIN AIR SAFETY CENTER,accept_rule,acronym_match,0.9,,
BATLLE BERRES,LUIS BATLLE BERRES,accept_openai,lexical_context_similarity,0.7277,merge,0.8
BAVARIAN BRANCH OF THE WEST GERMAN COMMUNIST PARTY,WEST GERMAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.721,merge,0.85
BAVARIAN PARTY (BP),BAVARIAN PARTY,accept_rule,parenthetical_base_match,0.91,,
BAYAR-MENDERES GOVERNMENT,MENDERES GOVERNMENT,accept_openai,lexical_context_similarity,0.7321,merge,0.8
BAYAR-MENDERES REGIME,MENDERES REGIME,accept_openai,lexical_context_similarity,0.6877,merge,0.8
BAZAN,JOSE BAZAN,accept_openai,lexical_context_similarity,0.6944,merge,0.85
BEAM,AMERICAN AMBASSADOR,accept_rule,person_title_variant,0.95,,
BECHIR SAADAWI,BECHIR BEY SAADAWI,accept_openai,lexical_context_similarity,0.7265,merge,0.8
BEKKAI,SI BEKKAI,accept_openai,lexical_context_similarity,0.7231,merge,0.85
BELGIAN CARETAKER GOVERNMENT,BELGIAN GOVERNMENT,accept_openai,lexical_context_similarity,0.6815,merge,0.8
BELGIAN FORCES,BELGIAN MILITARY,accept_openai,lexical_context_similarity,0.667,merge,0.8
BELGIAN FOREIGN MINISTER VAN ZEELAND,FOREIGN MINISTER VAN ZEELAND,accept_openai,lexical_context_similarity,0.7773,merge,0.8
BELGIAN MILITARY FORCES,BELGIAN MILITARY,accept_openai,lexical_context_similarity,0.7411,merge,0.85
BELGIAN MINISTER FOR THE CONGO DE SCHRIJVER,CONGO MINISTER DE SCHRIJVER,accept_openai,lexical_context_similarity,0.7456,merge,0.8
BELGIAN PARATROOPS,BELGIAN TROOPS,accept_openai,lexical_context_similarity,0.6841,merge,0.8
BELGIAN PREMIER,EYSKENS,accept_openai,lexical_context_similarity,0.6219,merge,0.8
BELGIAN PREMIER EYSKENS,EYSKENS,accept_openai,lexical_context_similarity,0.7329,merge,0.85
BELGIAN PRIME MINISTER EYSKENS,PRIME MINISTER EYSKENS,accept_openai,lexical_context_similarity,0.8181,merge,0.9
BELGIAN SOCIAL CHRISTIAN PARTY,SOCIAL CHRISTIAN PARTY,accept_openai,lexical_context_similarity,0.7772,merge,0.8
BELGIAN TRUST TERRITORY OF RUANDA-URUNDI,RUANDA-URUNDI,accept_openai,lexical_context_similarity,0.6145,merge,0.8
BELGRADE EMBASSY,US EMBASSY,accept_openai,lexical_context_similarity,0.7276,merge,0.9
BELISHOVA,LIRI BELISHOVA,accept_openai,lexical_context_similarity,0.7297,merge,0.85
BELYAYEV,NIKOLAI BELYAYEV,accept_openai,lexical_context_similarity,0.7284,merge,0.85
BEN BARKA,MEHDI BEN BARKA,accept_openai,lexical_context_similarity,0.6731,merge,0.8
BEN GURION,BEN-GURION,accept_rule,person_title_variant,0.95,,
BEN UTHMAN,MUHAMMAD BEN UTHMAN,accept_openai,lexical_context_similarity,0.6693,merge,0.85
BEN YOUSSEF,MOHAMED BEN YOUSSEF,accept_openai,lexical_context_similarity,0.7688,merge,0.85
BEN-HALIM,BEN HALIM,accept_rule,person_title_variant,0.95,,
BENELUX,BENELUX COUNTRIES,accept_openai,lexical_context_similarity,0.6479,merge,0.8
BENELUX GOVERNMENTS,BENELUX COUNTRIES,accept_openai,lexical_context_similarity,0.6287,merge,0.8
BENGKALIS,BENGKALIS ISLAND,accept_openai,lexical_context_similarity,0.6647,merge,0.8
BERLIN COMMANDANTS,BRITISH BERLIN COMMANDANTS,accept_openai,lexical_context_similarity,0.7473,merge,0.8
BERLIN MAYOR BRANDT,WILLY BRANDT,accept_openai,lexical_context_similarity,0.7463,merge,0.85
BERLIN SOCIALIST UNITY PARTY,SOCIALIST UNITY PARTY,accept_openai,lexical_context_similarity,0.7454,merge,0.8
BERLINS MAYOR BRANDT,WILLY BRANDT,accept_openai,lexical_context_similarity,0.7391,merge,0.8
BERNBAUM,AMERICAN AMBASSADOR,accept_openai,lexical_context_similarity,0.6135,merge,0.85
BERRY,AMBASSADOR BERRY,accept_rule,person_title_variant,0.95,,
BEVAN,ANEURIN BEVAN,accept_openai,lexical_context_similarity,0.6554,merge,0.9
BINH XUYEN GANGSTER ORGANIZATION,BINH XUYEN,accept_openai,lexical_context_similarity,0.6233,merge,0.85
BISHOP,AMBASSADOR BISHOP,accept_rule,person_title_variant,0.95,,
BISHOP OTTO DIBELIUS,BISHOP DIBELIUS,accept_openai,lexical_context_similarity,0.7543,merge,0.9
BIZERTE BASE,BIZERTE,accept_openai,lexical_context_similarity,0.7481,merge,0.8
BLACK SEA FLEET,SOVIET BLACK SEA FLEET,accept_openai,lexical_context_similarity,0.776,merge,0.85
BLANKENHORN,HERBERT BLANKENHORN,accept_openai,lexical_context_similarity,0.6284,merge,0.9
BLOC,SOVIET BLOC,accept_openai,lexical_context_similarity,0.6498,merge,0.8
BLUE DIVISION,SPANISH BLUE DIVISION,accept_openai,lexical_context_similarity,0.6844,merge,0.8
BODYGUARD,IMPERIAL BODYGUARD,accept_openai,lexical_context_similarity,0.6235,merge,0.8
BOGOMOLOV,ALEXANDER BOGOMOLOV,accept_openai,lexical_context_similarity,0.6073,merge,0.8
BOLIKANGO,JEAN BOLIKANGO,accept_openai,lexical_context_similarity,0.6828,merge,0.9
BOLIVIAN MINING CORPORATION,BOLIVIAS NATIONALIZED MINING CORPORATION,accept_openai,lexical_context_similarity,0.6097,merge,0.8
BOLIVIAN MINING CORPORATION (COMIBOL),MINE CORPORATION OF BOLIVIA (COMIBOL),accept_openai,lexical_context_similarity,0.6155,merge,0.85
BOLIVIAN NATIONAL REVOLUTIONARY MOVEMENT (MNR),NATIONALIST REVOLUTIONARY MOVEMENT (MNR),accept_openai,lexical_context_similarity,0.6752,merge,0.8
BOLIVIAN PRESIDENT SILES,PRESIDENT SILES,accept_openai,lexical_context_similarity,0.6983,merge,0.85
BOLIVIAN WORKER CENTRAL (COB),BOLIVIAN WORKERS CENTRAL,accept_openai,lexical_context_similarity,0.6625,merge,0.8
BONN DEFENSE MINISTER STRAUSS,DEFENSE MINISTER STRAUSS,accept_openai,lexical_context_similarity,0.8434,merge,0.8434
BONSAL,AMBASSADOR BONSAL,accept_rule,person_title_variant,0.95,,
BOUN OUM - PHOUMI GOVERNMENT,BOUN OUM GOVERNMENT,accept_openai,lexical_context_similarity,0.7653,merge,0.8
BOUN OUM FORCES,PHOUMI FORCES,accept_openai,lexical_context_similarity,0.6925,merge,0.85
BOUNTHENG,MAJOR BOUNTHENG,accept_rule,person_title_variant,0.95,,
BOURGES-MAUNOURY CABINET,BOURGES-MAUNOURY GOVERNMENT,accept_openai,lexical_context_similarity,0.6477,merge,0.8
BOWLES,AMBASSADOR BOWLES,accept_rule,person_title_variant,0.95,,
BRAZILIAN FOREIGN OFFICE,BRAZILIAN FOREIGN MINISTRY,accept_openai,lexical_context_similarity,0.6081,merge,0.8
BRAZILIAN MILITARY OFFICIALS,BRAZILIAN MILITARY,accept_openai,lexical_context_similarity,0.7281,merge,0.8
BRAZILIAN PRESIDENT QUADROS,PRESIDENT QUADROS,accept_openai,lexical_context_similarity,0.7384,merge,0.8
BRAZILS COMMUNIST PARTY,BRAZILIAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.6503,merge,0.8
BRAZILS PRESIDENT QUADROS,PRESIDENT QUADROS,accept_openai,lexical_context_similarity,0.7748,merge,0.8
BRIGADIER ABD AL-RAHIM SHANNAN,BRIGADIER SHANNAN,accept_openai,lexical_context_similarity,0.6718,merge,0.8
BRIGADIER GENERAL PHOUMI,GENERAL PHOUMI,accept_rule,person_title_variant,0.95,,
BRIGADIER HASAN BASHIR NASIR,HASAN BASHIR NASIR,accept_rule,person_title_variant,0.95,,
BRIGGS,AMBASSADOR BRIGGS,accept_rule,person_title_variant,0.95,,
BRITISH AIOC,ANGLO-IRANIAN OIL COMPANY,accept_openai,lexical_context_similarity,0.6609,merge,0.8
BRITISH AMBASSADOR IN AMMAN,BRITISH AMBASSADOR,accept_openai,lexical_context_similarity,0.7127,merge,0.85
BRITISH AMBASSADOR IN CAIRO,BRITISH AMBASSADOR,accept_openai,lexical_context_similarity,0.6992,merge,0.8
BRITISH AMBASSADOR IN PARIS,BRITISH AMBASSADOR,accept_openai,lexical_context_similarity,0.7213,merge,0.85
BRITISH AMBASSADOR MALLET,BRITISH AMBASSADOR,accept_openai,lexical_context_similarity,0.7108,merge,0.85
BRITISH AMBASSADOR ROBERTS,BRITISH AMBASSADOR,accept_openai,lexical_context_similarity,0.6929,merge,0.85
BRITISH AMBASSADOR STEVENS,BRITISH AMBASSADOR,accept_openai,lexical_context_similarity,0.7067,merge,0.85
BRITISH AMBASSADOR STEVENSON,AMBASSADOR STEVENSON,accept_openai,lexical_context_similarity,0.6304,merge,0.8
BRITISH AMBASSADOR TO IRAN,BRITISH AMBASSADOR,accept_openai,lexical_context_similarity,0.7355,merge,0.8
BRITISH AND FRENCH,FRENCH AND BRITISH,accept_rule,token_bag_match,0.94,,
BRITISH ANGLO-IRANIAN OIL COMPANY,ANGLO-IRANIAN OIL COMPANY,accept_openai,lexical_context_similarity,0.8688,merge,0.9
BRITISH ASIATIC PETROLEUM CORPORATION,BRITISH ASIATIC PETROLEUM COMPANY,accept_openai,lexical_context_similarity,0.6468,merge,0.8
BRITISH COMMONWEALTH,COMMONWEALTH,accept_openai,lexical_context_similarity,0.715,merge,0.85
BRITISH DEFENSE MINISTER SANDYS,DEFENSE MINISTER SANDYS,accept_openai,lexical_context_similarity,0.8064,merge,0.8
BRITISH EMBASSY IN ATHENS,BRITISH EMBASSY,accept_openai,lexical_context_similarity,0.6839,merge,0.8
BRITISH EMBASSY IN CAIRO,BRITISH EMBASSY,accept_openai,lexical_context_similarity,0.7302,merge,0.8
BRITISH EMBASSY IN PEIPING,BRITISH EMBASSY,accept_openai,lexical_context_similarity,0.6737,merge,0.8
BRITISH FOREIGN MINISTER MORRISON,FOREIGN SECRETARY MORRISON,accept_openai,lexical_context_similarity,0.6443,merge,0.8
BRITISH FOREIGN SECRETARY,FOREIGN SECRETARY EDEN,accept_openai,lexical_context_similarity,0.6206,merge,0.85
BRITISH FOREIGN SECRETARY EDEN,FOREIGN SECRETARY EDEN,accept_openai,lexical_context_similarity,0.8074,merge,0.85
BRITISH FOREIGN SECRETARY HOME,FOREIGN SECRETARY EDEN,accept_openai,lexical_context_similarity,0.7728,merge,0.8
BRITISH FOREIGN SECRETARY LLOYD,FOREIGN SECRETARY EDEN,accept_openai,lexical_context_similarity,0.7285,merge,0.8
BRITISH FOREIGN SECRETARY MORRISON,FOREIGN SECRETARY MORRISON,accept_openai,lexical_context_similarity,0.8319,merge,0.85
