alias,canonical_label,notes,source,review_status,final_score
COL. BARLIAN,LT. COL. BARLIAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7977
MENDEZ MONTENEGRO,MARIO MENDEZ MONTENEGRO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7975
COMMITTEE FOR THE DEFENSE OF THE NATIONAL INTERESTS (CDNI),COMMITTEE FOR DEFENSE OF NATIONAL INTERESTS (CDNI),lexical_context_similarity,stage_a1_auto,accept_openai,0.7971
MINISTER OF DEFENSE PLEVEN,DEFENSE MINISTER PLEVEN,lexical_context_similarity,stage_a1_auto,accept_openai,0.797
JAPANESE PRIME MINISTER KISHI,PRIME MINISTER KISHI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7969
CO-FOREIGN MINISTER LUNS,DUTCH CO-FOREIGN MINISTER LUNS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7968
PRIME MINISTER ALI AMINI,PRIME MINISTER AMINI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7968
V. A. MALYSHEV,MALYSHEV,lexical_context_similarity,stage_a1_auto,accept_openai,0.7967
NATIONALIST AIR FORCE,CHINESE NATIONALIST AIR FORCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7964
COL. SUMUAL,LT. COL. SUMUAL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7963
INDIA CONGRESS PARTY,CONGRESS PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7963
MINISTER HEATH,US MINISTER HEATH,lexical_context_similarity,stage_a1_auto,accept_openai,0.7963
US AMBASSADOR LODGE,AMBASSADOR LODGE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7963
G. M. PUSHKIN,PUSHKIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7962
AFGHAN PRIME MINISTER,PRIME MINISTER DAUD,lexical_context_similarity,stage_a1_auto,accept_openai,0.7958
MOHAMED BEN ARAFA,SULTAN MOHAMED BEN ARAFA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7956
CANADIAN UN DELEGATION,CANADIAN DELEGATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7945
FRENCH MINISTER FOR ASSOCIATED STATES LETOURNEAU,MINISTER OF ASSOCIATED STATES LETOURNEAU,lexical_context_similarity,stage_a1_auto,accept_openai,0.7943
KHALID AZM,KHALID AL-AZM,lexical_context_similarity,stage_a1_auto,accept_openai,0.7941
AMERICAN ATTACHE,US MILITARY ATTACHE,lexical_context_similarity,stage_a1_auto,accept_openai,0.794
FOREIGN MINISTER BRENTANO,FOREIGN MINISTER VON BRENTANO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7937
FRENCH UNION FORCES,FRENCH FORCES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7936
US DEPARTMENT OF COMMERCE,DEPARTMENT OF COMMERCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7935
AFGHAN PRIME MINISTER DAUD,PRIME MINISTER DAUD,lexical_context_similarity,stage_a1_auto,accept_openai,0.7933
CZECHOSLOVAK COMMUNIST,CZECHOSLOVAK COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7933
NATIONALIST-HELD TACHEN ISLANDS,TACHEN ISLANDS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7927
SOVIET NORTHERN FLEET,NORTHERN FLEET,lexical_context_similarity,stage_a1_auto,accept_openai,0.7926
D. T. SHEPILOV,SHEPILOV,lexical_context_similarity,stage_a1_auto,accept_openai,0.7918
MORRISON-KNUDSEN AFGHANISTAN COMPANY,MORRISON-KNUDSEN COMPANY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7917
EUROPEAN COMMON MARKET,COMMON MARKET,lexical_context_similarity,stage_a1_auto,accept_openai,0.7913
KHRUNICHEV,M. V. KHRUNICHEV,lexical_context_similarity,stage_a1_auto,accept_openai,0.7911
US STATE DEPARTMENT,US DEPARTMENT OF STATE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7904
FRENCH RADICAL SOCIALIST PARTY,RADICAL SOCIALISTS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7902
FOREIGN MINISTRY,FRENCH FOREIGN MINISTRY,lexical_context_similarity,stage_a1_auto,accept_openai,0.79
NEO ISTIQLAL PARTY,ISTIQLAL PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7899
NEO LAO HAK ZAT PARTY,NEO LAO HAK SAT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7899
POLISH WORKERS PARTY,POLISH UNITED WORKERS PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7899
MAJOR GENERAL CARLOS TORANZO MONTER,TORANZO MONTERO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7896
BURMESE COMMUNIST,BURMA COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7892
GENERAL TIMUR BAKHTIAR,GENERAL BAKHTIAR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7892
AIR FORCE,US AIR FORCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.789
ARAB REPUBLIC,UNITED ARAB REPUBLIC,lexical_context_similarity,stage_a1_auto,accept_openai,0.7886
WAFD,WAFD PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7884
DEFENSE MINISTRY,MINISTRY OF DEFENSE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7881
SHAH MAHMUD KHAN,SHAH MAHMUD,lexical_context_similarity,stage_a1_auto,accept_openai,0.7881
ISTIQLAL,ISTIQLAL PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7877
ALGERIAN REBEL REVOLUTIONARY COUNCIL,ALGERIAN REVOLUTIONARY COUNCIL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7876
GREEK FIELD MARSHAL PAPAGOS,PAPAGOS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7875
11TH INTER-AMERICAN CONFERENCE,INTER-AMERICAN CONFERENCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7867
GUANTANAMO BAY,GUANTANAMO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7865
ALL-GERMAN AFFAIRS MINISTER LEMMER,MINISTER FOR ALL-GERMAN AFFAIRS LEMMER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7861
BURMESE WORKERS AND PEASANTS PARTY,BURMA WORKERS AND PEASANTS PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.786
NEW SYRIAN GOVERNMENT,SYRIAN GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.786
CONGO REPUBLIC,REPUBLIC OF CONGO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7854
UNITED STATES EMBASSY IN ROME,UNITED STATES EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7853
FRENCH PRESIDENT DE GAULLE,DE GAULLE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7849
AMBASSADOR STROM,US AMBASSADOR STROM,lexical_context_similarity,stage_a1_auto,accept_openai,0.7848
VENEZUELAN PRESIDENT BETANCOURT,BETANCOURT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7845
CUBAN CONFEDERATION OF WORKERS (CTC),CUBAN WORKERS CONFEDERATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7841
CHINESE NATIONALIST FORCES,CHINESE NATIONALIST,lexical_context_similarity,stage_a1_auto,accept_openai,0.7838
ERNESTO CHE GUEVARA,ERNESTO GUEVARA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7838
CHRISTIAN DEMOCRATIC (CD) GOVERNMENT,CHRISTIAN DEMOCRATIC GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7837
NATIONAL FRONT PARTY,NATIONAL FRONT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7837
SUDANESE PRIME MINISTER ABBOUD,PRIME MINISTER ABBOUD,lexical_context_similarity,stage_a1_auto,accept_openai,0.7832
FIELD MARSHAL SARIT,SARIT,lexical_context_similarity,stage_a1_auto,accept_openai,0.783
COMMISSIONER DEJEAN,COMMISSIONER GENERAL DEJEAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7829
N. R. PILLAI,PILLAI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7829
CAO DAI SECT,CAO DAI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7826
MUFTI OF JERUSALEM,GRAND MUFTI OF JERUSALEM,lexical_context_similarity,stage_a1_auto,accept_openai,0.7824
NATO AIR BASE AT KEFLAVIK,KEFLAVIK AIR BASE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7821
"DIRECTOR FOR INTELLIGENCE, THE JOINT STAFF","DIRECTOR, THE JOINT STAFF",lexical_context_similarity,stage_a1_auto,accept_openai,0.782
CEYLONESE PRIME MINISTER BANDARANAIKE,PRIME MINISTER BANDARANAIKE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7819
SOVIET DEPUTY FOREIGN MINISTER PUSHKIN,DEPUTY FOREIGN MINISTER PUSHKIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7816
EGYPTIAN REVOLUTIONARY COMMAND,REVOLUTIONARY COMMAND COUNCIL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7812
MUSTAFA BARZANI,MULLA MUSTAFA BARZANI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7812
OTTO GROTEWOHL,GROTEWOHL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7812
COUNCIL OF MUTUAL ECONOMIC ASSISTANCE (CEMA),COUNCIL FOR MUTUAL ECONOMIC ASSISTANCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7811
USSR SUPREME SOVIET,SUPREME SOVIET,lexical_context_similarity,stage_a1_auto,accept_openai,0.7811
CUBAN PRESIDENT BATISTA,BATISTA,lexical_context_similarity,stage_a1_auto,accept_openai,0.781
KING HASSAN,KING HASSAN II,lexical_context_similarity,stage_a1_auto,accept_openai,0.7807
DE GAULLISTS,GAULLISTS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7802
1952 MUTUAL SECURITY ACT,MUTUAL SECURITY ACT,lexical_context_similarity,stage_a1_auto,accept_openai,0.78
C. D. DESHMUKH,DESHMUKH,lexical_context_similarity,stage_a1_auto,accept_openai,0.7799
FRENCH FOREIGN LEGION,FOREIGN LEGION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7795
AUSTRIAN CHANCELLOR RAAB,CHANCELLOR RAAB,lexical_context_similarity,stage_a1_auto,accept_openai,0.7794
SYRIAN BAATHIST PARTY,BAATH PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7792
MOSCOW STATE UNIVERSITY,MOSCOW UNIVERSITY,lexical_context_similarity,stage_a1_auto,accept_openai,0.779
PREMIER KHRUSHCHEV,KHRUSHCHEV,lexical_context_similarity,stage_a1_auto,accept_openai,0.7789
EAST GERMAN SOCIALIST UNITY (COMMUNIST) PARTY,EAST GERMAN SOCIALIST UNITY PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7787
LIBERAL DEMOCRATIC PARTY,LIBERAL-DEMOCRATIC PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7785
BRITISH GOVERNOR HARDING,GOVERNOR HARDING,lexical_context_similarity,stage_a1_auto,accept_openai,0.7782
SAUDI ARABIAN GOVERNMENT,SAUDI GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7782
AMBASSADOR COWEN,US AMBASSADOR COWEN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7773
BELGIAN FOREIGN MINISTER VAN ZEELAND,FOREIGN MINISTER VAN ZEELAND,lexical_context_similarity,stage_a1_auto,accept_openai,0.7773
EMBASSY IN TEL AVIV,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7773
BELGIAN SOCIAL CHRISTIAN PARTY,SOCIAL CHRISTIAN PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7772
WILLIAMS,ERIC WILLIAMS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7771
EX-PRESIDENT FIGUERES OF COSTA RICA,FIGUERES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7768
FRENCH FINANCE MINISTER FAURE,FINANCE MINISTER FAURE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7767
AUSTRIAN FOREIGN MINISTER FIGL,FOREIGN MINISTER FIGL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7766
KONG LE/PATHET LAO,KONG LE - PATHET LAO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7766
FRENCH HIGH COMMISSIONER IN TUNIS,FRENCH HIGH COMMISSIONER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7765
IKEDAS LIBERAL-DEMOCRATIC PARTY,LIBERAL-DEMOCRATIC PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7762
BLACK SEA FLEET,SOVIET BLACK SEA FLEET,lexical_context_similarity,stage_a1_auto,accept_openai,0.776
PRINCE FAISAL,CROWN PRINCE FAYSAL,lexical_context_similarity,stage_a1_auto,accept_openai,0.776
ITALIAN PREMIER DE GASPERI,PREMIER DE GASPERI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7756
YDIGORAS FUENTES,MIGUEL YDIGORAS FUENTES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7756
KOREAN WAR PRISONERS,KOREAN PRISONERS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7754
SENATOR JOSE LAUREL,JOSE LAUREL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7754
EGYPTIAN FOREIGN MINISTER FAWZI,EGYPTIAN FOREIGN MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7752
H. C. MENZIES,MENZIES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7752
PONOMARENKO,P. K. PONOMARENKO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7752
CONFEDERATION OF CUBAN WORKERS,CUBAN WORKERS CONFEDERATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7751
IRAQI PRIME MINISTER QASIM,PRIME MINISTER QASIM,lexical_context_similarity,stage_a1_auto,accept_openai,0.7751
MOROCCAN DEFENSE MINISTER AOUAD,MOROCCAN MINISTER OF DEFENSE AOUAD,lexical_context_similarity,stage_a1_auto,accept_openai,0.7751
S. M. KUDRYAVTSEV,KUDRYAVTSEV,lexical_context_similarity,stage_a1_auto,accept_openai,0.775
EUGEN GERSTENMAIER,BUNDESTAG PRESIDENT GERSTENMAIER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7749
BRAZILS PRESIDENT QUADROS,PRESIDENT QUADROS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7748
KUMYKIN,P. N. KUMYKIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7748
DEMOCRATIC ACTION PARTY OF VENEZUELA,DEMOCRATIC ACTION PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7745
GUIDED MISSILES INTELLIGENCE COMMITTEE,GUIDED MISSILE INTELLIGENCE COMMITTEE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7743
K. S. THIMAYYA,THIMAYYA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7742
DEPUTY PREMIER SOUSTELLE,DEPUTY PREMIER JACQUES SOUSTELLE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7741
SOVIET 24TH AIR ARMY,24TH AIR ARMY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7741
WALTER ULBRICHT,ULBRICHT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7741
BRITISH PRIME MINISTER EDEN,PRIME MINISTER EDEN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7737
ISRAELI DEFENSE FORCES,ISRAELI FORCES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7735
N. F. ZAKHAROV,ZAKHAROV,lexical_context_similarity,stage_a1_auto,accept_openai,0.7734
N. M. PEGOV,PEGOV,lexical_context_similarity,stage_a1_auto,accept_openai,0.7734
PHILIP GUNAWARDENA,GUNAWARDENA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7732
LIAQUAT ALI,LIAQUAT ALI KHAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7731
TUNISIAN NEO-DESTOUR PARTY,NEO-DESTOUR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7731
COLONEL SATURNINO FLORES,LIEUTENANT COLONEL SATURNINO FLORES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7729
FRENCH PREMIER PINAY,PREMIER PINAY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7729
BRITISH FOREIGN SECRETARY HOME,FOREIGN SECRETARY EDEN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7728
GENERAL TORANZO MONTERO,TORANZO MONTERO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7726
IRANIAN FOREIGN MINISTER FATEMI,IRANIAN FOREIGN MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7725
TURKISH FOREIGN MINISTER SARPER,FOREIGN MINISTER SARPER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7724
JEAN LETOURNEAU,LETOURNEAU,lexical_context_similarity,stage_a1_auto,accept_openai,0.7722
SULTAN BEN YOUSSEF,MOHAMED BEN YOUSSEF,lexical_context_similarity,stage_a1_auto,accept_openai,0.7719
CUBAN PRIME MINISTER CASTRO,PRIME MINISTER CASTRO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7718
HLA MAUNG,U HLA MAUNG,lexical_context_similarity,stage_a1_auto,accept_openai,0.7717
FRENCH INTERIOR MINISTRY,MINISTRY OF INTERIOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7715
ANGOLA PEOPLES UNION (UPA),ANGOLAN PEOPLES UNION (UPA),lexical_context_similarity,stage_a1_auto,accept_openai,0.7714
FOREIGN MINISTER MARTINO,ITALIAN FOREIGN MINISTER MARTINO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7704
AMERICAN AMBASSADOR WADSWORTH,AMBASSADOR WADSWORTH,lexical_context_similarity,stage_a1_auto,accept_openai,0.7701
EAST GERMAN PARTY (SED),EAST GERMAN COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7699
GENERAL ANASTASIO SOMOZA,ANASTASIO SOMOZA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7699
V. A. ZORIN,ZORIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7696
A. N. KOSYGIN,KOSYGIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7695
EPIFANIO MENDEZ,EPIFANIO MENDEZ FLEITAS,lexical_context_similarity,stage_a1_auto,accept_openai,0.769
ISRAELI-SYRIAN MIXED ARMISTICE COMMISSION,MIXED ARMISTICE COMMISSION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7689
BEN YOUSSEF,MOHAMED BEN YOUSSEF,lexical_context_similarity,stage_a1_auto,accept_openai,0.7688
IRANIAN FOREIGN MINISTER ENTEZAM,FOREIGN MINISTER ENTEZAM,lexical_context_similarity,stage_a1_auto,accept_openai,0.7688
CENTRAL COMMITTEE,SOVIET CENTRAL COMMITTEE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7687
EGYPTIAN PRIME MINISTER NASR,PRIME MINISTER NASR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7687
SENATOR CLARO RECTO,CLARO RECTO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7686
ECA MISSION IN PARIS,ECA MISSION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7685
KONG LE COUP GROUP,KONG LE GROUP,lexical_context_similarity,stage_a1_auto,accept_openai,0.7682
US MILITARY ADVISORY GROUP,AMERICAN MILITARY ADVISORY GROUP,lexical_context_similarity,stage_a1_auto,accept_openai,0.7682
SOVIET TRADE DELEGATION,SOVIET DELEGATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7681
SOUVANNA PHOUMA GROUP,SOUVANNA GROUP,lexical_context_similarity,stage_a1_auto,accept_openai,0.7676
SUEZ COMPANY,SUEZ CANAL COMPANY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7676
GAITSKELL,HUGH GAITSKELL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7675
KONG LE - PATHET LAO TROOPS,KONG LE - PATHET LAO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7675
SENATOR LAUREL,JOSE LAUREL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7674
DUTCH FOREIGN MINISTER LUNS,DUTCH FOREIGN MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7672
MAJ. GENERAL PAK CHONG-HUI,PAK CHONG-HUI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7672
LUNIK,LUNIK I,lexical_context_similarity,stage_a1_auto,accept_openai,0.7671
NATIONALIST IRREGULARS,CHINESE NATIONALIST IRREGULARS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7671
23RD CHINESE COMMUNIST ARMY,CHINESE COMMUNIST ARMY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7668
AMBASSADOR MALIK,SOVIET AMBASSADOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7668
GENERAL ADIL SHIHAB,GENERAL SHIHAB,lexical_context_similarity,stage_a1_auto,accept_openai,0.7668
LT. GEN. SONG YO-CHAN,SONG YO-CHAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7668
ALBANIAN COMMUNIST PARTY,ALBANIAN WORKERS (COMMUNIST) PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7667
COLONIAL OFFICE,BRITISH COLONIAL OFFICE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7666
JOAO CAFÉ FILHO,CAFÉ FILHO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7665
PRIME MINISTER CHENIK,TUNISIAN PRIME MINISTER CHENIK,lexical_context_similarity,stage_a1_auto,accept_openai,0.7665
UN ARMISTICE COMMISSION,MIXED ARMISTICE COMMISSION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7663
FORMER PREMIER DE GASPERI,PREMIER DE GASPERI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7661
FRENCH SOCIALIST,FRENCH SOCIALIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7661
INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC),INTERNATIONAL RED CROSS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7659
CYPRIOT ARCHBISHOP MAKARIOS,ARCHBISHOP MAKARIOS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7656
CHINESE AIR FORCE,CHINESE COMMUNIST AIR FORCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7655
ISRAELI-JORDANIAN MIXED ARMISTICE COMMISSION,ISRAELI-JORDAN MIXED ARMISTICE COMMISSION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7655
BOUN OUM - PHOUMI GOVERNMENT,BOUN OUM GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7653
TRIESTE PRO-COMINFORM COMMUNIST PARTY,PRO-COMINFORM COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7653
AMERICAN EMBASSY IN PARIS,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7651
SOUVANNA,SOUVANNA PHOUMA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7649
AMERICAN EMBASSY IN ROME,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7645
PERVUKHIN,M. G. PERVUKHIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7644
KATJU,K. KATJU,lexical_context_similarity,stage_a1_auto,accept_openai,0.7643
AMERICAN CONSUL GENERAL IN RABAT,AMERICAN CONSUL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7641
NAGIBS REVOLUTIONARY COMMAND COUNCIL,REVOLUTIONARY COMMAND COUNCIL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7637
COMMUNIST PARTY OF THE NETHERLANDS,NETHERLANDS COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7634
PIERRE MENDES-FRANCE,MENDES-FRANCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7634
GENERAL MARIAN SPYCHALSKI,GENERAL SPYCHALSKI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7633
FRENCH PREMIER FAURE,FAURE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7632
ARAB DELEGATES,ARAB UN DELEGATES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7628
CHRISTIAN DEMOCRATIC PARTY (CDU),CHRISTIAN DEMOCRATIC UNION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7628
CRAVEIRO LOPES,MARSHAL CRAVEIRO LOPES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7627
AMBASSADOR DAVIS,US AMBASSADOR DAVIS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7626
SOUVANNA PHOUMA GOVERNMENT,SOUVANNA GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7626
AUSTRIAN INTERIOR MINISTER HELMER,AUSTRIAN MINISTER OF INTERIOR HELMER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7625
